Pedigree,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
M0030/PHZ51,-6.453042196,-1.234696059,0.388494351,0.07772486,0.711456537,-0.432442938,0.598062722,-0.30210382,-0.397190581,0.473791839,0.213916074
M0033/LH185,-0.949871059,4.367616147,1.354027453,-1.83067309,0.58243037,0.071793942,-0.113768576,-0.23152505,-0.076843879,0.02223764,-0.471619507
M0033/LH82,1.98860944,0.208090418,-2.366798133,0.162397293,3.597839642,0.072352811,0.960418367,0.232969033,0.295756586,0.440767656,0.047869457
M0033/PHZ51,-6.235403746,-1.044261988,0.354734057,-0.043966378,0.853092906,-0.401628365,1.007602908,-0.220933183,-0.048776021,0.435995891,0.068016596
M0039/LH82,1.826253797,0.312065026,-2.621290986,0.026921006,3.773075503,0.197567782,0.881219183,0.309835409,0.178309818,0.417913218,-0.124379079
M0039/PHZ51,-6.565478039,-1.053970478,0.160837856,-0.10394086,0.708449617,-0.206878677,0.802876825,-0.150030399,-0.339190514,0.437067143,0.121618746
M0041/LH82,2.046906333,-0.186233747,-2.727251997,0.151990281,3.389124973,0.125938709,0.73554645,0.323856552,0.07297815,0.483019123,-0.068098297
M0041/PHZ51,-6.313938822,-1.359336743,0.247025834,0.030657402,0.541271558,-0.280344969,0.57505259,-0.185013734,-0.376989154,0.387853592,0.060658653
M0052/LH82,2.045078929,-0.171396018,-3.532049211,0.258292306,3.715439998,0.540238131,0.409654955,0.446757813,-0.104577083,0.554948907,-0.056261277
M0052/PHZ51,-7.305950481,-1.752955345,-0.144246864,-0.019283292,0.392013035,0.012280439,0.336630539,-0.205519146,-0.501683246,0.555888464,0.002646777
M0058/LH82,2.297122997,-0.09352908,-2.848642495,0.118088955,3.839296475,0.712702702,0.486395484,0.476430681,-0.057202254,0.496566258,-0.223378138
M0058/PHZ51,-7.37154591,-1.706040293,0.082507514,-0.340116622,0.362042355,0.178375401,0.547262101,0.00223263,-0.292382669,0.499034685,-0.226838641
M0075/LH195,-0.212112125,2.973099217,0.03033799,0.685354103,0.013802952,0.818817004,2.246147135,-0.043253786,0.96082622,0.609054518,-0.495700844
M0075/LH82,1.825451061,0.298630695,-2.594500338,0.024223107,3.674048467,0.135338268,0.907167275,0.389833586,0.107346693,0.517933671,-0.084399521
M0077/LH82,1.76400326,0.149094597,-2.150035069,0.234389032,3.738880832,0.188623433,0.894720751,0.218539368,0.125334713,0.487498719,-0.109944477
M0077/PHZ51,-6.095085855,-1.055771779,0.262811506,0.107630537,0.504624841,-0.267047474,0.55108139,-0.425569543,-0.207569856,0.356779416,-0.095597288
M0083/LH82,1.802459124,-0.062126774,-2.823763377,0.173612089,3.778128787,0.19543651,0.729808843,0.1674355,-0.051028911,0.578423397,0.010195716
M0083/PHZ51,-6.471773524,-1.425656557,-0.045708705,0.222533268,0.510997029,-0.247958918,0.615593469,-0.434746144,-0.454181271,0.484057045,0.050748563
M0087/LH185,-0.846039664,4.747572633,0.849730514,-2.254098629,0.447251841,0.33521921,-0.473525386,0.041012211,-0.320311852,-0.052518699,-0.289193916
M0088/LH82,2.222219865,0.106297458,-2.876738924,-0.027872235,3.603679057,0.17353023,0.91244192,0.287122713,0.234551357,0.423354371,0.014850925
M0088/PHZ51,-6.703279546,-1.236505548,0.420048771,-0.067892653,0.819387656,-0.322395905,0.936844762,-0.098433203,-0.18681581,0.495655422,0.185578973
M0101/LH82,2.09674571,-0.242317555,-2.492551406,0.263223588,3.451417517,0.335766649,0.684549932,0.281243825,-0.0817061,0.519938763,-0.13615548
M0101/PHZ51,-6.528386414,-1.301230892,0.021753283,-0.13520826,0.475024365,-0.145424426,0.617247057,-0.198390182,-0.262640784,0.446136252,-0.087989277
M0116/LH185,-0.579325626,4.0271908,1.456184178,-1.47309811,0.6206814,-0.126631548,-0.192521444,-0.731384523,-0.338155447,0.210390531,-0.502014455
M0116/LH82,1.835717972,0.151941275,-1.718142996,0.017281273,3.70834692,-0.164250532,1.142217944,0.015707825,0.066600509,0.624737383,-0.100200947
M0116/PHZ51,-5.513838826,-0.934946585,0.524339239,0.173957226,0.74802472,-0.64282777,0.829551236,-0.60585891,-0.296920427,0.393202794,0.070884456
M0118/LH82,1.718973676,0.101534813,-2.369880904,0.170271497,3.797442641,-5.19E-05,0.974730955,0.245475087,0.167907838,0.449682878,-0.09604429
M0118/PHZ51,-5.890663529,-1.17942197,0.394242823,0.298020405,0.674567066,-0.428274006,0.706666712,-0.326700466,-0.302341673,0.420912762,0.182098531
M0141/LH185,-1.152941028,4.685382762,0.918686041,-2.144212333,0.501586334,0.272803428,-0.373609569,-0.07241361,-0.313573221,-0.008978468,-0.433283006
M0143/LH82,2.101197233,0.085388277,-2.570928588,0.170608387,3.57476794,0.241440669,0.874435529,0.241451281,0.262625072,0.454185218,-0.141751301
M0143/PHZ51,-6.579086424,-1.270018842,0.305486439,0.053542148,0.766717976,-0.231643289,0.950731247,-0.143470783,-0.097426122,0.485359129,0.015516679
M0154/LH82,1.631121643,0.364925689,-1.761004183,0.018058146,3.780527527,-0.04619238,1.146088579,0.194009243,0.348697544,0.492763837,-0.167897135
M0154/PHZ51,-5.544404948,-0.867629873,0.467729762,0.192401308,0.703663289,-0.465661727,0.846731334,-0.430883219,-0.14992257,0.347647168,0.046314639
M0159/LH198,-0.051301254,2.648338215,-0.065893064,2.194605821,-0.624267683,0.528792273,1.096377934,-0.919388388,-0.142778332,0.565950988,-0.017594408
M0159/PHZ51,-7.043725461,-2.028799993,-0.240584042,0.145339946,0.220044867,-0.023504265,0.329825231,-0.061682245,-0.390335888,0.318369186,-0.085779244
M0163/LH82,1.918801681,-0.0593116,-2.711007668,-0.106651981,3.886413315,0.308416543,0.764871107,0.344709244,0.027878839,0.527481139,-0.122925444
M0163/PHZ51,-6.676997823,-1.468731121,0.035642568,-0.064646698,0.506885271,-0.19155556,0.711318915,-0.198344136,-0.30111126,0.467450602,0.025414502
M0262/LH185,-1.380873964,5.090407708,0.75034559,-2.769649691,0.532677044,0.453345158,-0.235553058,0.215609291,-0.254731047,0.058110964,-0.377999604
M0262/LH195,0.476129404,2.404811917,0.19691237,1.527123909,-0.21320544,0.650513383,1.589005536,-0.822417456,0.908199644,0.554136917,-0.627884711
M0262/LH82,2.042458999,-0.000338706,-3.425068862,0.033466762,3.565725445,0.657160986,0.420616151,0.489178615,0.110247426,0.328243397,-0.121373153
M0262/PHZ51,-7.395038321,-1.6171101,-0.33139204,0.075202698,0.321632823,0.256121427,0.388938662,0.084620587,-0.257686237,0.347175025,-0.056494967
M0266/LH82,2.058071215,-0.102148771,-3.594017411,0.017451148,3.43198642,0.375614968,0.311943967,0.355976391,-0.114519862,0.34338146,-0.064495847
M0266/PHZ51,-7.195809426,-1.518375561,-0.25365826,-0.123148128,0.298858893,-0.000358769,0.123963274,-0.104358636,-0.506247744,0.376699787,0.039860287
M0326/LH185,-1.334327152,4.532499835,1.337531849,-2.394519894,0.781740984,0.333457105,0.034353813,0.109056262,-0.164222246,0.028683706,-0.558586535
M0341/LH185,-1.120402334,4.439756368,1.014968186,-2.432562382,0.382358296,0.356419082,-0.464368166,-0.215337606,-0.444804052,0.156909407,-0.623759204
M0354/LH185,-1.485460952,4.939226146,0.793719177,-2.553125827,0.764889862,0.151823059,0.028365212,0.139789777,-0.24939653,0.082168821,-0.220824816
M0357/LH185,-1.396768651,4.407847676,1.360242954,-2.075483879,0.669686875,0.062789832,-0.043833335,-0.231397655,-0.177546154,-0.002138461,-0.557316389
M162W/LH195,0.645278522,0.098022508,-0.703469061,0.574646135,-0.629252246,1.052960593,-0.360746641,0.578835361,0.804171037,-0.669227836,-0.421653253
M162W/PHB47,2.191809995,-1.748946448,2.906616221,0.820970445,-0.049680535,0.537915611,0.020586,0.274176495,-0.241023464,-0.435588909,0.436520025
M162W/PHZ51,-3.341364727,-1.799339174,1.496715911,0.544558822,0.718471953,-1.211931611,-0.108200793,-1.088282858,0.043999825,-0.410785581,0.176800621
MO17/LH195,-1.364604163,3.085136263,0.271330048,-0.747345241,0.370638192,1.180202813,3.253218328,1.245706473,1.624485655,0.868308678,-0.23892414
MO17/LH82,1.447361193,0.603030232,-0.336159609,-0.15919901,3.584830063,-0.866005513,1.78743374,-0.230255658,0.571528485,0.669259099,-0.142472779
MO17/PHB47,1.229956296,-0.132902279,4.322566857,-0.251203902,0.934153904,0.69265071,2.303874036,1.051811419,0.077007424,0.388884111,0.700402524
MOG_LH123HT-019-1-1-1-1-B/LH195,0.531376499,1.061887938,-0.085216089,-0.793411958,-0.651029136,1.035539156,-1.075611758,0.91807134,1.504987942,-0.517097464,-0.039131455
MOG_LH123HT-019-1-1-1-1-B/PHB47,2.676987432,-1.351597488,3.575028134,-0.295537055,0.185141506,0.706545889,-0.554472382,0.626857266,0.074358216,-0.455823444,0.796976559
MOG_LH123HT-031-1-1-1-1-B/PHB47,2.369497679,-1.115698499,3.577955963,-0.153138023,0.085387287,0.716074536,-0.731788193,0.556757713,0.40237824,-0.750088094,0.875446517
MOG_LH123HT-059-1-1-1-1-B/PHB47,2.391407606,-0.902076554,3.879744107,-0.890492638,0.062909974,0.589276648,-0.71474791,0.507629074,0.137902379,-0.2339061,0.739284928
MOG_LH123HT-199-1-1-1-1-B/LH195,0.383866861,1.17439244,-0.006431289,-0.257510103,-0.865987234,1.176982954,-1.219788637,1.001706803,1.664032846,-0.640120309,0.218858493
MOG_LH123HT-199-1-1-1-1-B/LH198,0.009575703,1.935344212,-0.63287575,0.171964872,-1.095636527,1.078658127,-1.44776884,1.087360447,0.648306598,-0.61418855,1.149375397
MOG_LH123HT-199-1-1-1-1-B/PHB47,2.241348327,-1.225078173,3.485267009,-0.0074777,0.066697934,0.876881406,-0.654056627,0.638171929,0.242525691,-0.588644452,0.929496207
MOG_LH145_0175/LH195,0.637776732,0.424298357,-0.690048604,0.955861126,-1.143612444,0.551005733,-0.640886701,0.78203308,1.415095172,-1.124492985,0.512161147
MOG_LH145_0175/PHB47,2.45260567,-1.644480237,2.680029038,1.030529265,-0.217821797,0.264707107,-0.051743426,0.327070908,0.111633379,-0.945722462,1.139672505
MOG_MO45-055-1-1-1-1-B/PHB47,1.966519007,-1.827925373,3.025097334,0.828573075,0.162304908,0.78027279,-0.099207017,0.520464358,0.223286127,-1.087611667,0.95219604
MOG_MO45-074-1-1-1-1-B/PHB47,2.022266506,-1.683715047,2.993971551,0.697989216,0.214583182,0.755473087,-0.137368137,0.493976108,0.258494938,-1.122315519,0.982560525
MP718/PHZ51,-3.240522514,-1.612171064,1.086022393,0.43474251,0.5133298,-1.158025771,0.118998118,-1.22495609,0.041059491,-0.275046709,0.132675881
MP719/PHZ51,-3.232387731,-1.724106098,1.158145064,0.50681382,0.653504388,-1.230298467,0.112109578,-1.095759646,0.02194484,-0.314179947,0.275314913
N192/LH82,2.670905614,-0.779349862,-4.239830036,0.256805719,3.104613915,0.677024021,-0.303331617,0.644657014,0.20891902,-0.016160917,0.160985037
N192/PHZ51,-7.860994242,-2.461812968,-0.779135795,0.159644404,-0.055299089,-0.007724805,-0.195270085,0.352419399,-0.109918217,0.010656489,0.230232592
NC258/PHB47,1.473672012,-1.272596728,3.231074822,0.260420999,0.209445921,0.59117947,0.595289457,0.233088684,0.13263892,-0.286395002,0.499099342
NC358/LH195,0.703504645,-0.11805682,-0.414664329,0.550976321,-0.565324571,1.019538854,-0.346980652,0.476418247,0.899890108,-0.994055675,-0.285213453
NC358/LH82,2.498937384,-0.995256859,-0.377522197,0.502320469,2.455495483,-0.437808148,-0.288127155,-0.507869354,0.130936168,-0.405787371,-0.124723907
NC358/PHB47,2.174764399,-1.790213086,2.732190184,0.626473067,0.063606666,0.765786602,-0.061050084,0.1806927,-0.136611188,-0.721145575,0.42136178
NC358/PHZ51,-3.345755602,-1.815330405,1.249822786,0.285747347,0.827777807,-1.127031125,-0.122659834,-1.099623351,0.132458152,-0.53288214,0.282914343
NYH-055/PHB47,2.177426587,-1.458739572,3.413279956,0.05461603,-0.071029364,0.692014286,-0.114603381,0.365205224,0.053685128,-0.237090836,0.513111681
NYH-061/PHB47,1.857151346,-1.441546201,3.483674607,0.210740587,0.186901002,0.692414297,0.140901495,0.417280743,0.099910135,-0.423428877,0.502498648
NYH-128/PHB47,1.932112739,-1.652623939,3.388066371,0.393121569,0.246761414,0.780868341,0.074368917,0.265002064,-0.006720943,-0.284468181,0.633675248
NYH-244/PHB47,2.322411249,-1.610514297,3.453739713,0.107202191,-0.003484076,0.717041538,-0.219261655,0.406978068,-0.035426636,-0.25595475,0.709074728
NYH-245/PHB47,2.149654003,-1.405397427,3.26987734,0.241688153,0.05135587,0.643521926,-0.17528659,0.231156082,0.209539534,-0.333901425,0.660889492
NYH-250/PHB47,2.231662084,-1.771479358,3.383468744,0.191421074,-0.018785442,0.678151623,-0.186190406,0.087756498,-0.081382937,-0.281121244,0.538732468
NYH-258/PHB47,2.217288482,-1.66099686,3.333000039,0.205533599,-0.039193708,0.683635581,-0.214939356,0.225951271,-0.035774075,-0.321405365,0.576853563
NYH-269/PHB47,1.965695989,-1.507764721,3.228597563,0.366381591,0.153315378,0.725462797,-0.154920325,0.180145619,0.086210109,-0.284318142,0.665059169
OH43/LH195,1.048091546,2.095292907,0.324821247,0.076618516,-1.276323879,0.96001525,-3.266939868,0.290046353,1.118841187,1.733987862,-0.167876288
OH43/LH82,3.072762132,0.13879509,-0.389801621,-0.203725789,3.018002273,-0.489980683,-2.477640787,-0.480819897,0.205086376,1.318497608,-0.043419974
OH43/PHB47,2.57787878,-0.418110664,3.795930055,0.017969062,-0.11123353,0.603030978,-2.085730649,0.265271203,-0.018711305,1.014401561,0.731749514
