Pedigree,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
MO44_PHW65_0025/CG102,1.080109345,0.192404735,0.535953256,0.907239234,-0.435592847,-1.886169144,-0.411383369,1.324974801,0.375106928,-0.689198668,0.046391006
PHW65_MOG_0137/CG102,1.039733612,0.102312612,0.668649968,1.281737782,-0.680634183,-1.704757095,-0.644131518,1.147819801,0.442941721,-0.701247998,0.164487284
PHN11_PHW65_0359/CG102,1.6045898,-0.61409982,0.127451886,0.960953518,-0.677989811,-2.262928701,-0.148983055,1.350695875,0.279825402,-0.392605307,-0.3802065
MO44_LH145_0047/CG102,0.818485008,0.12797187,0.990725176,1.42118695,-0.311503334,-1.835756952,-0.594136705,0.772127288,0.150688861,-0.716443756,0.073451883
PHN11_PHG47_0390/CG102,2.383741949,-1.443120175,-0.23350679,0.486409972,-1.329100595,-2.488054846,-0.132681848,0.751873181,0.005788593,-0.129706108,-0.587843068
MOG_PHG83-014-1-1-1-1-B/CG102,0.510145508,-0.668235122,0.554405402,1.095043973,-0.574571394,-1.993176455,-0.344913781,1.017058445,0.443203948,-0.80391003,-0.09775983
M0297/LH198,-0.822374187,2.609668987,0.280630388,1.918704742,-0.406370065,0.490006492,1.932661963,-0.63948428,0.182354327,0.721178063,0.082692758
M0311/LH198,-0.343679429,3.094442416,0.062355408,1.992689294,-0.268928433,0.246348891,1.949993367,-0.820899922,0.063475288,0.613408941,0.218009962
M0266/LH198,-0.253515391,2.797253379,0.253265911,1.998002666,-0.477147727,0.480636188,1.479534345,-0.91456303,0.045103698,0.747767463,-0.057285844
M0262/LH198,-0.003051647,2.899768783,0.435797688,2.235547299,-0.373902699,0.294880233,1.724408072,-0.998136982,0.021356418,0.518747089,0.261529284
M0154/LH198,-1.297745504,3.481347776,0.022195619,1.049280795,0.064559427,0.592232426,2.609251911,0.141311491,0.254510709,0.618493089,0.499969135
M0024/LH198,-0.885133648,3.074155244,0.151471426,1.630876325,-0.219037645,0.563678129,2.100778972,-0.344190827,0.185230028,0.616352233,0.224204838
M0083/LH198,-0.980497168,3.133735328,-0.215406054,1.714320979,-0.435842991,0.737304219,1.921430731,-0.441110284,-0.123248417,0.666222778,0.252027228
M0087/LH198,-0.752619151,2.989279853,0.204185161,1.764530195,-0.113381218,0.326382444,1.820985746,-0.807586252,0.100179882,0.635228702,0.039047707
M0014/LH198,-0.25890911,3.654049499,0.039956194,1.5680664,-0.223440694,0.470826865,2.303666521,-0.311176676,0.047652752,0.615953708,0.480204872
M0325/LH198,-0.832544921,3.16813461,0.269360916,1.367065759,-0.192343107,0.590819592,2.359501705,-0.085476518,0.229944324,0.694157464,0.315212627
M0085/LH198,-0.466243093,3.088782632,0.103261807,1.722070491,-0.401798346,0.40247198,1.748670249,-0.617607825,-0.082860798,0.550689743,0.282440113
M0186/LH198,-0.04431116,3.386647216,0.117889336,1.870202412,-0.229911717,0.31457019,2.213785039,-0.560441926,0.102605739,0.596047126,0.488486676
M0354/LH198,-0.43833123,2.837124889,0.35001522,2.057082515,-0.237669397,0.392543179,2.128232888,-0.635864276,0.17833545,0.68879324,0.232382687
M0118/LH198,-0.836075431,3.031678453,0.276729509,1.42663159,-0.288551631,0.562630013,2.26053622,-0.216654721,0.067156202,0.621634235,0.40212225
M0077/LH198,-1.124330828,3.440884063,-0.206880957,1.059263319,-0.115406011,0.612547159,2.267381267,-0.124474127,-0.028878518,0.657225761,0.334612728
M0323/LH198,-1.45707125,3.406779112,-0.194417985,1.022432896,-0.107367873,0.57148743,2.612546436,0.157167349,0.150172854,0.694440578,0.483111036
M0326/LH198,-0.324730351,3.334978847,-0.27077655,1.948796567,-0.261179004,0.315544579,2.092677916,-0.630798417,-0.064003111,0.712476527,0.520745678
M0041/LH198,-0.707868818,3.111827907,-0.277920493,1.81170415,-0.361185377,0.467713235,2.046359338,-0.427632632,0.1249667,0.723965209,0.328044475
M0051/LH198,-0.745976958,3.296563873,-0.048123592,1.397841344,-0.280810369,0.428054995,2.089469454,-0.310443255,0.371680064,0.538647461,0.183958208
M0143/LH198,-0.47432159,3.293741579,-0.291276827,1.882645362,-0.249129975,0.465684879,2.053059127,-0.343122477,-0.035137968,0.596164212,0.687445944
M0269/LH198,-0.884510236,2.925474671,-0.089603988,1.975420265,-0.528675486,0.649241351,1.724365945,-0.702612047,-0.181857248,0.715220387,0.072381576
M0317/LH198,-0.870354477,3.393343066,0.102587167,1.200553551,-0.269950644,0.655698172,1.979383735,-0.367548597,-0.064539218,0.570792378,0.243662915
M0287/LH198,-0.437189467,2.953243558,0.414613031,1.8678478,-0.247321055,0.310485321,2.054530822,-0.67727516,0.234838663,0.653492124,0.18521159
M0045/LH198,-0.600463058,3.305718663,-0.147526481,1.652654689,-0.391904709,0.466068422,1.872578751,-0.549837,-0.047058192,0.750655837,0.220462836
M0172/LH198,-0.957698322,3.34879453,-0.36511116,1.369653227,-0.325412166,0.752593687,2.163717688,-0.128441356,-0.054371659,0.577606259,0.243405638
M0296/LH198,-1.142657237,3.58710523,-0.425672565,0.885774734,-0.050207108,0.688552766,2.595381569,0.171007999,0.108197976,0.656969896,0.591932989
M0309/LH198,-0.695330309,3.236968719,-0.144781432,1.736500128,-0.368041544,0.42280834,1.70786475,-0.831079631,-0.12370839,0.555819663,0.03725037
M0003/LH198,-0.472092394,3.315756028,0.135847531,1.805332624,-0.379170349,0.56320817,1.805554037,-0.690963627,-0.076299933,0.691991004,0.055577646
M0101/LH198,-0.66529441,3.262315788,-0.573371514,1.609002135,-0.306590934,0.414666117,1.844454056,-0.499444539,-0.144588026,0.706367412,0.32432382
M0061/LH198,-0.541642113,3.035825697,0.464937546,1.759674629,-0.13948162,0.365741115,1.976539677,-0.786803364,0.035940376,0.639953752,0.157613654
M0030/LH198,-0.486567606,3.169163553,0.070720285,1.793677818,-0.283886161,0.544983074,1.925742547,-0.432710131,0.19779766,0.761631263,0.288786237
M0062/LH198,-1.075166999,3.499837578,-0.269160199,1.171194588,-0.299626778,0.776555963,1.800286963,-0.229284755,-0.007124617,0.695277329,0.19238075
M0028/LH198,-1.194967796,3.568907117,-0.343783746,0.986834356,-0.180617175,0.722103485,2.441428922,0.037771873,0.03638813,0.659782887,0.373179627
M0039/LH198,-0.568667027,3.490527024,0.222539375,1.573904843,-0.169608524,0.410142359,2.266742974,-0.437089773,0.017552112,0.567886811,0.387016288
M0022/LH198,-0.655865888,2.915199228,-0.093867591,1.909904803,-0.557778692,0.620219454,1.532391915,-0.794756152,-0.210519205,0.724038576,0.07146073
M0015/LH198,-0.294961933,3.290540071,0.21206292,1.734063393,-0.241993001,0.283403588,2.137606243,-0.682839251,0.048359012,0.586574558,0.383938479
M0365/LH198,-0.619245527,2.538363727,0.490736621,2.230454218,-0.327372468,0.503104287,1.843765784,-0.761466671,0.091863958,0.665115208,0.165671417
M0272/LH198,-0.989068498,3.386552822,-0.141140749,1.383212618,-0.017914252,0.277130255,2.077970284,-0.24893487,-0.011818894,0.560697154,0.364964709
M0027/LH198,-0.212375972,3.143112154,0.000312042,1.994275791,-0.576925197,0.234405002,1.745459656,-0.925948013,0.000880674,0.552102231,0.293308339
M0058/LH198,-0.276577301,3.417709044,-0.091143128,1.898665115,-0.436205125,0.328898356,1.470099881,-0.962289569,-0.287935345,0.610429932,0.364407232
M0106/LH198,-0.409736665,3.124588399,-0.020479582,1.650109679,-0.400321738,0.653546157,1.759960484,-0.555680038,0.025143247,0.700884115,0.142159855
M0369/LH198,-0.561371646,3.276941977,0.01937315,1.695942087,-0.182596244,0.5756728,2.12796067,-0.369721458,0.241815246,0.710105163,0.180313139
M0033/LH198,-0.481002019,3.56291461,-0.096705281,1.401711607,-0.077647133,0.396772347,2.390429844,-0.333785748,-0.041888453,0.728706643,0.451931354
M0114/LH198,-0.287591499,2.432331641,0.203196948,2.408753416,-0.748987758,0.331757735,1.15966489,-1.003526542,-0.092055054,0.573352701,-0.07334133
M0001/LH198,-0.253725463,3.154960553,0.129427824,2.060192056,-0.44958466,0.614034751,1.865653621,-0.753660081,-0.027743147,0.751190736,0.100402972
Z022E0059/LH198,0.945861773,2.401589146,0.548818671,2.218322307,-1.227794749,0.188172419,-1.157908757,-1.453287633,0.144084102,1.007170547,0.058268752
Z022E0005/LH198,0.776337858,2.513602851,0.083612022,2.99465193,-1.178526061,0.388095703,-0.622146545,-1.443099679,-0.143378285,0.907971061,0.001910825
Z022E0050/LH198,0.518927724,2.691669412,0.439890631,2.242984123,-1.096357282,0.502627469,-1.174983342,-1.132871551,-0.011283835,1.102034099,0.059763638
Z022E0053/LH198,0.528025062,2.54686177,0.357407436,1.879635091,-1.192699849,0.706071265,-1.701516959,-0.69159047,0.071764291,1.076575989,-0.014893941
Z022E0134/LH198,0.645039596,2.550113708,0.034645891,2.377037554,-1.130264944,0.549641733,-1.008606563,-0.989497426,-0.25796087,1.045054512,0.195451953
Z022E0114/LH198,0.890413199,2.47165375,0.309545238,2.257670936,-1.142525871,0.380806079,-0.943969079,-1.356172711,-0.046811671,1.078669203,0.191464434
Z022E0077/LH198,0.480429855,2.772583869,0.328327631,1.706226646,-1.227560022,0.623704305,-2.154988949,-0.784163144,0.055231084,1.124185471,0.098008732
Z022E0073/LH198,0.726626107,2.556281991,-0.085927428,2.360820115,-1.248756175,0.506346331,-1.40102257,-1.071453624,-0.149344089,1.098492246,0.234164347
Z022E0142/LH198,0.634680759,2.68136634,0.074737594,2.087684506,-1.274533646,0.447887896,-1.546209271,-1.057606402,-0.206199612,1.232468602,0.126252369
Z022E0110/LH198,0.836889206,2.558808767,0.086604567,2.163734794,-1.294254417,0.591226483,-1.589098184,-1.006104297,-0.146844097,1.154566997,0.240342056
Z022E0108/LH198,0.8019449,2.606373883,0.384070888,1.916300284,-1.367932158,0.386146022,-1.647289667,-1.107274516,0.088415299,1.303614712,0.237344079
Z022E0008/LH198,0.796315024,2.547093964,0.293007191,1.645050613,-1.372976366,0.480679496,-2.04295294,-0.625773882,0.146870264,1.467676649,0.256369872
Z022E0023/LH198,0.681469005,2.566375053,-0.040683651,2.814687099,-1.127311843,0.565515921,-0.766570164,-1.412113093,-0.215511593,0.859338404,0.074995369
Z022E0123/LH198,0.694107707,2.601638002,0.28020071,1.255008654,-1.528625454,0.706609289,-2.35633845,-0.46441378,0.19706579,1.487976999,0.400512154
Z022E0160/LH198,0.576154579,2.762197539,-0.121486039,2.079106571,-1.12119469,0.62937826,-1.344295468,-1.005285082,-0.318494308,1.117915548,0.229506953
Z022E0097/LH198,0.773665167,2.429727857,0.254088209,2.861384247,-1.091060951,0.426194935,-0.717966758,-1.368171432,-0.117803307,0.913818797,-0.154247015
Z022E0166/LH198,0.583899654,2.358841307,-0.119840664,2.491809092,-1.256672072,0.566904174,-1.127607155,-0.876919422,-0.212164888,1.014677662,0.129880379
Z022E0105/LH198,0.981062533,2.584176795,0.351225253,2.083006762,-1.385198351,0.474608398,-1.537242843,-1.353960754,0.134176058,1.245100297,0.287712331
Z022E0072/LH198,0.695823225,2.785759901,0.069298102,1.35053969,-1.47261416,0.721928449,-2.422303719,-0.570990783,0.071904951,1.522093633,0.464769006
Z022E0020/LH198,0.588568352,2.730429603,-0.037295195,1.927545205,-1.376980444,0.766065206,-1.872301356,-0.626822107,-0.219160088,1.366407896,0.308482726
Z022E0027/LH198,0.437077451,2.750100788,0.169556054,2.033051172,-1.141059478,0.711243202,-1.493061815,-0.903481668,-0.236902824,1.19333801,0.125968288
Z022E0079/LH198,0.896384351,2.515272073,0.553116621,2.234574694,-1.220577641,0.349091684,-1.418230599,-1.446109903,0.155702608,1.130808531,0.20691846
Z022E0025/LH198,0.908552654,2.685975907,0.034505902,2.15314554,-1.124511026,0.374894379,-1.55183154,-1.153603961,0.062248199,1.107624634,0.357814317
Z022E0044/LH198,0.633452396,2.774475373,0.401442934,1.740825761,-1.158227648,0.561296052,-1.709869864,-1.044355489,-0.018508583,1.2957332,0.161068338
Z022E0095/LH198,0.70240806,2.554731216,0.424128078,1.899909145,-1.237972664,0.540277857,-1.799292842,-0.984273113,-0.069518188,1.109018625,0.091086933
Z022E0017/LH198,0.883935359,2.48089612,0.320122223,2.597315983,-1.22877151,0.276382298,-1.082737748,-1.235309182,-0.010277598,1.03770027,0.062112719
Z022E0003/LH198,0.965029143,2.562971754,0.314443325,2.39264417,-1.288197318,0.558509785,-0.871222946,-1.229930849,-0.011399524,1.0765526,0.166621571
Z022E0042/LH198,0.70067269,2.757410972,0.363098008,2.351086397,-1.058055348,0.465433324,-1.054894471,-1.496691766,-0.256556833,1.042675469,0.027329853
Z022E0046/LH198,0.706079768,2.623803882,0.242135732,1.914339062,-1.430857543,0.676952574,-1.474035615,-1.088330503,0.095102746,1.185975647,0.29906444
Z013E0087/LH198,0.601186759,1.535447409,-0.55651916,2.496196946,-0.815762128,0.908000866,-0.121985225,-1.34887225,-0.969603789,-1.493925394,-0.803742972
Z013E0034/LH198,0.565569197,1.447251189,-0.312182768,2.568119879,-0.736355835,0.660609153,0.238694527,-1.660668815,-0.551105012,-1.086389988,-0.306977116
Z013E0046/LH198,0.348777382,1.47494488,-0.976239158,2.455475706,-0.832815184,0.944292319,-0.238103931,-1.142911627,-1.000223479,-1.758959875,-0.802872788
Z013E0072/LH198,0.362268488,1.488194758,-0.687080936,2.305782325,-0.865607607,0.962797254,-0.011175999,-1.180923864,-0.854213293,-1.438159751,-0.562150485
Z013E0079/LH198,0.387595576,1.70300643,-0.467225419,2.617477778,-0.924048464,0.754769247,-0.034914704,-1.336930341,-0.748460586,-1.097982357,-0.546843546
Z013E0090/LH198,0.436227609,1.435515124,-0.889478958,2.225090335,-0.886801216,0.872258876,-0.209983558,-1.105709076,-0.824634541,-1.861344775,-0.599547987
Z013E0063/LH198,0.309355128,1.458125674,-0.769363449,2.201201088,-0.697577867,0.727683069,-0.009412413,-1.501569999,-0.836468968,-1.447494522,-0.421172763
Z013E0006/LH198,0.455361961,1.898752991,-0.248340711,3.080329335,-0.827989625,0.63316,0.056196434,-1.538364334,-0.6846712,-0.859477439,-0.641230823
Z013E0093/LH198,0.55807013,1.746304214,-0.705459462,2.676933165,-0.887914241,0.897489793,0.044717124,-1.311194518,-0.792355969,-1.110761094,-0.517396516
Z013E0022/LH198,0.656601797,1.483421274,-0.498702943,2.549271868,-0.958964048,1.084481534,-0.098456285,-1.172988828,-1.01337196,-1.434586317,-0.747566069
Z013E0028/LH198,0.672030425,1.905171545,-0.29288718,2.859131101,-0.691631721,0.528176775,0.119119169,-1.706531183,-0.782255966,-0.576212265,-0.59266812
Z013E0073/LH198,0.500933911,1.310352894,-0.822689867,2.316065903,-0.704499628,0.986871567,0.066046849,-1.17914318,-0.813367168,-1.762348056,-0.453340054
Z013E0067/LH198,0.561905217,1.610049485,-0.323100526,2.506331057,-0.839746481,0.786004175,0.021963233,-1.458632393,-0.47573265,-1.342619191,-0.504666368
Z013E0026/LH198,0.191557836,1.146792093,-1.296048274,2.125868045,-0.701308887,1.078542928,-0.278019404,-1.013819074,-1.07054549,-2.304173182,-0.612811104
Z013E0082/LH198,0.550207311,1.331048549,-0.388679347,2.668769132,-0.771127772,0.919126218,-0.203541344,-1.254628601,-0.923462994,-1.339505516,-0.663962757
Z013E0059/LH198,0.548285819,1.520653287,-0.40212845,2.590782907,-0.731713939,0.613697574,0.150407736,-1.527306691,-0.639157697,-1.153885691,-0.450248185
Z013E0007/LH198,0.745939226,1.788536447,-0.014399553,2.874982772,-0.868874997,0.612600674,0.107411491,-1.591704722,-0.531427119,-0.948950305,-0.585359449
Z013E0055/LH198,0.552482554,1.597825225,-0.3933733,2.764823709,-0.706672528,0.741068409,0.089050887,-1.222358638,-0.686713786,-1.491981459,-0.695813509
Z013E0080/LH198,0.562478165,1.327246015,-0.634371629,2.217237024,-0.63461536,0.768858519,0.044645018,-1.258579738,-0.717736427,-1.602566243,-0.383375602
Z013E0078/LH198,0.298858068,1.301668611,-0.64227365,2.531342489,-0.617603214,0.887344373,0.035118023,-1.221208917,-0.872291875,-1.568228871,-0.523743082
Z013E0088/LH198,0.588926741,1.741142627,-0.226989648,2.769100568,-0.806075666,0.715264037,0.036487863,-1.481757745,-0.782063402,-1.290792771,-0.744189165
Z013E0092/LH198,0.867029335,1.441875018,-0.13052657,2.669603422,-0.597261562,0.702181532,0.116402157,-1.587929868,-0.812931799,-0.972023699,-0.576594296
Z013E0019/LH198,0.489588938,1.493609556,-0.51567009,2.626232897,-0.705303055,1.008359228,-0.085533952,-1.158378198,-0.864803711,-1.309735683,-0.796166027
Z013E0045/LH198,0.558959712,1.249193357,-0.75548681,2.172778524,-0.688005612,0.780118257,-0.01490716,-1.365205001,-0.719781692,-1.813858073,-0.386525116
Z013E0039/LH198,0.619693532,1.522802524,-0.550831087,2.454497363,-0.827929729,0.657515967,0.16581866,-1.719354145,-0.554830834,-1.162967319,-0.34393723
Z013E0061/LH198,0.442960292,1.572114237,-0.490303235,2.465669298,-0.89533214,1.041869967,-0.078182166,-1.23294226,-0.740460437,-1.166248789,-0.592955389
Z013E0035/LH198,0.470245048,1.768171487,-0.295432037,2.728653191,-0.671850184,0.787948042,-0.060257955,-1.445619531,-0.785895649,-1.270377068,-0.779486159
W10005_0220/LH198,1.849856535,-1.298534113,-3.109681755,-1.151072187,-2.048332782,0.224249063,0.191603411,0.516573226,0.630376305,-0.083788237,-0.393145509
W10005_0147/LH198,2.137019859,-1.537751261,-3.570364919,-1.109173251,-2.428643045,0.264291479,0.381101189,0.512284155,0.612541566,0.044720248,-0.455430363
W10005_0107/LH198,1.940325302,-1.416792262,-3.479229489,-0.768800307,-1.932289051,0.45001715,0.286409278,0.568462596,0.61914173,0.031173674,-0.403085718
W10005_0037/LH198,1.651758233,-1.38889815,-3.342694934,-0.81598492,-1.646110729,0.39446279,0.269163809,0.503992884,0.53340942,0.076333921,-0.31683536
W10005_0029/LH198,2.003225038,-1.093271389,-3.288755297,-0.838447055,-2.125120271,0.282554229,0.297143419,0.578517499,0.607946348,-0.024070433,-0.350970148
CGR03/LH198,1.014178226,0.22418409,-1.304833617,-0.352545082,-1.715507072,0.370967793,-0.187357155,0.301295885,-0.177191337,-0.278809937,0.712025466
CG104/LH198,0.254167754,-0.707314937,-1.803346848,-0.183910301,-1.339324494,-0.036146087,0.261714028,0.412298027,0.400934901,-0.400974873,0.126330862
CG108/LH198,0.217943659,-0.437112923,-2.035286917,-0.1528059,-1.159467558,0.308452982,0.438353323,0.451122948,0.708637866,-0.157809788,0.015590315
CGR01/LH198,0.517838358,0.716179856,-0.924298518,-0.070518647,-0.945245047,0.370789344,-0.339512799,0.464584732,-0.136449565,-0.410805807,0.799420708
CG60/LH198,0.365648429,-0.103226472,-1.529154727,0.424665414,-1.155201006,0.334118718,0.017441533,0.323470875,0.562467737,-0.24507683,0.070024801
LH162/LH198,-0.838412835,2.02506886,-0.769493506,0.255744601,-0.507992974,0.82838678,1.240246397,1.053475441,-0.226336483,-0.50652238,1.601831284
TX772W/LH198,-0.439663556,0.985216035,-0.61210869,0.5640992,-0.81842058,0.649412573,-0.352961618,0.46166857,0.337860264,-0.975530826,0.427696869
TX740/LH198,0.130458814,0.455591756,-0.63170969,0.923878848,-0.930376423,0.998312611,-0.310715611,0.362195128,-0.101101145,-1.348758784,0.225491331
TX303/LH198,-0.193165773,0.908087586,-1.190925201,0.690791498,-0.762211341,0.673276919,-0.479916599,0.624101439,0.156954364,-0.9213032,0.507732992
TX130 RP/LH198,-1.303320907,2.975837205,-0.732818254,-0.282279791,0.002463255,0.811410386,1.77978101,0.816360172,0.355221407,0.190590134,0.573146361
TX714/LH198,0.702678996,2.209202005,0.294541757,3.253466058,-0.84058367,0.329701984,0.590627987,-1.888987153,-0.257074667,0.37279053,-0.272869993
PHN11_LH145_0005/LH198,1.187384325,0.228856911,-1.784096668,0.343597031,-1.644648885,0.058555152,-0.294007603,0.11688998,0.406642541,-0.300809022,0.298488657
MOG_LH145_0175/LH198,0.130750226,0.908831012,-0.975426631,0.843226933,-1.268944001,0.413282113,-0.688882556,0.795985251,0.791326764,-1.292008701,1.197228321
PHN11_PHW65_0294/LH198,0.427953987,0.529242034,-1.799244024,-0.45738822,-1.723650843,0.836942632,-0.326728663,1.125037112,0.578965107,-0.381165665,0.494199689
PHN11_LH145_0028/LH198,1.128840972,-0.63843405,-2.089948806,-0.158584857,-2.038162385,0.134000288,-0.168531834,0.340052926,0.425574401,-0.196569252,0.049275587
PHN11_OH43_0142/LH198,1.369945058,0.455304815,-1.768717699,-0.21841178,-2.344959831,0.475958412,-1.401460481,0.325712575,0.235146076,0.907916012,0.308178896
MOG_MO45-030-1-1-1-1-B/LH198,-0.538904449,0.835498152,-0.980484174,0.569313551,-0.976934842,1.090292596,-0.628337075,1.135274784,0.734290708,-1.624193159,1.259908048
MOG_MO45-074-1-1-1-1-B/LH198,-0.456661779,0.688064405,-1.038291987,0.577266293,-0.98427031,1.083415624,-0.723631838,1.302573258,0.932455494,-1.623599782,1.33183972
PHN11_PHW65_0359/LH198,0.662427025,0.010704698,-2.287600086,-0.612609302,-1.509924587,0.752549705,-0.079186508,1.094754402,0.655333221,-0.331055621,0.255833103
PHN11_OH43_0088/LH198,1.064720878,0.665609637,-1.824878962,-0.326817466,-1.943912465,0.557850908,-1.600609378,0.571642613,0.379336496,0.797107199,-0.001832071
MOG_PHG83-224-1-1-1-1-B/LH198,-1.134645019,-0.161495262,-1.513005561,0.039849156,-1.393849518,0.832816923,-0.593801403,1.241693634,0.943383796,-1.115386005,0.635274102
PHW65_MOG_0137/LH198,-0.262201693,0.787218591,-1.380012018,0.121927263,-1.400056437,0.952709823,-0.95062229,1.39813177,0.927032818,-0.868222688,0.866590556
MO44_PHW65_0025/LH198,-0.259963502,0.823429084,-1.23529104,-0.197243642,-1.213313822,0.84337487,-0.464169092,1.067703187,0.621421003,-0.638991078,0.713502833
MOG_NC230-183-1-1-1-1-B/LH198,-0.335164585,0.829317806,-0.834788658,0.844131542,-1.142704881,1.01271044,-0.691054528,1.087748596,0.525489196,-1.28135722,0.98556373
MOG_LH123HT-031-1-1-1-1-B/LH198,-0.234605418,2.011098655,-0.746164768,-0.097261643,-1.052481801,1.10197393,-1.521478358,1.17116678,0.775274382,-0.800449013,1.029368544
MOG_MO45-071-1-1-1-1-B/LH198,-0.508908778,0.881848704,-1.017735352,0.578177762,-1.117336659,1.216093106,-0.456939542,1.240586248,0.944219241,-1.463748374,1.162246214
MOG_PHG83-090-1-1-1-1-B/LH198,-0.290008379,0.333465983,-1.519231272,-0.091546208,-1.452212909,0.815762003,-0.674918641,1.366526539,0.936414545,-1.316040162,0.857717739
MO44_PHW65_0126/LH198,-0.350033494,0.725373086,-0.977175199,0.249057485,-1.413431602,0.869038749,-0.639265096,0.905763609,0.440625491,-0.639876273,0.710704694
PHN11_OH43_0001/LH198,1.376316018,0.751268427,-1.953421197,-0.193342978,-1.961052445,0.527636862,-1.821632785,0.422651641,0.476099161,1.005487661,-0.123679858
MO44_PHW65_0075/LH198,-0.008337019,0.458773218,-1.127346591,0.484904978,-1.126148762,0.96899386,-0.563975059,0.845424807,0.451114115,-0.729531165,0.576084908
PHN11_PHG47_0172/LH198,1.544667186,-0.1980825,-2.552816423,-0.924694899,-1.926179094,0.424535416,-0.160224476,0.583958907,-0.296295166,0.227151874,0.5646079
PHN11_PHG47_0390/LH198,1.890562354,-1.082136207,-3.215177377,-1.219502682,-2.263831714,0.317655232,-0.109056102,0.677943574,0.296931494,0.082812343,-0.074402641
MOG_LH145_0057/LH198,-0.015069292,0.748752697,-0.904035873,0.578030866,-1.307054965,0.574816725,-0.764466386,0.986537367,0.810890003,-1.407628229,1.069774121
MOG_OH43_0170/LH198,0.388161938,2.159300121,-0.499624085,0.364885302,-1.468582755,0.870061162,-2.5731737,1.062158441,0.635264543,0.02341664,1.035295514
PHN11_LH145_0062/LH198,1.067275428,-0.489615842,-1.80117048,0.13697987,-1.866692975,0.100850113,-0.168339502,0.313032826,0.383381205,-0.484464366,0.252608285
MOG_OH43_0367/LH198,0.097486754,2.159060284,-0.474527765,0.729091854,-1.531848423,1.099853505,-2.568972389,0.939667837,0.417720298,0.288024678,1.027390283
PHN11_PHG47_0251/LH198,1.789169018,-0.52713015,-2.512785745,-1.139236179,-2.309101847,0.338820525,-0.447366992,0.596086989,0.329540342,0.06548498,0.098434361
MOG_LH123HT-045-1-1-1-1-B/LH198,-0.321653672,2.468847639,-0.363383056,-0.964016254,-1.110940747,0.978683424,-1.704884974,0.997019119,0.506726115,-0.463098906,0.879224881
B73_NC230-041-1-1-1-1/LH198,0.763124846,2.041585618,0.332673275,2.939161168,-1.002144262,0.396654117,0.153514262,-1.485098508,0.015731811,0.149594024,-0.056567641
B73_NC230-040-1-1-1-1/LH198,0.709492493,1.780614512,0.074255094,2.568756441,-0.964120646,0.607907569,0.054203714,-1.012999477,-0.208128405,0.036892373,-0.028413049
B73_NC230-059-1-1-1-1/LH198,0.362385561,1.614465836,-0.18575279,2.227273199,-1.056098596,0.52784368,-0.132329021,-0.539642208,-0.088047667,-0.093217491,-0.026219863
PHN11_OH43_0036/LH198,1.057590837,1.321993237,-1.112732487,-0.159130694,-2.123436426,0.569939896,-2.149656432,0.431492702,0.185598082,1.10521608,0.334012781
M0323/LH185,-0.477022229,4.272996955,1.355753712,-1.616151814,0.616868272,0.010586486,-0.052548986,-0.551469401,-0.292304055,0.189731536,-0.481055331
M0186/LH185,-1.314179456,4.630360034,1.122327821,-2.405682362,0.763323307,0.316963796,0.023792809,0.09604302,-0.214992642,0.179177996,-0.352206889
M0052/LH185,-1.525621403,4.990322197,0.986533734,-2.610786829,0.557869534,0.270210964,-0.269733339,0.007320392,-0.332489129,-0.029820142,-0.410953371
M0287/LH185,-1.218037817,4.819472538,0.868475825,-2.361088451,0.616586478,0.211484384,-0.236251348,0.005352723,-0.380829682,0.132661221,-0.286147115
M0143/LH185,-1.354508202,4.684229929,1.378208326,-2.327188564,0.937912348,0.140094164,0.258948289,0.0570423,-0.142267303,0.187397238,-0.430887684
M0101/LH185,-1.377836182,4.510103002,1.395464953,-2.161529893,0.542219824,0.243374307,-0.134851639,-0.241791595,-0.248097019,0.128509206,-0.630254593
M0154/LH185,-0.66480547,4.103112112,1.371336861,-1.599361694,0.639632969,0.04908768,-0.056454019,-0.439201908,-0.241215066,0.215371137,-0.47121304
M0269/LH185,-0.988224895,4.952926604,0.936922673,-2.590222566,0.692040175,0.133456455,-0.028383317,-0.037249274,-0.206739746,-0.027580583,-0.393699299
M0030/LH185,-1.448870391,4.513487802,1.237752147,-2.164845291,0.848056939,-0.06922682,-0.030345299,-0.040143084,-0.319497682,0.072340037,-0.345354504
M0003/LH185,-0.96973344,4.804823487,0.89215412,-2.408285489,0.495724509,0.250542674,-0.188776952,-0.163976503,-0.256753009,0.045002683,-0.309582798
M0325/LH185,-1.046364291,4.584166178,1.051084446,-1.840372677,0.780804945,0.025197612,-0.118585261,-0.260272342,-0.38064965,0.200735813,-0.316557498
M0159/LH185,-1.255879346,4.72426121,1.014402636,-2.706150563,0.640352958,0.131622462,-0.172041127,0.189746159,-0.196676668,-0.123851905,-0.450769709
M0118/LH185,-0.962078409,4.460261825,1.301964945,-1.991277792,0.606547685,-0.033514385,0.003069123,-0.170868694,-0.211445748,0.099695117,-0.35589231
M0058/LH185,-1.37437073,4.479788964,1.155819139,-2.453537892,0.315943559,0.470739954,-0.503206526,-0.099841833,-0.285635306,0.001054936,-0.769376527
M0311/LH185,-1.143461889,4.85869464,0.982114799,-2.516394596,0.544682508,0.44909157,-0.278416576,0.087282737,-0.227747746,0.112757211,-0.472257493
