pop_code	Day_x	Day_y	window	R_DL	R_GDD	R_PTT	R_PTR	R_PTS	nR_DL	nR_GDD	nR_PTT	nR_PTR	nR_PTS
1	45	88	43	0.8766	-0.1466	0.5013	-0.8783	0.7147	-0.8766	0.1466	-0.5013	0.8783	-0.7147
1	45	89	44	0.8762	-0.13	0.5034	-0.8734	0.7176	-0.8762	0.13	-0.5034	0.8734	-0.7176
1	45	90	45	0.8759	-0.1115	0.5115	-0.8723	0.7164	-0.8759	0.1115	-0.5115	0.8723	-0.7164
1	45	91	46	0.8756	-0.1121	0.5072	-0.8703	0.7133	-0.8756	0.1121	-0.5072	0.8703	-0.7133
1	45	92	47	0.8752	-0.1192	0.5009	-0.8713	0.7102	-0.8752	0.1192	-0.5009	0.8713	-0.7102
1	45	93	48	0.8749	-0.1218	0.4993	-0.8723	0.7054	-0.8749	0.1218	-0.4993	0.8723	-0.7054
1	45	94	49	0.8746	-0.117	0.5	-0.8732	0.7096	-0.8746	0.117	-0.5	0.8732	-0.7096
1	45	95	50	0.8742	-0.1222	0.4949	-0.8746	0.7106	-0.8742	0.1222	-0.4949	0.8746	-0.7106
1	45	96	51	0.8739	-0.1247	0.4851	-0.8691	0.7092	-0.8739	0.1247	-0.4851	0.8691	-0.7092
1	45	97	52	0.8735	-0.1214	0.4808	-0.8648	0.7084	-0.8735	0.1214	-0.4808	0.8648	-0.7084
1	45	98	53	0.8732	-0.1242	0.4728	-0.8606	0.6989	-0.8732	0.1242	-0.4728	0.8606	-0.6989
1	45	99	54	0.8728	-0.1358	0.4629	-0.8608	0.6906	-0.8728	0.1358	-0.4629	0.8608	-0.6906
1	45	100	55	0.8725	-0.141	0.4553	-0.8602	0.6901	-0.8725	0.141	-0.4553	0.8602	-0.6901
1	46	52	6	0.8866	-0.7187	-0.0068	-0.9221	0.7362	-0.8866	0.7187	0.0068	0.9221	-0.7362
1	46	53	7	0.8863	-0.7168	0.0399	-0.9258	0.7575	-0.8863	0.7168	-0.0399	0.9258	-0.7575
1	46	54	8	0.8861	-0.7086	0.1162	-0.9277	0.7929	-0.8861	0.7086	-0.1162	0.9277	-0.7929
1	46	55	9	0.8859	-0.7141	0.2108	-0.9332	0.7915	-0.8859	0.7141	-0.2108	0.9332	-0.7915
1	46	56	10	0.8856	-0.701	0.3074	-0.9355	0.8197	-0.8856	0.701	-0.3074	0.9355	-0.8197
1	46	57	11	0.8854	-0.6847	0.3795	-0.9342	0.8079	-0.8854	0.6847	-0.3795	0.9342	-0.8079
1	46	58	12	0.8852	-0.6494	0.3666	-0.9317	0.8187	-0.8852	0.6494	-0.3666	0.9317	-0.8187
1	46	59	13	0.8849	-0.5912	0.3644	-0.9284	0.8211	-0.8849	0.5912	-0.3644	0.9284	-0.8211
1	46	60	14	0.8846	-0.5137	0.3616	-0.9171	0.8181	-0.8846	0.5137	-0.3616	0.9171	-0.8181
1	46	61	15	0.8844	-0.4504	0.3737	-0.8985	0.8127	-0.8844	0.4504	-0.3737	0.8985	-0.8127
1	46	62	16	0.884	-0.3982	0.3761	-0.8787	0.8112	-0.884	0.3982	-0.3761	0.8787	-0.8112
1	46	63	17	0.8838	-0.3496	0.3904	-0.86	0.8078	-0.8838	0.3496	-0.3904	0.86	-0.8078
1	46	64	18	0.8835	-0.3166	0.407	-0.8465	0.7893	-0.8835	0.3166	-0.407	0.8465	-0.7893
1	46	65	19	0.8833	-0.3053	0.422	-0.8452	0.7813	-0.8833	0.3053	-0.422	0.8452	-0.7813
1	46	66	20	0.8831	-0.3241	0.4237	-0.8543	0.7711	-0.8831	0.3241	-0.4237	0.8543	-0.7711
1	46	67	21	0.8828	-0.3401	0.4125	-0.8567	0.7539	-0.8828	0.3401	-0.4125	0.8567	-0.7539
1	46	68	22	0.8826	-0.3525	0.4097	-0.8591	0.7455	-0.8826	0.3525	-0.4097	0.8591	-0.7455
1	46	69	23	0.8823	-0.3734	0.4028	-0.864	0.7366	-0.8823	0.3734	-0.4028	0.864	-0.7366
1	46	70	24	0.8819	-0.3921	0.391	-0.8705	0.7305	-0.8819	0.3921	-0.391	0.8705	-0.7305
1	46	71	25	0.8816	-0.3817	0.3889	-0.8752	0.7348	-0.8816	0.3817	-0.3889	0.8752	-0.7348
1	46	72	26	0.8814	-0.3586	0.4014	-0.8803	0.7315	-0.8814	0.3586	-0.4014	0.8803	-0.7315
1	46	73	27	0.881	-0.3234	0.4225	-0.8825	0.718	-0.881	0.3234	-0.4225	0.8825	-0.718
1	46	74	28	0.8807	-0.3108	0.4263	-0.8863	0.7036	-0.8807	0.3108	-0.4263	0.8863	-0.7036
1	46	75	29	0.8804	-0.3009	0.4311	-0.8907	0.6946	-0.8804	0.3009	-0.4311	0.8907	-0.6946
1	46	76	30	0.8801	-0.2901	0.431	-0.8929	0.6942	-0.8801	0.2901	-0.431	0.8929	-0.6942
1	46	77	31	0.8798	-0.2772	0.4307	-0.8935	0.6978	-0.8798	0.2772	-0.4307	0.8935	-0.6978
1	46	78	32	0.8795	-0.2525	0.4402	-0.8864	0.7105	-0.8795	0.2525	-0.4402	0.8864	-0.7105
1	46	79	33	0.8791	-0.2283	0.4542	-0.8813	0.7136	-0.8791	0.2283	-0.4542	0.8813	-0.7136
1	46	80	34	0.8788	-0.2043	0.4685	-0.8776	0.7165	-0.8788	0.2043	-0.4685	0.8776	-0.7165
1	46	81	35	0.8785	-0.1858	0.4773	-0.8767	0.7137	-0.8785	0.1858	-0.4773	0.8767	-0.7137
1	46	82	36	0.8782	-0.1796	0.479	-0.8775	0.7175	-0.8782	0.1796	-0.479	0.8775	-0.7175
1	46	83	37	0.8778	-0.1776	0.4846	-0.8809	0.7214	-0.8778	0.1776	-0.4846	0.8809	-0.7214
1	46	84	38	0.8775	-0.169	0.492	-0.8813	0.7197	-0.8775	0.169	-0.492	0.8813	-0.7197
1	46	85	39	0.8772	-0.1611	0.4982	-0.8812	0.7212	-0.8772	0.1611	-0.4982	0.8812	-0.7212
1	46	86	40	0.8769	-0.1531	0.5034	-0.8801	0.7247	-0.8769	0.1531	-0.5034	0.8801	-0.7247
1	46	87	41	0.8766	-0.1452	0.5048	-0.8783	0.7253	-0.8766	0.1452	-0.5048	0.8783	-0.7253
1	46	88	42	0.8762	-0.138	0.4981	-0.8744	0.719	-0.8762	0.138	-0.4981	0.8744	-0.719
1	46	89	43	0.8759	-0.1216	0.5004	-0.8694	0.7219	-0.8759	0.1216	-0.5004	0.8694	-0.7219
1	46	90	44	0.8755	-0.103	0.5087	-0.8683	0.7205	-0.8755	0.103	-0.5087	0.8683	-0.7205
1	46	91	45	0.8752	-0.1039	0.5044	-0.8663	0.7174	-0.8752	0.1039	-0.5044	0.8663	-0.7174
1	46	92	46	0.8749	-0.1113	0.4981	-0.8676	0.7143	-0.8749	0.1113	-0.4981	0.8676	-0.7143
1	46	93	47	0.8745	-0.1141	0.4964	-0.8687	0.7094	-0.8745	0.1141	-0.4964	0.8687	-0.7094
1	46	94	48	0.8742	-0.1094	0.4972	-0.8697	0.7137	-0.8742	0.1094	-0.4972	0.8697	-0.7137
1	46	95	49	0.8738	-0.1147	0.4921	-0.8712	0.7148	-0.8738	0.1147	-0.4921	0.8712	-0.7148
1	46	96	50	0.8735	-0.1176	0.4822	-0.8653	0.7132	-0.8735	0.1176	-0.4822	0.8653	-0.7132
1	46	97	51	0.8731	-0.1144	0.4778	-0.8606	0.7122	-0.8731	0.1144	-0.4778	0.8606	-0.7122
1	46	98	52	0.8728	-0.1175	0.4698	-0.8562	0.7025	-0.8728	0.1175	-0.4698	0.8562	-0.7025
1	46	99	53	0.8724	-0.1292	0.4598	-0.8564	0.6939	-0.8724	0.1292	-0.4598	0.8564	-0.6939
1	46	100	54	0.8721	-0.1347	0.4521	-0.8559	0.6932	-0.8721	0.1347	-0.4521	0.8559	-0.6932
1	47	53	6	0.8862	-0.6926	0.0603	-0.9207	0.743	-0.8862	0.6926	-0.0603	0.9207	-0.743
1	47	54	7	0.8859	-0.6813	0.1414	-0.923	0.7769	-0.8859	0.6813	-0.1414	0.923	-0.7769
1	47	55	8	0.8857	-0.694	0.2446	-0.9324	0.7757	-0.8857	0.694	-0.2446	0.9324	-0.7757
1	47	56	9	0.8854	-0.6825	0.3472	-0.9364	0.8083	-0.8854	0.6825	-0.3472	0.9364	-0.8083
1	47	57	10	0.8852	-0.6636	0.4209	-0.9347	0.7963	-0.8852	0.6636	-0.4209	0.9347	-0.7963
1	47	58	11	0.885	-0.6188	0.4001	-0.9297	0.8088	-0.885	0.6188	-0.4001	0.9297	-0.8088
1	47	59	12	0.8846	-0.552	0.3919	-0.9241	0.8128	-0.8846	0.552	-0.3919	0.9241	-0.8128
1	47	60	13	0.8844	-0.4684	0.3845	-0.9094	0.8112	-0.8844	0.4684	-0.3845	0.9094	-0.8112
1	47	61	14	0.8841	-0.4021	0.3937	-0.8866	0.807	-0.8841	0.4021	-0.3937	0.8866	-0.807
1	47	62	15	0.8838	-0.3514	0.3941	-0.8643	0.8063	-0.8838	0.3514	-0.3941	0.8643	-0.8063
1	47	63	16	0.8835	-0.3038	0.4075	-0.8439	0.8037	-0.8835	0.3038	-0.4075	0.8439	-0.8037
1	47	64	17	0.8833	-0.2722	0.4237	-0.8301	0.7852	-0.8833	0.2722	-0.4237	0.8301	-0.7852
1	47	65	18	0.8831	-0.2624	0.4386	-0.8301	0.7766	-0.8831	0.2624	-0.4386	0.8301	-0.7766
1	47	66	19	0.8828	-0.2835	0.4403	-0.8416	0.7655	-0.8828	0.2835	-0.4403	0.8416	-0.7655
1	47	67	20	0.8825	-0.303	0.4286	-0.8454	0.7476	-0.8825	0.303	-0.4286	0.8454	-0.7476
1	47	68	21	0.8823	-0.3176	0.4253	-0.8491	0.739	-0.8823	0.3176	-0.4253	0.8491	-0.739
1	47	69	22	0.882	-0.3412	0.418	-0.8552	0.73	-0.882	0.3412	-0.418	0.8552	-0.73
1	47	70	23	0.8817	-0.3626	0.4055	-0.8629	0.7242	-0.8817	0.3626	-0.4055	0.8629	-0.7242
1	47	71	24	0.8814	-0.3534	0.4028	-0.8686	0.7284	-0.8814	0.3534	-0.4028	0.8686	-0.7284
1	47	72	25	0.8811	-0.3301	0.4148	-0.8746	0.7253	-0.8811	0.3301	-0.4148	0.8746	-0.7253
1	47	73	26	0.8807	-0.2939	0.4355	-0.877	0.7115	-0.8807	0.2939	-0.4355	0.877	-0.7115
1	47	74	27	0.8804	-0.2815	0.4388	-0.8813	0.697	-0.8804	0.2815	-0.4388	0.8813	-0.697
1	47	75	28	0.8801	-0.272	0.4432	-0.8863	0.6881	-0.8801	0.272	-0.4432	0.8863	-0.6881
1	47	76	29	0.8798	-0.2617	0.4426	-0.8886	0.6882	-0.8798	0.2617	-0.4426	0.8886	-0.6882
1	47	77	30	0.8795	-0.2495	0.4417	-0.8893	0.6926	-0.8795	0.2495	-0.4417	0.8893	-0.6926
1	47	78	31	0.8791	-0.2246	0.4507	-0.8814	0.706	-0.8791	0.2246	-0.4507	0.8814	-0.706
1	47	79	32	0.8788	-0.2001	0.4644	-0.8758	0.7094	-0.8788	0.2001	-0.4644	0.8758	-0.7094
1	47	80	33	0.8785	-0.1758	0.4785	-0.8717	0.7127	-0.8785	0.1758	-0.4785	0.8717	-0.7127
1	47	81	34	0.8782	-0.1575	0.4869	-0.8708	0.71	-0.8782	0.1575	-0.4869	0.8708	-0.71
1	47	82	35	0.8778	-0.1519	0.4884	-0.8719	0.7141	-0.8778	0.1519	-0.4884	0.8719	-0.7141
1	47	83	36	0.8775	-0.1503	0.494	-0.876	0.7181	-0.8775	0.1503	-0.494	0.876	-0.7181
1	47	84	37	0.8772	-0.1418	0.5013	-0.8767	0.7165	-0.8772	0.1418	-0.5013	0.8767	-0.7165
1	47	85	38	0.8769	-0.1343	0.5074	-0.8769	0.718	-0.8769	0.1343	-0.5074	0.8769	-0.718
1	47	86	39	0.8765	-0.1266	0.5126	-0.876	0.7216	-0.8765	0.1266	-0.5126	0.876	-0.7216
1	47	87	40	0.8762	-0.1192	0.5137	-0.8742	0.7223	-0.8762	0.1192	-0.5137	0.8742	-0.7223
1	47	88	41	0.8758	-0.1131	0.5067	-0.8702	0.716	-0.8758	0.1131	-0.5067	0.8702	-0.716
1	47	89	42	0.8755	-0.0971	0.5086	-0.8648	0.7189	-0.8755	0.0971	-0.5086	0.8648	-0.7189
1	47	90	43	0.8751	-0.0785	0.5167	-0.8637	0.7176	-0.8751	0.0785	-0.5167	0.8637	-0.7176
1	47	91	44	0.8748	-0.0802	0.5122	-0.8617	0.7145	-0.8748	0.0802	-0.5122	0.8617	-0.7145
1	47	92	45	0.8745	-0.0883	0.5057	-0.8631	0.7115	-0.8745	0.0883	-0.5057	0.8631	-0.7115
1	47	93	46	0.8741	-0.0916	0.5039	-0.8645	0.7066	-0.8741	0.0916	-0.5039	0.8645	-0.7066
1	47	94	47	0.8738	-0.0872	0.5046	-0.8657	0.7111	-0.8738	0.0872	-0.5046	0.8657	-0.7111
1	47	95	48	0.8734	-0.0932	0.4993	-0.8673	0.7121	-0.8734	0.0932	-0.4993	0.8673	-0.7121
1	47	96	49	0.8731	-0.0969	0.489	-0.861	0.7104	-0.8731	0.0969	-0.489	0.861	-0.7104
1	47	97	50	0.8727	-0.0943	0.4844	-0.8559	0.7094	-0.8727	0.0943	-0.4844	0.8559	-0.7094
1	47	98	51	0.8724	-0.098	0.4761	-0.851	0.6995	-0.8724	0.098	-0.4761	0.851	-0.6995
1	47	99	52	0.872	-0.1105	0.4659	-0.8513	0.6908	-0.872	0.1105	-0.4659	0.8513	-0.6908
1	47	100	53	0.8716	-0.1166	0.458	-0.8508	0.69	-0.8716	0.1166	-0.458	0.8508	-0.69
1	48	54	6	0.8858	-0.6297	0.1833	-0.9082	0.738	-0.8858	0.6297	-0.1833	0.9082	-0.738
1	48	55	7	0.8856	-0.6511	0.2956	-0.9242	0.7408	-0.8856	0.6511	-0.2956	0.9242	-0.7408
1	48	56	8	0.8853	-0.64	0.4029	-0.9306	0.7829	-0.8853	0.64	-0.4029	0.9306	-0.7829
1	48	57	9	0.885	-0.6166	0.4758	-0.9286	0.7734	-0.885	0.6166	-0.4758	0.9286	-0.7734
1	48	58	10	0.8848	-0.5653	0.4448	-0.9212	0.7901	-0.8848	0.5653	-0.4448	0.9212	-0.7901
1	48	59	11	0.8845	-0.4928	0.4289	-0.9136	0.797	-0.8845	0.4928	-0.4289	0.9136	-0.797
1	48	60	12	0.8842	-0.4063	0.4153	-0.895	0.7985	-0.8842	0.4063	-0.4153	0.895	-0.7985
1	48	61	13	0.8839	-0.3396	0.4205	-0.8675	0.7957	-0.8839	0.3396	-0.4205	0.8675	-0.7957
1	48	62	14	0.8836	-0.2925	0.4183	-0.8427	0.7963	-0.8836	0.2925	-0.4183	0.8427	-0.7963
1	48	63	15	0.8833	-0.2474	0.4301	-0.8206	0.7949	-0.8833	0.2474	-0.4301	0.8206	-0.7949
1	48	64	16	0.8831	-0.2179	0.4456	-0.8067	0.7762	-0.8831	0.2179	-0.4456	0.8067	-0.7762
1	48	65	17	0.8829	-0.2097	0.4601	-0.8085	0.7672	-0.8829	0.2097	-0.4601	0.8085	-0.7672
1	48	66	18	0.8826	-0.2333	0.4614	-0.823	0.7552	-0.8826	0.2333	-0.4614	0.823	-0.7552
1	48	67	19	0.8823	-0.2567	0.449	-0.8289	0.7365	-0.8823	0.2567	-0.449	0.8289	-0.7365
1	48	68	20	0.882	-0.274	0.445	-0.834	0.7281	-0.882	0.274	-0.445	0.834	-0.7281
1	48	69	21	0.8817	-0.3006	0.4371	-0.8418	0.7191	-0.8817	0.3006	-0.4371	0.8418	-0.7191
1	48	70	22	0.8814	-0.3252	0.4238	-0.8512	0.7138	-0.8814	0.3252	-0.4238	0.8512	-0.7138
1	48	71	23	0.8811	-0.3177	0.4202	-0.8583	0.7182	-0.8811	0.3177	-0.4202	0.8583	-0.7182
1	48	72	24	0.8808	-0.2946	0.4316	-0.8653	0.7153	-0.8808	0.2946	-0.4316	0.8653	-0.7153
1	48	73	25	0.8805	-0.2574	0.4518	-0.8683	0.7012	-0.8805	0.2574	-0.4518	0.8683	-0.7012
1	48	74	26	0.8802	-0.2457	0.4544	-0.8732	0.6865	-0.8802	0.2457	-0.4544	0.8732	-0.6865
1	48	75	27	0.8798	-0.2368	0.4584	-0.879	0.6777	-0.8798	0.2368	-0.4584	0.879	-0.6777
1	48	76	28	0.8795	-0.2275	0.4571	-0.8818	0.6784	-0.8795	0.2275	-0.4571	0.8818	-0.6784
1	48	77	29	0.8792	-0.2162	0.4556	-0.8826	0.6837	-0.8792	0.2162	-0.4556	0.8826	-0.6837
1	48	78	30	0.8788	-0.1916	0.4641	-0.874	0.6982	-0.8788	0.1916	-0.4641	0.874	-0.6982
1	48	79	31	0.8785	-0.167	0.4773	-0.8678	0.702	-0.8785	0.167	-0.4773	0.8678	-0.702
1	48	80	32	0.8782	-0.1426	0.491	-0.8634	0.7059	-0.8782	0.1426	-0.491	0.8634	-0.7059
1	48	81	33	0.8779	-0.1245	0.499	-0.8627	0.7034	-0.8779	0.1245	-0.499	0.8627	-0.7034
1	48	82	34	0.8775	-0.1197	0.5003	-0.8641	0.708	-0.8775	0.1197	-0.5003	0.8641	-0.708
1	48	83	35	0.8772	-0.1184	0.5057	-0.8691	0.7123	-0.8772	0.1184	-0.5057	0.8691	-0.7123
1	48	84	36	0.8768	-0.1103	0.5129	-0.8701	0.7109	-0.8768	0.1103	-0.5129	0.8701	-0.7109
1	48	85	37	0.8765	-0.1031	0.5188	-0.8707	0.7125	-0.8765	0.1031	-0.5188	0.8707	-0.7125
1	48	86	38	0.8762	-0.0958	0.5238	-0.87	0.7164	-0.8762	0.0958	-0.5238	0.87	-0.7164
1	48	87	39	0.8758	-0.0891	0.5247	-0.8683	0.7173	-0.8758	0.0891	-0.5247	0.8683	-0.7173
1	48	88	40	0.8755	-0.0843	0.5173	-0.8642	0.711	-0.8755	0.0843	-0.5173	0.8642	-0.711
1	48	89	41	0.8751	-0.0689	0.5189	-0.8586	0.714	-0.8751	0.0689	-0.5189	0.8586	-0.714
1	48	90	42	0.8748	-0.0504	0.5267	-0.8575	0.7128	-0.8748	0.0504	-0.5267	0.8575	-0.7128
1	48	91	43	0.8744	-0.053	0.522	-0.8555	0.7098	-0.8744	0.053	-0.522	0.8555	-0.7098
1	48	92	44	0.8741	-0.062	0.5152	-0.8572	0.7069	-0.8741	0.062	-0.5152	0.8572	-0.7069
1	48	93	45	0.8738	-0.0659	0.5132	-0.8589	0.702	-0.8738	0.0659	-0.5132	0.8589	-0.702
1	48	94	46	0.8734	-0.0619	0.5137	-0.8604	0.7067	-0.8734	0.0619	-0.5137	0.8604	-0.7067
1	48	95	47	0.873	-0.0686	0.5083	-0.8623	0.7076	-0.873	0.0686	-0.5083	0.8623	-0.7076
1	48	96	48	0.8727	-0.0734	0.4977	-0.8555	0.7059	-0.8727	0.0734	-0.4977	0.8555	-0.7059
1	48	97	49	0.8723	-0.0715	0.4928	-0.85	0.705	-0.8723	0.0715	-0.4928	0.85	-0.705
1	48	98	50	0.8719	-0.076	0.4842	-0.8448	0.6949	-0.8719	0.076	-0.4842	0.8448	-0.6949
1	48	99	51	0.8716	-0.0893	0.4737	-0.8451	0.686	-0.8716	0.0893	-0.4737	0.8451	-0.686
1	48	100	52	0.8712	-0.096	0.4657	-0.8447	0.6851	-0.8712	0.096	-0.4657	0.8447	-0.6851
1	49	55	6	0.8854	-0.6412	0.3844	-0.9205	0.7258	-0.8854	0.6412	-0.3844	0.9205	-0.7258
1	49	56	7	0.885	-0.6249	0.4949	-0.9266	0.7715	-0.885	0.6249	-0.4949	0.9266	-0.7715
1	49	57	8	0.8848	-0.586	0.5602	-0.9223	0.7606	-0.8848	0.586	-0.5602	0.9223	-0.7606
1	49	58	9	0.8846	-0.5246	0.5127	-0.9145	0.7797	-0.8846	0.5246	-0.5127	0.9145	-0.7797
1	49	59	10	0.8842	-0.4428	0.484	-0.9062	0.7872	-0.8842	0.4428	-0.484	0.9062	-0.7872
1	49	60	11	0.884	-0.3511	0.4608	-0.8854	0.7898	-0.884	0.3511	-0.4608	0.8854	-0.7898
1	49	61	12	0.8837	-0.2824	0.4599	-0.8533	0.7875	-0.8837	0.2824	-0.4599	0.8533	-0.7875
1	49	62	13	0.8833	-0.2384	0.4539	-0.8267	0.7888	-0.8833	0.2384	-0.4539	0.8267	-0.7888
1	49	63	14	0.883	-0.1942	0.4627	-0.8024	0.7877	-0.883	0.1942	-0.4627	0.8024	-0.7877
1	49	64	15	0.8828	-0.1656	0.4759	-0.7873	0.7683	-0.8828	0.1656	-0.4759	0.7873	-0.7683
1	49	65	16	0.8826	-0.1586	0.4894	-0.7903	0.7594	-0.8826	0.1586	-0.4894	0.7903	-0.7594
1	49	66	17	0.8823	-0.1851	0.4903	-0.8078	0.7471	-0.8823	0.1851	-0.4903	0.8078	-0.7471
1	49	67	18	0.882	-0.2133	0.477	-0.816	0.7279	-0.882	0.2133	-0.477	0.816	-0.7279
1	49	68	19	0.8818	-0.2338	0.4724	-0.8227	0.7197	-0.8818	0.2338	-0.4724	0.8227	-0.7197
1	49	69	20	0.8814	-0.2642	0.4637	-0.8323	0.711	-0.8814	0.2642	-0.4637	0.8323	-0.711
1	49	70	21	0.8811	-0.2926	0.4493	-0.8433	0.7062	-0.8811	0.2926	-0.4493	0.8433	-0.7062
1	49	71	22	0.8808	-0.2866	0.4442	-0.8516	0.7108	-0.8808	0.2866	-0.4442	0.8516	-0.7108
1	49	72	23	0.8805	-0.2629	0.4546	-0.8596	0.7083	-0.8805	0.2629	-0.4546	0.8596	-0.7083
1	49	73	24	0.8802	-0.224	0.474	-0.8629	0.6939	-0.8802	0.224	-0.474	0.8629	-0.6939
1	49	74	25	0.8798	-0.2127	0.4756	-0.8683	0.679	-0.8798	0.2127	-0.4756	0.8683	-0.679
1	49	75	26	0.8795	-0.2041	0.4788	-0.8747	0.6702	-0.8795	0.2041	-0.4788	0.8747	-0.6702
1	49	76	27	0.8792	-0.1956	0.4766	-0.8777	0.6712	-0.8792	0.1956	-0.4766	0.8777	-0.6712
1	49	77	28	0.8788	-0.1851	0.4741	-0.8788	0.677	-0.8788	0.1851	-0.4741	0.8788	-0.677
1	49	78	29	0.8785	-0.1605	0.4819	-0.8695	0.6919	-0.8785	0.1605	-0.4819	0.8695	-0.6919
1	49	79	30	0.8782	-0.1355	0.4946	-0.8629	0.696	-0.8782	0.1355	-0.4946	0.8629	-0.696
1	49	80	31	0.8778	-0.1107	0.5079	-0.8583	0.7	-0.8778	0.1107	-0.5079	0.8583	-0.7
1	49	81	32	0.8775	-0.0927	0.5156	-0.8577	0.6975	-0.8775	0.0927	-0.5156	0.8577	-0.6975
1	49	82	33	0.8772	-0.0886	0.5164	-0.8596	0.7023	-0.8772	0.0886	-0.5164	0.8596	-0.7023
1	49	83	34	0.8768	-0.0877	0.5217	-0.8651	0.7068	-0.8768	0.0877	-0.5217	0.8651	-0.7068
1	49	84	35	0.8765	-0.0798	0.5286	-0.8664	0.7055	-0.8765	0.0798	-0.5286	0.8664	-0.7055
1	49	85	36	0.8761	-0.0728	0.5342	-0.8671	0.7072	-0.8761	0.0728	-0.5342	0.8671	-0.7072
1	49	86	37	0.8758	-0.0658	0.5389	-0.8666	0.7113	-0.8758	0.0658	-0.5389	0.8666	-0.7113
1	49	87	38	0.8755	-0.0597	0.5394	-0.8648	0.7124	-0.8755	0.0597	-0.5394	0.8648	-0.7124
1	49	88	39	0.8751	-0.0562	0.5314	-0.8607	0.7063	-0.8751	0.0562	-0.5314	0.8607	-0.7063
1	49	89	40	0.8747	-0.0413	0.5325	-0.8546	0.7095	-0.8747	0.0413	-0.5325	0.8546	-0.7095
1	49	90	41	0.8744	-0.0227	0.5401	-0.8533	0.7083	-0.8744	0.0227	-0.5401	0.8533	-0.7083
1	49	91	42	0.874	-0.0262	0.535	-0.8514	0.7052	-0.874	0.0262	-0.535	0.8514	-0.7052
1	49	92	43	0.8737	-0.0363	0.5279	-0.8533	0.7024	-0.8737	0.0363	-0.5279	0.8533	-0.7024
1	49	93	44	0.8733	-0.0408	0.5256	-0.855	0.6975	-0.8733	0.0408	-0.5256	0.855	-0.6975
1	49	94	45	0.873	-0.0372	0.5259	-0.8567	0.7023	-0.873	0.0372	-0.5259	0.8567	-0.7023
1	49	95	46	0.8726	-0.0446	0.5202	-0.8588	0.7032	-0.8726	0.0446	-0.5202	0.8588	-0.7032
1	49	96	47	0.8722	-0.0506	0.5092	-0.8519	0.7015	-0.8722	0.0506	-0.5092	0.8519	-0.7015
1	49	97	48	0.8719	-0.0494	0.504	-0.8462	0.7007	-0.8719	0.0494	-0.504	0.8462	-0.7007
1	49	98	49	0.8715	-0.0548	0.4951	-0.841	0.6906	-0.8715	0.0548	-0.4951	0.841	-0.6906
1	49	99	50	0.8711	-0.069	0.4844	-0.8415	0.6817	-0.8711	0.069	-0.4844	0.8415	-0.6817
1	49	100	51	0.8708	-0.0765	0.4761	-0.8411	0.6808	-0.8708	0.0765	-0.4761	0.8411	-0.6808
1	50	56	6	0.8847	-0.6335	0.5811	-0.9282	0.783	-0.8847	0.6335	-0.5811	0.9282	-0.783
1	50	57	7	0.8844	-0.5655	0.6327	-0.9205	0.7708	-0.8844	0.5655	-0.6327	0.9205	-0.7708
1	50	58	8	0.8843	-0.4929	0.5696	-0.9138	0.7918	-0.8843	0.4929	-0.5696	0.9138	-0.7918
1	50	59	9	0.8839	-0.3997	0.5281	-0.9051	0.7977	-0.8839	0.3997	-0.5281	0.9051	-0.7977
1	50	60	10	0.8836	-0.3025	0.4962	-0.8819	0.7994	-0.8836	0.3025	-0.4962	0.8819	-0.7994
1	50	61	11	0.8833	-0.2325	0.4899	-0.8453	0.7963	-0.8833	0.2325	-0.4899	0.8453	-0.7963
1	50	62	12	0.883	-0.1919	0.481	-0.8167	0.7972	-0.883	0.1919	-0.481	0.8167	-0.7972
1	50	63	13	0.8827	-0.1485	0.4873	-0.7897	0.7955	-0.8827	0.1485	-0.4873	0.7897	-0.7955
1	50	64	14	0.8824	-0.1208	0.4985	-0.7727	0.7749	-0.8824	0.1208	-0.4985	0.7727	-0.7749
1	50	65	15	0.8822	-0.1148	0.511	-0.7767	0.7652	-0.8822	0.1148	-0.511	0.7767	-0.7652
1	50	66	16	0.882	-0.144	0.5114	-0.7968	0.7518	-0.882	0.144	-0.5114	0.7968	-0.7518
1	50	67	17	0.8817	-0.1764	0.4973	-0.8071	0.7318	-0.8817	0.1764	-0.4973	0.8071	-0.7318
1	50	68	18	0.8814	-0.2	0.4921	-0.8152	0.7229	-0.8814	0.2	-0.4921	0.8152	-0.7229
1	50	69	19	0.8811	-0.234	0.4828	-0.8262	0.7136	-0.8811	0.234	-0.4828	0.8262	-0.7136
1	50	70	20	0.8808	-0.2658	0.4673	-0.8386	0.7081	-0.8808	0.2658	-0.4673	0.8386	-0.7081
1	50	71	21	0.8804	-0.2608	0.4611	-0.8477	0.713	-0.8804	0.2608	-0.4611	0.8477	-0.713
1	50	72	22	0.8801	-0.2363	0.4707	-0.8561	0.7102	-0.8801	0.2363	-0.4707	0.8561	-0.7102
1	50	73	23	0.8798	-0.1957	0.4895	-0.8594	0.6952	-0.8798	0.1957	-0.4895	0.8594	-0.6952
1	50	74	24	0.8795	-0.1848	0.4904	-0.8651	0.6796	-0.8795	0.1848	-0.4904	0.8651	-0.6796
1	50	75	25	0.8792	-0.1765	0.493	-0.8719	0.6705	-0.8792	0.1765	-0.493	0.8719	-0.6705
1	50	76	26	0.8788	-0.1688	0.4901	-0.8751	0.6714	-0.8788	0.1688	-0.4901	0.8751	-0.6714
