env_code	date	TMAX	TMIN	DL	GDD	PTT	PTR	PTD1	PTD2	PTS
06PR06	2006-12-12	89.96	62.96	11.85	24.48	290.088	2.0658	319.95	2.2785	579782.0349
06PR06	2006-12-13	89.06	66.92	11.85	26.46	313.551	2.2329	262.359	1.8684	484934.6683
06PR06	2006-12-14	89.96	71.06	11.85	28.53	338.0805	2.4076	223.965	1.5949	427344.705
06PR06	2006-12-15	89.96	71.96	11.85	28.98	343.413	2.4456	213.3	1.519	409269.8016
06PR06	2006-12-16	87.08	73.04	11.85	29.52	349.812	2.4911	166.374	1.1848	315681.6878
06PR06	2006-12-17	87.98	71.96	11.85	28.98	343.413	2.4456	189.837	1.3519	359795.9779
06PR06	2006-12-18	87.08	69.98	11.85	27.99	331.6815	2.362	202.635	1.443	377136.3592
06PR06	2006-12-19	89.06	71.96	11.83	28.98	342.8334	2.4497	202.293	1.4455	385341.1791
06PR06	2006-12-20	87.98	71.96	11.85	28.98	343.413	2.4456	189.837	1.3519	359795.9779
06PR06	2006-12-21	89.06	68	11.83	27	319.41	2.2823	249.1398	1.7802	462906.6814
06PR06	2006-12-22	89.96	69.98	11.85	27.99	331.6815	2.362	236.763	1.6861	448734.3095
06PR06	2006-12-23	87.98	71.06	11.83	28.53	337.5099	2.4117	200.1636	1.4303	376596.4441
06PR06	2006-12-24	87.08	69.08	11.85	27.54	326.349	2.3241	213.3	1.519	394710.7968
06PR06	2006-12-25	89.06	69.08	11.83	27.54	325.7982	2.328	236.3634	1.6889	442187.7505
06PR06	2006-12-26	87.98	71.06	11.85	28.53	338.0805	2.4076	200.502	1.4278	377870.8812
06PR06	2006-12-27	89.96	73.04	11.85	29.52	349.812	2.4911	200.502	1.4278	387279.6381
06PR06	2006-12-28	89.06	73.04	11.85	29.52	349.812	2.4911	189.837	1.3519	364655.0457
06PR06	2006-12-29	91.04	71.96	11.85	28.98	343.413	2.4456	226.098	1.6101	436719.5919
06PR06	2006-12-30	89.96	73.04	11.85	29.52	349.812	2.4911	200.502	1.4278	387279.6381
06PR06	2006-12-31	89.06	71.96	11.87	28.98	343.9926	2.4414	202.977	1.4406	387951.4421
06PR06	2007-01-01	87.08	69.08	11.85	27.54	326.349	2.3241	213.3	1.519	394710.7968
06PR06	2007-01-02	89.06	69.98	11.87	27.99	332.2413	2.358	226.4796	1.6074	427549.276
06PR06	2007-01-03	89.96	71.06	11.88	28.53	338.9364	2.4015	224.532	1.5909	429511.2146
06PR06	2007-01-04	91.04	71.96	11.87	28.98	343.9926	2.4414	226.4796	1.6074	438194.9949
06PR06	2007-01-05	89.96	66.92	11.88	26.46	314.3448	2.2273	273.7152	1.9394	510132.434
06PR06	2007-01-06	87.98	73.04	11.88	29.52	350.6976	2.4848	177.4872	1.2576	339518.3887
06PR06	2007-01-07	87.98	71.96	11.88	28.98	344.2824	2.4394	190.3176	1.3485	361620.0357
06PR06	2007-01-08	89.96	71.06	11.9	28.53	339.507	2.3975	224.91	1.5882	430958.5976
06PR06	2007-01-09	87.98	62.96	11.9	24.48	291.312	2.0571	297.738	2.1025	534792.8273
06PR06	2007-01-10	87.98	66.92	11.92	26.46	315.4032	2.2198	251.0352	1.7668	463513.4016
06PR06	2007-01-11	87.98	68	11.92	27	321.84	2.2651	238.1616	1.6762	442809.4807
06PR06	2007-01-12	89.96	64.94	11.92	25.47	303.6024	2.1367	298.2384	2.099	550669.7677
06PR06	2007-01-13	87.98	68	11.93	27	322.11	2.2632	238.3614	1.6748	443552.7613
06PR06	2007-01-14	87.08	64.94	11.93	25.47	303.8571	2.135	264.1302	1.8558	479026.1609
06PR06	2007-01-15	87.98	66.92	11.95	26.46	316.197	2.2142	251.667	1.7623	465849.4587
06PR06	2007-01-16	91.94	69.08	11.95	27.54	329.103	2.3046	273.177	1.913	525644.1785
06PR06	2007-01-17	91.04	64.94	11.97	25.47	304.8759	2.1278	312.417	2.1805	583307.7198
06PR06	2007-01-18	91.04	71.96	11.98	28.98	347.1804	2.419	228.5784	1.5927	446354.1848
06PR06	2007-01-19	87.98	71.06	11.98	28.53	341.7894	2.3815	202.7016	1.4124	386207.1963
06PR06	2007-01-20	89.96	71.96	12	28.98	347.76	2.415	216	1.5	419696.64
06PR06	2007-01-21	87.98	71.06	12	28.53	342.36	2.3775	203.04	1.41	387497.7792
06PR06	2007-01-22	91.04	62.06	12.02	24.03	288.8406	1.9992	348.3396	2.411	641036.129
06PR06	2007-01-23	89.06	62.96	12.02	24.48	294.2496	2.0366	313.722	2.1714	573258.0616
06PR06	2007-01-24	89.06	62.96	12.03	24.48	294.4944	2.0349	313.983	2.1696	574212.2988
06PR06	2007-01-25	89.06	66.02	12.05	26.01	313.4205	2.1585	277.632	1.912	518814.8052
06PR06	2007-01-26	87.98	69.08	12.05	27.54	331.857	2.2855	227.745	1.5685	431024.0379
06PR06	2007-01-27	89.96	71.96	12.07	28.98	349.7886	2.401	217.26	1.4913	424607.3821
06PR06	2007-01-28	87.98	69.08	12.07	27.54	332.4078	2.2817	228.123	1.5659	432456.0104
06PR06	2007-01-29	87.08	69.98	12.08	27.99	338.1192	2.3171	206.568	1.4156	391918.3266
06PR06	2007-01-30	87.98	66.02	12.08	26.01	314.2008	2.1531	265.2768	1.8179	493499.7366
06PR06	2007-01-31	87.08	66.92	12.12	26.46	320.6952	2.1832	244.3392	1.6634	456054.23
06PR06	2007-02-01	87.08	69.98	12.12	27.99	339.2388	2.3094	207.252	1.4109	394518.1093
06PR06	2007-02-02	87.98	71.06	12.13	28.53	346.0689	2.352	205.2396	1.3949	395939.0416
06PR06	2007-02-03	87.08	71.06	12.13	28.53	346.0689	2.352	194.3226	1.3207	372757.0344
06PR06	2007-02-04	87.98	69.08	12.17	27.54	335.1618	2.2629	230.013	1.553	439651.4945
06PR06	2007-02-05	89.96	71.96	12.17	28.98	352.6866	2.3813	219.06	1.479	431672.2756
06PR06	2007-02-06	89.06	73.04	12.18	29.52	359.5536	2.4236	195.1236	1.3153	385247.7431
06PR06	2007-02-07	89.96	69.08	12.2	27.54	335.988	2.2574	254.736	1.7115	494261.204
06PR06	2007-02-08	87.98	62.96	12.2	24.48	298.656	2.0066	305.244	2.0508	562097.0582
06PR06	2007-02-09	89.06	71.06	12.22	28.53	348.6366	2.3347	219.96	1.473	430388.3413
06PR06	2007-02-10	89.96	71.96	12.23	28.98	354.4254	2.3696	220.14	1.4718	435939.1914
06PR06	2007-02-11	87.98	71.06	12.25	28.53	349.4925	2.329	207.27	1.3812	403811.7048
06PR06	2007-02-12	87.98	62.06	12.25	24.03	294.3675	1.9616	317.52	2.1159	583598.5848
06PR06	2007-02-13	91.94	68	12.28	27	331.56	2.1987	293.9832	1.9495	577401.5845
06PR06	2007-02-14	89.96	71.96	12.28	28.98	355.8744	2.3599	221.04	1.4658	439510.9847
06PR06	2007-02-15	87.08	68	12.3	27	332.1	2.1951	234.684	1.5512	447655.9751
06PR06	2007-02-16	89.06	69.98	12.32	27.99	344.8368	2.2719	235.0656	1.5487	460581.1429
06PR06	2007-02-17	87.98	71.96	12.33	28.98	357.3234	2.3504	197.5266	1.2993	389534.3463
06PR06	2007-02-18	87.98	69.98	12.33	27.99	345.1167	2.2701	221.94	1.4599	432260.7308
07NC07	2007-05-01	87.08	48.02	14.55	18	261.9	1.2371	568.323	2.6845	1117155.3627
07NC07	2007-05-02	91.04	55.94	14.58	20.97	305.7426	1.4383	511.758	2.4074	1096681.2224
07NC07	2007-05-03	87.98	62.96	14.62	24.48	357.8976	1.6744	365.7924	1.7114	807209.745
07NC07	2007-05-04	71.96	51.98	14.63	11.97	175.1211	0.8182	292.3074	1.3657	530024.1131
07NC07	2007-05-05	66.92	51.98	14.67	9.45	138.6315	0.6442	219.1698	1.0184	382289.7729
07NC07	2007-05-06	69.08	55.94	14.72	12.51	184.1472	0.8499	193.4208	0.8927	355951.2151
07NC07	2007-05-07	66.02	44.06	14.75	8.01	118.1475	0.5431	323.91	1.4888	525926.1888
07NC07	2007-05-08	69.08	46.04	14.78	9.54	141.0012	0.6455	340.5312	1.5589	579404.8468
07NC07	2007-05-09	68	51.98	14.82	9.99	148.0518	0.6741	237.4164	1.081	422150.9555
07NC07	2007-05-10	80.96	62.06	14.85	21.51	319.4235	1.4485	280.665	1.2727	596089.5183
07NC07	2007-05-11	82.04	57.92	14.88	19.98	297.3024	1.3427	358.9056	1.621	747458.5253
07NC07	2007-05-12	86	60.08	14.92	23.04	343.7568	1.5442	386.7264	1.7373	842875.4483
07NC07	2007-05-13	82.94	64.04	14.93	23.49	350.7057	1.5733	282.177	1.2659	619212.4256
07NC07	2007-05-14	69.98	44.96	14.95	9.99	149.3505	0.6682	374.049	1.6736	642748.2213
07NC07	2007-05-15	73.94	46.94	14.98	11.97	179.3106	0.7991	404.46	1.8024	732389.0495
07NC07	2007-05-16	80.06	51.08	15.02	15.57	233.8614	1.0366	435.2796	1.9294	857380.1525
07NC07	2007-05-17	82.04	51.08	15.05	16.56	249.228	1.1003	465.948	2.0571	933506.3163
07NC07	2007-05-18	77	53.96	15.08	15.48	233.4384	1.0265	347.4432	1.5279	686157.515
07NC07	2007-05-19	71.06	44.06	15.1	10.53	159.003	0.6974	407.7	1.7881	708709.8024
07NC07	2007-05-20	71.96	46.04	15.13	10.98	166.1274	0.7257	392.1696	1.7132	700156.0737
07NC07	2007-05-21	82.04	53.06	15.15	17.55	265.8825	1.1584	439.047	1.9129	898626.033
07NC07	2007-05-22	87.08	55.04	15.18	20.52	311.4936	1.3518	486.3672	2.1107	1049279.6481
07NC07	2007-05-23	78.98	55.04	15.2	17.01	258.552	1.1191	363.888	1.575	741277.7004
07NC07	2007-05-24	80.06	51.98	15.23	16.02	243.9846	1.0519	427.6584	1.8437	860007.8705
07NC07	2007-05-25	80.06	53.06	15.27	16.56	252.8712	1.0845	412.29	1.7682	838079.3641
07NC07	2007-05-26	84.02	53.96	15.27	18.99	289.9773	1.2436	459.0162	1.9686	967126.2941
07NC07	2007-05-27	87.08	57.92	15.3	21.96	335.988	1.4353	446.148	1.9059	989779.338
07NC07	2007-05-28	86	57.92	15.32	21.96	336.4272	1.4334	430.1856	1.8329	948496.613
07NC07	2007-05-29	86	59	15.35	22.5	345.375	1.4658	414.45	1.759	922462.0875
07NC07	2007-05-30	91.04	60.98	15.35	23.49	360.5715	1.5303	461.421	1.9583	1076729.1334
07NC07	2007-05-31	87.98	57.92	15.38	21.96	337.7448	1.4278	462.3228	1.9545	1037425.5485
07NC07	2007-06-01	87.08	59	15.4	22.5	346.5	1.461	432.432	1.8234	972812.865
07NC07	2007-06-02	87.08	59	15.4	22.5	346.5	1.461	432.432	1.8234	972812.865
07NC07	2007-06-03	78.98	64.94	15.43	21.96	338.8428	1.4232	216.6372	0.9099	481083.1105
07NC07	2007-06-04	77	62.06	15.45	19.53	301.7385	1.2641	230.823	0.967	495917.9066
07NC07	2007-06-05	87.98	62.96	15.45	24.48	378.216	1.5845	386.559	1.6194	901464.4789
07NC07	2007-06-06	87.08	62.06	15.48	24.03	371.9844	1.5523	387.3096	1.6163	894176.716
07NC07	2007-06-07	82.94	60.08	15.5	21.51	333.405	1.3877	354.33	1.4748	785482.2873
07NC07	2007-06-08	89.96	64.94	15.5	25.47	394.785	1.6432	387.81	1.6142	931112.4195
07NC07	2007-06-09	93.92	71.06	15.52	28.53	442.7856	1.8383	354.7872	1.4729	908428.9358
07NC07	2007-06-10	89.96	69.98	15.52	27.99	434.4048	1.8035	310.0896	1.2874	769725.7393
07NC07	2007-06-11	84.92	60.98	15.53	22.95	356.4135	1.4778	371.7882	1.5415	842407.7418
07NC07	2007-06-12	80.06	60.08	15.53	20.07	311.6871	1.2923	310.2894	1.2865	675305.8447
07NC07	2007-06-13	84.02	60.98	15.55	22.5	349.875	1.4469	358.272	1.4817	807813.792
07NC07	2007-06-14	80.96	60.08	15.55	20.52	319.086	1.3196	324.684	1.3428	712087.8576
07NC07	2007-06-15	69.98	59	15.55	14.49	225.3195	0.9318	170.739	0.7061	342440.7972
07NC07	2007-06-16	73.94	57.02	15.57	15.48	241.0236	0.9942	263.4444	1.0867	537175.5662
07NC07	2007-06-17	80.96	62.96	15.57	21.96	341.9172	1.4104	280.26	1.1561	628016.2489
07NC07	2007-06-18	87.98	60.08	15.57	23.04	358.7328	1.4798	434.403	1.7919	1001426.7164
07NC07	2007-06-19	95	62.96	15.58	24.48	381.3984	1.5712	499.1832	2.0565	1228498.2415
07NC07	2007-06-20	96.08	68	15.58	27	420.66	1.733	437.4864	1.8023	1118375.5334
07NC07	2007-06-21	80.06	60.98	15.58	20.52	319.7016	1.3171	297.2664	1.2246	653214.1386
07NC07	2007-06-22	86	60.98	15.58	23.49	365.9742	1.5077	389.8116	1.6059	892648.4497
07NC07	2007-06-23	91.04	62.06	15.57	24.03	374.1471	1.5434	451.2186	1.8613	1075600.0085
07NC07	2007-06-24	84.92	64.04	15.58	24.48	381.3984	1.5712	325.3104	1.3402	754979.3353
07NC07	2007-06-25	87.98	69.98	15.58	27.99	436.0842	1.7965	280.44	1.1553	690167.5514
07NC07	2007-06-26	91.04	64.04	15.57	25.02	389.5614	1.6069	420.39	1.7341	1015071.8443
07NC07	2007-06-27	93.02	71.06	15.57	28.53	444.2121	1.8324	341.9172	1.4104	873504.6239
07NC07	2007-06-28	89.96	71.06	15.57	28.53	444.2121	1.8324	294.273	1.2139	737766.3648
07NC07	2007-06-29	93.02	73.04	15.55	29.52	459.036	1.8984	310.689	1.2849	802271.3885
07NC07	2007-06-30	89.96	69.98	15.55	27.99	435.2445	1.8	310.689	1.2849	772704.3592
07NC07	2007-07-01	87.98	68	15.53	27	419.31	1.7386	310.2894	1.2865	751635.5477
07NC07	2007-07-02	84.92	60.98	15.53	22.95	356.4135	1.4778	371.7882	1.5415	842407.7418
07NC07	2007-07-03	84.92	60.98	15.5	22.95	355.725	1.4806	371.07	1.5445	839156.2515
07NC07	2007-07-04	82.94	60.08	15.5	21.51	333.405	1.3877	354.33	1.4748	785482.2873
07NC07	2007-07-05	84.92	62.96	15.48	23.94	370.5912	1.5465	339.9408	1.4186	778186.4964
07NC07	2007-07-06	89.06	64.94	15.48	25.47	394.2756	1.6453	373.3776	1.5581	890102.3282
07NC07	2007-07-07	91.94	64.94	15.47	25.47	394.0209	1.6464	417.69	1.7453	1013705.8954
07NC07	2007-07-08	93.92	64.94	15.45	25.47	393.5115	1.6485	447.741	1.8757	1098929.6898
07NC07	2007-07-09	91.04	69.08	15.43	27.54	424.9422	1.7848	338.8428	1.4232	837162.506
07NC07	2007-07-10	93.92	71.06	15.42	28.53	439.9326	1.8502	352.5012	1.4825	896760.0918
07NC07	2007-07-11	93.02	69.98	15.4	27.99	431.046	1.8175	354.816	1.4961	890659.1232
07NC07	2007-07-12	93.02	71.06	15.38	28.53	438.7914	1.855	337.7448	1.4278	852316.0251
07NC07	2007-07-13	87.98	66.92	15.35	26.46	406.161	1.7238	323.271	1.372	768646.3058
07NC07	2007-07-14	80.96	60.98	15.35	20.97	321.8895	1.3661	306.693	1.3016	668216.2678
07NC07	2007-07-15	86	64.94	15.32	25.47	390.2004	1.6625	322.6392	1.3747	746071.1442
07NC07	2007-07-16	87.08	69.98	15.3	27.99	428.247	1.8294	261.63	1.1176	628701.5993
07NC07	2007-07-17	89.06	69.08	15.27	27.54	420.5358	1.8035	305.0946	1.3084	736741.7689
07NC07	2007-07-18	93.92	69.98	15.27	27.99	427.4073	1.833	365.5638	1.5678	914915.8971
07NC07	2007-07-19	89.96	69.98	15.23	27.99	426.2877	1.8378	304.2954	1.3119	741228.9656
07NC07	2007-07-20	93.92	69.98	15.2	27.99	425.448	1.8414	363.888	1.575	906546.8966
07NC07	2007-07-21	84.92	64.94	15.18	24.93	378.4374	1.6423	303.2964	1.3162	689961.3373
07NC07	2007-07-22	82.94	57.02	15.17	19.98	303.0966	1.3171	393.2064	1.7086	834853.1547
07NC07	2007-07-23	84.02	59	15.13	21.51	325.4463	1.4217	378.5526	1.6537	819147.1699
07NC07	2007-07-24	84.92	60.98	15.1	22.95	346.545	1.5199	361.494	1.5854	796403.8165
07NC07	2007-07-25	87.08	62.96	15.08	24.48	369.1584	1.6233	363.7296	1.5995	822975.7569
07NC07	2007-07-26	87.08	64.94	15.05	25.47	383.3235	1.6924	333.207	1.4711	762344.6285
07NC07	2007-07-27	89.06	66.92	15.03	26.46	397.6938	1.7605	332.7642	1.4731	780125.5355
07NC07	2007-07-28	91.04	66.92	15	26.46	396.9	1.764	361.8	1.608	857248.92
07NC07	2007-07-29	89.96	66.02	14.97	26.01	389.3697	1.7375	358.3818	1.5992	836828.8857
07NC07	2007-07-30	89.96	71.06	14.93	28.53	425.9529	1.9109	282.177	1.2659	678361.5783
07NC07	2007-07-31	87.08	69.98	14.9	27.99	417.051	1.8785	254.79	1.1477	596258.0293
07NC07	2007-08-01	89.06	66.92	14.87	26.46	393.4602	1.7794	329.2218	1.4889	763604.4833
07NC07	2007-08-02	91.04	68	14.85	27	400.95	1.8182	342.144	1.5515	808056.5391
07NC07	2007-08-03	91.94	66.92	14.82	26.46	392.1372	1.7854	370.7964	1.6883	872967.8927
07NC07	2007-08-04	91.94	69.08	14.78	27.54	407.0412	1.8633	337.8708	1.5467	804090.4729
07NC07	2007-08-05	93.92	69.98	14.75	27.99	412.8525	1.8976	353.115	1.6231	853664.3404
07NC07	2007-08-06	96.98	75.02	14.72	30.51	449.1072	2.0727	323.2512	1.4918	818420.3182
07NC07	2007-08-07	96.98	73.94	14.68	29.97	439.9596	2.0416	338.2272	1.5695	848647.7616
07NC07	2007-08-08	98.96	73.94	14.65	29.97	439.0605	2.0457	366.543	1.7078	928447.9209
08MO07	2007-05-19	77	44.96	15.42	13.5	208.17	0.8755	494.0568	2.0778	929134.6802
08MO07	2007-05-20	80.06	51.98	15.45	16.02	247.509	1.0369	433.836	1.8175	885033.249
08MO07	2007-05-21	82.04	53.96	15.48	18	278.64	1.1628	434.6784	1.814	915119.742
08MO07	2007-05-22	80.06	62.96	15.52	21.51	333.8352	1.386	265.392	1.1018	589082.7668
08MO07	2007-05-23	84.92	64.94	15.53	24.93	387.1629	1.6053	310.2894	1.2865	722144.5261
08MO07	2007-05-24	78.98	62.06	15.57	20.52	319.4964	1.3179	263.4444	1.0867	578522.0056
08MO07	2007-05-25	68	57.92	15.6	12.96	202.176	0.8308	157.248	0.6462	308890.4233
08MO07	2007-05-26	80.06	62.96	15.62	21.51	335.9862	1.3771	267.102	1.0948	596698.496
08MO07	2007-05-27	80.06	62.06	15.65	21.06	329.589	1.3457	281.7	1.1502	626550.9426
08MO07	2007-05-28	82.94	64.94	15.67	23.94	375.1398	1.5278	282.06	1.1487	653611.884
08MO07	2007-05-29	84.92	64.94	15.68	24.93	390.9024	1.5899	313.2864	1.2742	736161.8865
08MO07	2007-05-30	80.06	66.92	15.72	23.49	369.2628	1.4943	206.5608	0.8359	477264.0164
08MO07	2007-05-31	80.06	66.02	15.73	23.04	362.4192	1.4647	220.8492	0.8926	507475.7724
08MO07	2007-06-01	82.94	64.94	15.77	23.94	377.5338	1.5181	283.86	1.1414	661980.7089
08MO07	2007-06-02	77	62.96	15.77	19.98	315.0846	1.267	221.4108	0.8903	488691.0983
08MO07	2007-06-03	73.04	59	15.8	16.02	253.116	1.0139	221.832	0.8886	462793.017
08MO07	2007-06-04	80.96	60.08	15.82	20.52	324.6264	1.2971	330.3216	1.3198	737030.9949
08MO07	2007-06-05	78.98	57.92	15.82	18.45	291.879	1.1662	333.1692	1.3312	721563.8603
08MO07	2007-06-06	89.06	57.92	15.85	21.96	348.066	1.3855	493.569	1.9647	1149834.6302
08MO07	2007-06-07	87.08	75.02	15.87	30.51	484.1937	1.9225	191.3922	0.7599	492361.6021
08MO07	2007-06-08	78.98	55.94	15.87	17.46	277.0902	1.1002	365.6448	1.4518	782911.4791
08MO07	2007-06-09	80.06	55.04	15.88	17.55	278.694	1.1052	397.3176	1.5756	852400.4112
08MO07	2007-06-10	73.04	64.94	15.9	18.99	301.941	1.1943	128.79	0.5094	282550.0628
08MO07	2007-06-11	82.94	64.94	15.92	23.94	381.1248	1.5038	286.56	1.1307	674633.7654
08MO07	2007-06-12	84.92	66.02	15.92	25.47	405.4824	1.5999	300.888	1.1872	723023.2727
08MO07	2007-06-13	84.92	62.96	15.93	23.94	381.3642	1.5028	349.8228	1.3785	824087.5049
08MO07	2007-06-14	87.08	62.06	15.93	24.03	382.7979	1.5085	398.5686	1.5706	946919.3596
08MO07	2007-06-15	91.04	66.92	15.95	26.46	422.037	1.6589	384.714	1.5122	969272.3039
08MO07	2007-06-16	91.94	66.02	15.95	26.01	414.8595	1.6307	413.424	1.6251	1041606.0579
08MO07	2007-06-17	89.06	69.08	15.97	27.54	439.8138	1.7245	319.0806	1.2511	805836.7152
08MO07	2007-06-18	82.94	69.08	15.97	26.01	415.3797	1.6287	221.3442	0.8679	537370.4622
08MO07	2007-06-19	86	66.92	15.97	26.46	422.5662	1.6569	304.7076	1.1947	744136.3025
08MO07	2007-06-20	78.98	62.06	15.97	20.52	327.7044	1.2849	270.2124	1.0595	608628.7876
08MO07	2007-06-21	89.96	62.96	15.97	24.48	390.9456	1.5329	431.19	1.6907	1053023.0696
08MO07	2007-06-22	89.06	69.08	15.97	27.54	439.8138	1.7245	319.0806	1.2511	805836.7152
08MO07	2007-06-23	82.94	66.92	15.97	24.93	398.1321	1.5611	255.8394	1.0031	612291.277
08MO07	2007-06-24	89.06	68	15.97	27	431.19	1.6907	336.3282	1.3187	843594.6023
08MO07	2007-06-25	89.96	68	15.95	27	430.65	1.6928	350.262	1.3768	882471.799
08MO07	2007-06-26	91.94	71.06	15.95	28.53	455.0535	1.7887	333.036	1.3091	865843.6446
08MO07	2007-06-27	87.98	68	15.95	27	430.65	1.6928	318.681	1.2527	792840.405
08MO07	2007-06-28	78.98	66.92	15.93	22.95	365.5935	1.4407	192.1158	0.7571	446513.0449
08MO07	2007-06-29	71.06	64.04	15.93	17.55	279.5715	1.1017	111.8286	0.4407	240671.1387
08MO07	2007-06-30	68	62.96	15.92	15.48	246.4416	0.9724	80.2368	0.3166	167284.3563
08MO07	2007-07-01	78.98	64.94	15.92	21.96	349.6032	1.3794	223.5168	0.8819	512123.1227
08MO07	2007-07-02	82.94	60.98	15.9	21.96	349.164	1.3811	349.164	1.3811	799001.7578
08MO07	2007-07-03	84.92	62.06	15.9	23.49	373.491	1.4774	363.474	1.4377	849432.1955
08MO07	2007-07-04	89.06	69.98	15.87	27.99	444.2013	1.7637	302.7996	1.2023	764255.5319
08MO07	2007-07-05	89.96	68	15.87	27	428.49	1.7013	348.5052	1.3837	873641.6177
08MO07	2007-07-06	89.96	66.92	15.85	26.46	419.391	1.6694	365.184	1.4536	908047.5448
08MO07	2007-07-07	89.06	68	15.83	27	427.41	1.7056	333.3798	1.3304	828868.7949
08MO07	2007-07-08	89.96	66.92	15.82	26.46	418.5972	1.6726	364.4928	1.4564	904613.3939
08MO07	2007-07-09	91.04	71.96	15.8	28.98	457.884	1.8342	301.464	1.2076	776390.3856
08MO07	2007-07-10	86	69.08	15.77	27.54	434.3058	1.7464	266.8284	1.0729	652558.6302
08MO07	2007-07-11	80.06	62.06	15.77	21.06	332.1162	1.3354	283.86	1.1414	636196.2291
08MO07	2007-07-12	82.94	64.94	15.73	23.94	376.5762	1.5219	283.14	1.1443	658626.7905
08MO07	2007-07-13	84.02	64.04	15.72	24.03	377.7516	1.5286	314.0856	1.271	731035.2391
08MO07	2007-07-14	87.98	62.96	15.68	24.48	383.8464	1.5612	392.3136	1.5957	928503.9758
08MO07	2007-07-15	89.06	68	15.67	27	423.09	1.723	330.0102	1.344	812198.0695
08MO07	2007-07-16	91.04	66.92	15.65	26.46	414.099	1.6907	377.478	1.5412	933153.5494
08MO07	2007-07-17	89.96	71.96	15.62	28.98	452.6676	1.8553	281.16	1.1524	711107.1729
08MO07	2007-07-18	91.94	73.04	15.6	29.52	460.512	1.8923	294.84	1.2115	758826.1699
08MO07	2007-07-19	84.02	66.92	15.57	25.47	396.5679	1.6358	266.247	1.0983	625716.6063
08MO07	2007-07-20	80.96	64.04	15.53	22.5	349.425	1.4488	262.7676	1.0895	591713.2201
08MO07	2007-07-21	80.96	59	15.5	19.98	309.69	1.289	340.38	1.4168	738413.5644
08MO07	2007-07-22	82.04	57.92	15.48	19.98	309.2904	1.2907	373.3776	1.5581	808952.7393
08MO07	2007-07-23	84.02	57.02	15.47	20.52	317.4444	1.3264	417.69	1.7453	911353.1329
08MO07	2007-07-24	87.08	62.06	15.43	24.03	370.7829	1.5574	386.0586	1.6215	888409.7093
08MO07	2007-07-25	87.98	64.04	15.4	25.02	385.308	1.6247	368.676	1.5545	863110.333
08MO07	2007-07-26	89.06	66.02	15.37	26.01	399.7737	1.6923	354.1248	1.499	844084.6491
08MO07	2007-07-27	93.92	75.02	15.33	30.51	467.7183	1.9902	289.737	1.2329	750375.4274
08MO07	2007-07-28	89.96	71.06	15.3	28.53	436.509	1.8647	289.17	1.2353	712400.947
08MO07	2007-07-29	87.08	69.08	15.27	27.54	420.5358	1.8035	274.86	1.1788	655421.0412
08MO07	2007-07-30	87.08	68	15.23	27	411.21	1.7728	290.5884	1.2528	686331.5594
08MO07	2007-07-31	89.96	66.02	15.2	26.01	395.352	1.7112	363.888	1.575	862740.6036
08MO07	2007-08-01	93.02	66.92	15.17	26.46	401.3982	1.7442	395.937	1.7205	960657.9045
08MO07	2007-08-02	93.92	69.08	15.13	27.54	416.6802	1.8202	375.8292	1.6418	926866.2147
08MO07	2007-08-03	93.02	73.04	15.1	29.52	445.752	1.955	301.698	1.3232	756509.5452
08MO07	2007-08-04	96.08	71.06	15.05	28.53	429.3765	1.8957	376.551	1.6625	947197.8488
08MO07	2007-08-05	96.08	75.92	15.02	30.96	465.0192	2.0613	302.8032	1.3422	782273.899
08MO07	2007-08-06	98.96	77	14.98	31.5	471.87	2.1028	328.9608	1.466	867101.4567
08MO07	2007-08-07	100.04	77	14.95	31.5	470.925	2.107	344.448	1.5411	911667.0551
08MO07	2007-08-08	98.96	73.94	14.92	29.97	447.1524	2.0087	373.2984	1.6769	962985.9369
08MO07	2007-08-09	96.08	69.08	14.87	27.54	409.5198	1.8521	401.49	1.8157	986031.0145
08MO07	2007-08-10	98.96	69.08	14.83	27.54	408.4182	1.857	443.1204	2.0148	1104270.7484
08MO07	2007-08-11	102.92	71.96	14.8	28.98	428.904	1.9581	458.208	2.0919	1185944.9426
08MO07	2007-08-12	102.02	73.94	14.75	29.97	442.0575	2.0319	414.18	1.9037	1074966.9138
08MO07	2007-08-13	96.98	69.08	14.72	27.54	405.3888	1.8709	410.688	1.8954	1003887.0614
08MO07	2007-08-14	104	71.06	14.68	28.53	418.8204	1.9435	483.5592	2.2439	1242689.5037
08MO07	2007-08-15	105.08	73.94	14.63	29.97	438.4611	2.0485	455.5782	2.1285	1193187.825
08MO07	2007-08-16	102.92	71.96	14.6	28.98	423.108	1.9849	452.016	2.1205	1154108.948
08MO07	2007-08-17	93.92	71.96	14.57	28.98	422.2386	1.989	319.9572	1.5072	773295.4699
08MO07	2007-08-18	95	73.94	14.52	29.97	435.1644	2.064	305.7912	1.4504	750108.5046
08MO07	2007-08-19	91.94	73.04	14.48	29.52	427.4496	2.0387	273.672	1.3052	653777.887
08MO07	2007-08-20	87.08	69.98	14.43	27.99	403.8957	1.9397	246.753	1.185	559235.0278
08MO07	2007-08-21	93.92	75.92	14.4	30.96	445.824	2.15	259.2	1.25	633924.4032
08MO07	2007-08-22	96.08	71.96	14.35	28.98	415.863	2.0195	346.122	1.6808	834629.5916
08MO07	2007-08-23	96.98	71.96	14.32	28.98	414.9936	2.0237	358.2864	1.7472	866773.9112
