line_code,NEH4,ONH2,TXH1-Late,ARH1,COH1,NEH3,GAH2,GAH1,NYH1,NCH1,TXH2,ARH2,MNH1,MOH1,IAH2,OHH1,MIH1,NYH3,TXH1-Dry,TXH1-Early,NYH2,ILH1,DEH1,IAH4,ONH1,WIH2,IAH1,WIH1,INH1,IAH3
LH145/3IIH6,NA,62.405,NA,66.12,85.2575,NA,NA,NA,117.0775,NA,NA,134.02,123.455,NA,127.3125,95.76,92.8825,NA,NA,NA,178.9325,151.315,NA,158.2225,153.455,135.72008745,130.295,170.5176669,128.65,158.4
LH145/LH162,NA,45.86,NA,NA,76.92,NA,NA,NA,99.95,NA,NA,NA,123.59,NA,123.295,NA,115.72,NA,NA,NA,118.53,NA,NA,143.26,127.48,118.919042705,NA,86.73169908,NA,NA
LH145/PHR25,NA,60.24,NA,NA,86.9475,NA,NA,NA,102.805,NA,NA,NA,128.335,NA,155.72,NA,136.215,NA,NA,NA,161.595,NA,NA,144.095,166.605,154.0723694,NA,179.18556465,NA,NA
LH149/3IIH6,NA,NA,NA,73.255,NA,NA,NA,NA,126.83,NA,NA,137.23,NA,124.23,152.215,155.65,165.97,NA,NA,NA,190.78,174.345,155.925,183.08,NA,156.6628136,163.875,184.48888505,178.255,196.095
LH185/LH145,NA,67.645,NA,NA,139.72,NA,NA,NA,174.245,NA,NA,NA,NA,NA,151.67,NA,181.58,NA,NA,NA,206.745,NA,NA,169.04,221.64,NA,NA,NA,NA,NA
LH185/PHRE1,NA,72,NA,NA,112.32,NA,NA,NA,145.2,NA,NA,NA,137.555,NA,151.86,NA,164.595,NA,NA,NA,151.475,NA,NA,174.37,198.08,137.84356635,NA,204.50111155,NA,NA
LH185/S8324,NA,75.815,NA,NA,138.303333333333,NA,NA,NA,107.08,NA,NA,NA,150.655,NA,181.04,NA,182.925,NA,NA,NA,206.365,NA,NA,165.115,222.435,190.17933475,NA,178.9701581,NA,NA
LH195/3IIH6,NA,NA,NA,116.415,NA,NA,NA,NA,148.215,NA,NA,137.43,NA,NA,NA,177.48,185.81,NA,NA,NA,179.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH195/CGR01,NA,73.6,NA,NA,130.245,NA,NA,NA,151.14,NA,NA,NA,197.64,NA,172.36,NA,192.615,NA,NA,NA,163.97,NA,NA,198.24,218.125,199.1564087,NA,205.91175695,NA,NA
LH195/LH123HT,40.51,NA,118.18,125.105,82.53,100.48,NA,168.365,NA,135.875,160.5175,130.96,NA,180.99,211.61,NA,NA,151.03,224.765,203.8,NA,195.41,221.605,249.75,NA,234.7333098,251.8075,242.3252206,210.745,232.7775
LH195/LH185,42.94,NA,111.73,114.89,100.846666666667,77.165,NA,144.07,NA,138.06,158.68,188.685,NA,232.175,181.76,230.2,NA,183.405,173.06,170.27,NA,192.095,231.75,233.125,NA,222.98394295,238.3925,232.0176302,235.28,257.1675
LH195/LH210,NA,NA,123.7,82.19,NA,NA,NA,185.705,NA,187.72,191.535,139.93,NA,NA,NA,NA,NA,NA,208.555,217.845,NA,NA,NA,NA,NA,NA,231.92,NA,NA,248.55
LH195/LH38,56.855,NA,NA,NA,99.1125,110.03,NA,NA,NA,NA,NA,NA,NA,178.3,185.325,149.935,NA,194.965,NA,NA,NA,179.24,179.925,186.255,NA,209.55145055,210.2,179.5598901,204.135,203.32
LH195/LH51,38.87,NA,NA,NA,98.6875,119.785,NA,NA,NA,NA,NA,NA,NA,156.305,151.125,124.95,NA,162.115,NA,NA,NA,165.43,233.73,198.64,NA,202.95468635,221.795,198.2220178,215.145,200.54
LH195/LH82,39.415,NA,93.74,90.91,110.9525,114.915,NA,145.96,NA,133.27,137.48,126.68,NA,150.065,172.26,188.165,169.81,145.7,168.64,178.385,133.935,188.085,153.6,174.0325,129.595,174.24736435,200.725,219.3119886,194.7675,213.1075
LH195/PHG29,39.985,NA,NA,NA,115.77,144.22,NA,NA,NA,NA,NA,NA,NA,138.48,168.32,175.225,NA,175.49,NA,NA,NA,162.475,171.49,197.295,NA,197.3470854,185.17,202.90711115,211.205,224.795
LH195/PHG47,57.02,NA,NA,NA,109.84,147.295,NA,NA,NA,NA,NA,NA,NA,155.165,200.585,89.315,NA,196.44,NA,NA,NA,164.04,149.415,210.26,NA,194.9734704,202.1,181.39846155,214.455,236.735
LH195/PHG83,49.565,NA,NA,NA,64.4833333333333,44.91,NA,NA,NA,NA,NA,NA,NA,95.34,119.385,118.785,NA,125.975,NA,NA,NA,200.07,140.055,156.355,NA,142.85227175,146.05,119.3289763,113.87,149.415
LH195/PHJ65,NA,NA,98.81,128.015,NA,NA,NA,121.84,NA,183.305,210.89,141.925,NA,NA,NA,NA,NA,NA,186.67,211.3,NA,NA,NA,NA,NA,NA,198.48,NA,NA,231.145
LH195/PHK56,61.71,NA,NA,NA,86.1575,136.545,NA,NA,NA,NA,NA,NA,NA,184.155,158.13,186.64,NA,175.535,NA,NA,NA,201.965,180.175,235.075,NA,202.67936095,231.62,225.44915175,217.055,219.445
LH195/PHM49,NA,NA,87.43,85.505,NA,NA,NA,147.505,NA,111.275,150.365,126.665,NA,NA,NA,NA,NA,NA,182.525,184.64,NA,NA,NA,NA,NA,NA,209.32,NA,NA,223.805
LH195/PHN37,NA,72.645,108.64,90.935,113.59,NA,NA,166.225,135.975,165.255,163.305,153.825,159.68,182.3475,148.7575,190.1175,188.81,191.93,180.165,177.335,NA,162.615,184.685,161.94,205.495,203.395583675,204.71,211.692566175,221.9225,203.6775
LH195/PHN47,NA,NA,137.41,133.635,NA,NA,NA,190.975,NA,149.23,177.29,123.19,NA,NA,NA,NA,NA,NA,192.14,210.79,NA,NA,NA,NA,NA,NA,215.1,NA,NA,230.62
LH195/PHN82,57.835,NA,108.4,86.8,94.185,87.405,NA,217.17,NA,163.92,157.99,119.615,NA,143.64,191.605,172.145,NA,181.745,188.05,192.82,NA,169.48,180.73,207.21,NA,190.90924005,204.885,204.22557695,213.13,228.9825
LH195/PHP60,NA,NA,83.87,39.215,NA,NA,NA,197.75,NA,144.955,142.73,134.39,NA,NA,NA,NA,NA,NA,210.565,203.365,NA,NA,NA,NA,NA,NA,223.89,NA,NA,262.655
LH195/PHR03,NA,NA,105.39,82.525,NA,NA,NA,192.595,NA,168.185,164.98,150.765,NA,NA,NA,NA,NA,NA,202.945,218.29,NA,NA,NA,NA,NA,NA,232.385,NA,NA,266.535
LH195/PHW30,NA,NA,85.605,73.31,NA,NA,NA,174.19,NA,148.06,165.705,131.25,NA,NA,NA,NA,NA,NA,154.785,178.955,NA,NA,NA,NA,NA,NA,220.55,NA,NA,256.69
LH195/PHW53,NA,NA,97.695,82.06,NA,NA,NA,145.12,NA,119.545,133.825,139.68,NA,NA,NA,NA,NA,NA,182.08,189.57,NA,NA,NA,NA,NA,NA,200.135,NA,NA,186.325
LH195/PHZ51,45.075,74.455,89.47,85.435,92.735,116.21,NA,178.5125,NA,138.82,135.518333333333,163.335,NA,159.675,186.79,184.445,NA,155.07,167.885,181.6675,NA,128.97,158.0525,177.5425,NA,194.31231275,206.966666666667,189.71270415,195.635,215.118333333333
LH195/Q381,49.895,NA,83.8,92.95,87.5666666666667,111.025,NA,125.81,NA,120.685,101.315,127.695,NA,176.635,167.49,167.09,NA,200.435,135.45,147.385,NA,162.75,174.065,173.075,NA,186.51457735,178.045,172.70662975,198.84,196.075
LH198/3IIH6,NA,NA,NA,103.04,NA,NA,NA,NA,113.605,NA,NA,145.1,NA,153.79,183.125,187.56,161.88,NA,NA,NA,180.115,163.025,197.81,197.145,NA,187.11259425,195.12,189.84936265,228.105,215.28
LH198/CGR01,NA,75.55,NA,NA,112.7675,NA,NA,NA,90.6,NA,NA,NA,162.005,NA,151.79,NA,205.015,NA,NA,NA,166.66,NA,NA,167.325,248.99,219.76556425,NA,194.13774475,NA,NA
LH198/LH123HT,46.66,NA,NA,NA,85.1175,97.575,NA,NA,NA,NA,NA,NA,NA,157.135,165.31,102.96,NA,132.985,NA,NA,NA,147.775,200.85,200.355,NA,179.3656978,176.42,174.2897092,224.12,214.115
LH198/LH185,46.995,NA,NA,NA,127.2875,99.25,NA,NA,NA,NA,NA,NA,NA,174.05,208.88,109.41,NA,214.44,NA,NA,NA,161.39,238.745,234.49,NA,259.87876585,237.985,255.8814421,215.255,235.995
LH198/LH38,45.27,NA,NA,NA,108.635,115.685,NA,NA,NA,NA,NA,NA,NA,141.625,176.33,106.95,NA,152.57,NA,NA,NA,177.94,202.62,203.48,NA,200.36754775,207.33,211.08264495,223.96,235.12
LH198/LH51,37.685,NA,NA,NA,96.67,91.78,NA,NA,NA,NA,NA,NA,NA,204.805,174.16,171.675,NA,192.27,NA,NA,NA,205.46,226.155,191.24,NA,237.3640486,205,199.80748225,214.565,215.555
LH198/LH82,54.535,NA,NA,NA,124.86,78.975,NA,NA,NA,NA,NA,NA,NA,118.63,188.925,109.285,NA,210.205,NA,NA,NA,200.63,194.11,193.855,NA,208.247295,207.925,203.41767665,205.14,214.415
LH198/PHG29,47.66,NA,NA,NA,131.985,138.88,NA,NA,NA,NA,NA,NA,NA,151.01,159.98,198.445,NA,160.63,NA,NA,NA,182.195,196.175,213.91,NA,197.36984785,201.165,213.1713525,206.68,217.75
LH198/PHG47,44.875,NA,NA,NA,121.73,81.945,NA,NA,NA,NA,NA,NA,NA,220.11,168.7,194.315,NA,212.06,NA,NA,NA,198.26,154.44,188.66,NA,209.5125786,181.715,217.3459641,205.595,204.395
LH198/PHG83,41.865,NA,NA,NA,58.8475,47.88,NA,NA,NA,NA,NA,NA,NA,72.485,130.245,111.52,NA,88.59,NA,NA,NA,181.43,116.575,132.84,NA,133.4088601,139.55,129.525265,125.305,119.385
LH198/PHK56,53.72,NA,NA,NA,121.9275,133.65,NA,NA,NA,NA,NA,NA,NA,167.035,210.01,194.915,NA,149.59,NA,NA,NA,154.115,198.555,229.84,NA,220.24382715,222.455,231.6110858,222.015,212.765
LH198/PHN37,41.93,NA,96.095,NA,110.4,125.8,NA,114.09,NA,129.195,139.52,NA,NA,183.145,138.595,187.505,NA,185.105,156.035,161.58,NA,188.24,221.485,162.815,NA,237.4439683,173.175,204.69070115,209.855,198.005
LH198/PHN82,53.965,NA,NA,NA,108.245,133.945,NA,NA,NA,NA,NA,NA,NA,178.595,194.715,183.585,NA,178.445,NA,NA,NA,185.915,202.175,224.765,NA,212.207295,209.945,235.8125604,242.09,254.245
LH198/PHZ51,NA,72.465,75.63,69.615,100.811428571429,NA,120.75,122.445,118.105,134.64,126.7,177.02,178.36,148.3225,181.725,189.21,168.465,191.45,138.79,169.695,135.33,186.53,186.4925,187.956666666667,156.98,191.458426475,179.65,194.121405125,208.1375,218.3025
LH198/Q381,48.505,NA,NA,NA,120.0875,114.595,NA,NA,NA,NA,NA,NA,NA,157.965,195.28,196.635,NA,160.435,NA,NA,NA,168.58,202.085,193.525,NA,201.9901268,206.275,210.759284,191.91,210.345
LH205/3IIH6,NA,NA,NA,58.575,NA,NA,NA,NA,140.84,NA,NA,159.485,NA,136.505,172.5,174.535,179.86,NA,NA,NA,175.76,146.495,178.475,186.4,NA,173.58294295,176.02,178.2589983,183.415,192.33
LH209/3IIH6,NA,NA,NA,49.62,NA,NA,NA,NA,114.83,NA,NA,173.025,NA,126.32,173.05,150.45,172.28,NA,NA,NA,188.415,187.4,158.24,172.045,NA,166.06208115,172.985,161.1050934,139.045,179.41
LH212HT/LH195,NA,NA,116.615,105.555,NA,NA,NA,131.765,NA,133.1,159.38,128.235,NA,NA,194.305,220.975,205.92,NA,179.775,201.24,171.13,147.87,206.03,211.08,176.02,NA,230.43,NA,227.3,185.64
LH216/LH195,NA,80.65,112.95,110.77,83.5225,NA,147.49,200.84,126.845,185.395,178.64,147.4,128.915,152.515,208.535,199.82,192.325,NA,165.54,208.915,174.6,140.535,260.655,156.8,200.39,199.17042605,248.63,204.50872695,238.365,214.065
LH220HT/3IIH6,NA,NA,NA,98.935,NA,NA,NA,NA,125.645,NA,NA,192.015,NA,136.245,143.065,182.445,133.25,NA,NA,NA,188.74,212.595,130.775,161.265,NA,148.57770205,152.8,171.8549201,184.065,201.085
LH74/PHM49,NA,73.69,NA,NA,119.816666666667,NA,140.51,NA,NA,NA,NA,NA,NA,NA,NA,182.005,NA,125.425,NA,NA,NA,208.785,166.6,NA,203.24,NA,NA,NA,200.59,NA
LH74/PHN82,61.515,NA,104.1,111.495,NA,123.865,NA,85.035,109.89,133.27,175.4,156.9,NA,NA,188.915,171.975,177.34,NA,178.37,183.55,178.84,188.55,NA,NA,165.54,NA,188.845,NA,NA,245.98
LH82/LH145,NA,48.4,NA,NA,115.7025,NA,NA,NA,135.375,NA,NA,NA,163.495,NA,120.095,NA,83.495,NA,NA,NA,148.575,NA,NA,152.98,169.545,154.66268725,NA,150.1206961,NA,NA
LH82/PHB47,NA,73.85,NA,NA,103.28,NA,NA,NA,160.1,NA,NA,NA,158.25,NA,154.125,NA,170.93,NA,NA,NA,174.135,NA,NA,190.295,150.455,192.30063775,NA,204.4772612,NA,NA
LH82/S8324,NA,64.27,NA,NA,125.9175,NA,NA,NA,136.52,NA,NA,NA,140.92,NA,165.39,NA,169.35,NA,NA,NA,172.54,NA,NA,172.695,177.26,168.27539645,NA,197.8030042,NA,NA
MBNIL B004/LH185,NA,71.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.815,NA,NA,NA,NA,154.695,NA,NA,NA,NA,NA,NA,217.405,200.43893155,NA,NA,NA,NA
MBNIL B004/PHZ51,NA,67.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.665,149.22,113.405,NA,NA,171.87,NA,NA,NA,NA,NA,174.85,144.915,181.4248225,NA,NA,NA,208.625
MBNIL B015/3IIH6,NA,69.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.87,125.725,149,NA,NA,177.75,NA,NA,NA,NA,NA,188.47,187.77,175.4659514,NA,NA,NA,221.33
MBNIL B015/LH185,NA,86.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.845,NA,NA,NA,NA,169.235,NA,NA,NA,NA,NA,NA,194.32,196.94782165,NA,NA,NA,NA
MBNIL B015/PHZ51,NA,64.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.345,126.275,156.035,NA,NA,117.11,NA,NA,NA,NA,NA,160.16,156.335,153.89064625,NA,NA,NA,243.3
MBNIL B040/3IIH6,NA,59.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.93,149.865,140.85,NA,NA,157.61,NA,NA,NA,NA,NA,157.485,126.495,153.53448055,NA,NA,NA,177.54
MBNIL B040/PHZ51,NA,70.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.145,110.82,144.81,NA,NA,190.785,NA,NA,NA,NA,NA,150.175,114.87,181.2012984,NA,NA,NA,221.47
MBNIL B043/3IIH6,NA,69.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.34,149.15,127.135,NA,NA,160.05,NA,NA,NA,NA,NA,170.72,201.43,199.18687025,NA,NA,NA,236.515
MBNIL B043/PHZ51,NA,63.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.19,168.23,156.315,NA,NA,175.06,NA,NA,NA,NA,NA,167.415,173.62,177.7957988,NA,NA,NA,210.325
MBNIL B044/PHZ51,NA,60.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.955,109.27,146.12,NA,NA,161.375,NA,NA,NA,NA,NA,184.49,156.955,165.26874215,NA,NA,NA,243.615
MBNIL B049/PHZ51,NA,53.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.805,152.91,157.12,NA,NA,107.8,NA,NA,NA,NA,NA,207.975,184.315,152.9110651,NA,NA,NA,222.955
MBNIL B055/3IIH6,NA,69.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.06,NA,NA,NA,NA,108.92,NA,NA,NA,NA,NA,NA,193.365,174.3803825,NA,NA,NA,NA
MBNIL B055/LH185,NA,77.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.63,152.085,123.855,NA,NA,180.43,NA,NA,NA,NA,NA,136.605,185.77,198.8307464,NA,NA,NA,220.545
MBNIL B055/PHZ51,NA,68.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.99,125.915,131.06,NA,NA,115.765,NA,NA,NA,NA,NA,162.71,188.995,163.08354525,NA,NA,NA,235.535
MBNIL B057/3IIH6,NA,79.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.43,NA,NA,NA,NA,143.84,NA,NA,NA,NA,NA,NA,181.73,151.54263905,NA,NA,NA,NA
MBNIL B057/PHZ51,NA,63.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.815,146.025,109.47,NA,NA,83.09,NA,NA,NA,NA,NA,181.285,147.875,167.85320285,NA,NA,NA,244.26
MBNIL B065/3IIH6,NA,68.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.225,106.9,157.5,NA,NA,160.785,NA,NA,NA,NA,NA,198.835,199.815,159.91311835,NA,NA,NA,197.705
MBNIL B065/PHZ51,NA,73.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.045,157.855,158.65,NA,NA,149.195,NA,NA,NA,NA,NA,177.85,174.505,143.5793318,NA,NA,NA,228.73
MBNIL B078/3IIH6,NA,66.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.45,152.345,119.17,NA,NA,124.84,NA,NA,NA,NA,NA,170.17,179.715,165.3751065,NA,NA,NA,214.85
MBNIL B078/PHZ51,NA,60.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.83,137.385,125.48,NA,NA,110.095,NA,NA,NA,NA,NA,169.155,117.38,154.0045841,NA,NA,NA,222.95
MBNIL B102/3IIH6,NA,73.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.4,NA,NA,NA,NA,134.555,NA,NA,NA,NA,NA,NA,221.825,163.97337365,NA,NA,NA,NA
MBNIL B102/LH185,NA,62.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.59,NA,NA,NA,NA,174.91,NA,NA,NA,NA,NA,NA,194.13,164.3195389,NA,NA,NA,NA
MBNIL B102/PHZ51,NA,75.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.66,154.83,135.085,NA,NA,176.36,NA,NA,NA,NA,NA,203.315,162.06,169.49469485,NA,NA,NA,226.32
MBNIL B107/3IIH6,NA,75.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.335,136.355,130.445,NA,NA,163.195,NA,NA,NA,NA,NA,193.445,176.66,181.3485013,NA,NA,NA,237.225
MBNIL B107/PHZ51,NA,62.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.46,109.87,126.395,NA,NA,158.41,NA,NA,NA,NA,NA,169.48,158,193.6701517,NA,NA,NA,240.23
MBNIL B111/3IIH6,NA,77.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.485,155.715,158.435,NA,NA,165.905,NA,NA,NA,NA,NA,188.23,200.96,217.3485165,NA,NA,NA,209.93
MBNIL B111/PHZ51,NA,56.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.395,121.255,144.745,NA,NA,175.01,NA,NA,NA,NA,NA,169.685,186.64,146.2347997,NA,NA,NA,214.7
MBNIL B122/3IIH6,NA,66.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.035,102.265,137.93,NA,NA,93.375,NA,NA,NA,NA,NA,187.59,126.73,153.81005705,NA,NA,NA,214.445
MBNIL B122/PHZ51,NA,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.435,131.89,152.005,NA,NA,128.94,NA,NA,NA,NA,NA,176.4,155.99,203.33959805,NA,NA,NA,247.855
MBNIL B123/3IIH6,NA,78.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.3,NA,NA,NA,NA,145.455,NA,NA,NA,NA,NA,NA,212.68,195.63705495,NA,NA,NA,NA
MBNIL B123/PHZ51,NA,67.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.275,117.355,159.1,NA,NA,169.14,NA,NA,NA,NA,NA,180.52,175.06,144.3814159,NA,NA,NA,216.18
MBNIL B136/PHZ51,NA,54.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.19,135.67,131.87,NA,NA,170.165,NA,NA,NA,NA,NA,171.01,164.99,171.3610917,NA,NA,NA,228.76
MBNIL B144/3IIH6,NA,64.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.245,NA,NA,NA,NA,148.9,NA,NA,NA,NA,NA,NA,196.22,170.3790837,NA,NA,NA,NA
MBNIL B144/LH185,NA,71.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.24,NA,NA,NA,NA,177.73,NA,NA,NA,NA,NA,NA,191.67,186.62613015,NA,NA,NA,NA
MBNIL B154/3IIH6,NA,75.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.385,179.24,136.07,NA,NA,192.66,NA,NA,NA,NA,NA,171.715,171.85,189.893716,NA,NA,NA,227.795
MBNIL B154/PHZ51,NA,63.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.47,153.735,149.06,NA,NA,206.02,NA,NA,NA,NA,NA,173.055,162.45,189.9027122,NA,NA,NA,228.365
MBNIL B169/PHZ51,NA,65.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.095,160.31,151.245,NA,NA,158.275,NA,NA,NA,NA,NA,172.045,142.87,158.02692985,NA,NA,NA,235.135
MBNIL B175/3IIH6,NA,79.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.15,159.61,143.09,NA,NA,152.635,NA,NA,NA,NA,NA,173.175,210.63,142.20797675,NA,NA,NA,204.3
MBNIL B175/LH185,NA,77.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.5,170.905,137.51,NA,NA,189.595,NA,NA,NA,NA,NA,174.54,197.785,214.86514795,NA,NA,NA,224.475
MBNIL B175/PHZ51,NA,54.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.62,173.515,151.085,NA,NA,148.65,NA,NA,NA,NA,NA,181.585,152.61,157.1048825,NA,NA,NA,222.02
MBNIL B189/3IIH6,NA,77.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.795,150.155,181.25,NA,NA,177.74,NA,NA,NA,NA,NA,211.57,183.705,211.2256217,NA,NA,NA,223.425
MBNIL B189/LH185,NA,74.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.69,175.505,131.885,NA,NA,205.36,NA,NA,NA,NA,NA,182.015,210.565,197.3482988,NA,NA,NA,246.64
MBNIL B189/PHZ51,NA,72.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.515,138.72,142.67,NA,NA,125.805,NA,NA,NA,NA,NA,201.35,190.095,184.05844845,NA,NA,NA,251.785
MO17/PHZ51,NA,NA,NA,NA,NA,NA,152.505,NA,NA,119.275,NA,NA,151.28,148.19,117.975,NA,NA,NA,NA,160.785,NA,NA,NA,93.895,NA,NA,166.54,196.2272054,NA,186.79
MS222/3IIH6,NA,NA,NA,NA,NA,NA,NA,NA,154.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N192/3IIH6,NA,NA,NA,94.995,NA,NA,NA,NA,118.055,NA,NA,170.87,NA,118.435,138.47,92.03,169.97,NA,NA,NA,198.975,163.745,171.05,155.385,NA,149.7320186,163.3,163.6130237,196.46,205.44
N209/3IIH6,NA,NA,NA,123.515,NA,NA,NA,NA,143.675,NA,NA,168.955,NA,NA,NA,NA,NA,NA,NA,NA,185.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
N217/3IIH6,NA,NA,NA,104.445,NA,NA,NA,NA,118.335,NA,NA,109.795,NA,139.255,176.22,174.255,177.125,NA,NA,NA,192.615,126.325,134.69,198.515,NA,164.8006471,178.73,148.8379222,206.225,188.905
N218/3IIH6,NA,NA,NA,103.57,NA,NA,NA,NA,107.28,NA,NA,169.62,NA,NA,NA,188.72,159.91,NA,NA,NA,198.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
N28HT/3IIH6,NA,NA,NA,115.93,NA,NA,NA,NA,148.82,NA,NA,160.69,NA,90.315,114.45,187.245,119.225,NA,NA,NA,155.54,195.625,103.095,160.915,NA,146.4379463,161.085,141.7484594,179.61,232.59
OS420/3IIH6,NA,NA,NA,90.605,NA,NA,NA,NA,91.8,NA,NA,133.87,NA,114.245,120.135,173,101.94,NA,NA,NA,179.51,197.885,109.07,173.24,NA,167.4087908,157.955,175.89262215,169.925,209.105
PB80/PHZ51,42.805,71.17,79.25,85.535,92.425,110.865,113.445,115.06,115.305,146.17,113.14,148.105,148.225,222.695,156.07,185.225,182.35,NA,172.165,181.52,NA,130.315,188.64,168.94,179.375,180.54101945,212.045,201.24620415,164.1,219.425
PHB09/3IIH6,NA,NA,NA,126.91,NA,NA,NA,NA,153.03,NA,NA,170.48,NA,NA,148.785,175.64,158.295,NA,NA,NA,182.27,199.01,178.89,188.89,NA,NA,154.71,NA,190.3,209.935
PHB47/3IIH6,NA,86.445,NA,106.235,121.085,NA,NA,NA,139.7125,NA,NA,159.76,182.66,NA,151.535,177.35,189.0325,NA,NA,NA,190.095,161.03,173.915,191.43,163.215,209.53726585,189.3,205.01485715,197.72,210.845
PHB47/LH123HT,46.935,NA,NA,NA,102.0475,99.265,NA,NA,NA,NA,NA,NA,NA,141.72,156.84,192.275,NA,165.79,NA,NA,NA,164.455,221.57,197.88,NA,223.72907905,207.94,229.17433005,226.705,210.865
PHB47/LH162,NA,66.965,NA,NA,144.9275,NA,NA,NA,150.09,NA,NA,NA,189.3,NA,131.875,NA,166.28,NA,NA,NA,165.685,NA,NA,157.32,175.38,159.7311023,NA,194.5026974,NA,NA
PHB47/LH185,44.505,89.97,NA,NA,120.475714285714,124.705,NA,NA,166.4,NA,NA,NA,157.985,174.775,169.76,198.92,225.48,167.7,NA,NA,195.93,177.76,200.29,200.74,195.41,223.1551008,197.415,223.068758225,216.065,209.645
PHB47/LH38,36.935,NA,NA,NA,104.535,80.5,NA,NA,NA,NA,NA,NA,NA,143.945,151.42,180.33,NA,150.645,NA,NA,NA,158.42,157.945,165.155,NA,203.87564585,172.885,195.98602365,187.85,184.9
PHB47/LH51,38.23,NA,NA,NA,117.335,79.85,NA,NA,NA,NA,NA,NA,NA,192.315,157.22,153.99,NA,160.185,NA,NA,NA,226.455,181.09,193.765,NA,216.26516525,204.63,213.4771395,157.48,203.455
PHB47/LH82,52.025,NA,NA,NA,103.8,134.135,NA,NA,NA,NA,NA,NA,NA,173.82,148.28,94.605,NA,183.725,NA,NA,NA,171.195,156.755,195.845,NA,232.6018808,179.17,191.64378995,156.335,194.055
PHB47/PHG29,55.535,NA,NA,NA,113.145,121.85,NA,NA,NA,NA,NA,NA,NA,143.305,167.57,144.57,NA,163.835,NA,NA,NA,160.74,169.375,172.465,NA,209.59613865,172.64,201.3395554,175.835,203.07
PHB47/PHG47,39.305,NA,NA,NA,107.2875,101.69,NA,NA,NA,NA,NA,NA,NA,152.915,152.245,105.11,NA,169.49,NA,NA,NA,207.065,168.03,202.515,NA,200.7635478,179.025,232.17901775,179.135,202.865
PHB47/PHG83,42.115,NA,NA,NA,109.2275,100.285,NA,NA,NA,NA,NA,NA,NA,144.56,147.585,190.81,NA,150.275,NA,NA,NA,179.695,176.76,211.625,NA,201.96209215,208.36,214.0916006,209.28,241.73
