line_code,NEH4,ONH2,TXH1-Late,ARH1,COH1,NEH3,GAH2,GAH1,NYH1,NCH1,TXH2,ARH2,MNH1,MOH1,IAH2,OHH1,MIH1,NYH3,TXH1-Dry,TXH1-Early,NYH2,ILH1,DEH1,IAH4,ONH1,WIH2,IAH1,WIH1,INH1,IAH3
W10004_0140/3IIH6,NA,NA,NA,75.4,NA,NA,NA,NA,106.12,NA,NA,140.095,NA,NA,NA,NA,NA,NA,NA,NA,135.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
W10004_0148/3IIH6,NA,NA,NA,142.95,NA,NA,NA,NA,148.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
W10004_0208/3IIH6,NA,NA,NA,60.745,NA,NA,NA,NA,155.485,NA,NA,173.785,NA,149.085,142.315,57.27,168,NA,NA,NA,180.87,176.555,184.34,201.935,NA,202.4375934,186.375,183.7584776,175.93,180.11
W10004_0212/3IIH6,NA,NA,NA,134.23,NA,NA,NA,NA,128.35,NA,NA,130.29,NA,155.74,193.57,172.46,100.075,NA,NA,NA,177.09,164.465,190.605,184.54,NA,197.54659175,197.945,185.3922705,196.745,224.165
W10004_0225/3IIH6,NA,NA,NA,151.185,NA,NA,NA,NA,145.7,NA,NA,133.635,NA,148.05,163.155,112.17,182.04,NA,NA,NA,185.275,188.92,190.32,181.355,NA,187.31737275,184.14,202.49642435,191.92,211.645
W10004_0258/3IIH6,NA,NA,NA,92.995,NA,NA,NA,NA,126.33,NA,NA,143.06,NA,NA,170.19,98.21,175.355,NA,NA,NA,168.1,200.35,NA,NA,NA,NA,208.62,NA,NA,NA
W10004_0292/3IIH6,NA,NA,NA,64.25,NA,NA,NA,NA,124.48,NA,NA,177.74,NA,NA,NA,NA,NA,NA,NA,NA,163.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
W10005_0107/PHB47,NA,64.95,93.26,133.375,94.665,NA,98.095,58.205,121.9,107.505,151.195,131.18,142.39,129.515,151.825,125.64,180.435,NA,151.955,147.16,145.975,170.48,154.265,147.16,165.3,114.787780225,169.355,171.07116315,195.54,203.005
W10005_0147/PHB47,NA,75.545,NA,NA,128.31,NA,109.315,NA,NA,NA,NA,NA,NA,NA,NA,143.945,NA,150.455,NA,NA,NA,194.19,166.44,NA,159.8,NA,NA,NA,173.84,NA
W10008_0069/PHB47,NA,63.805,NA,NA,99.5875,NA,118.995,NA,NA,NA,NA,NA,NA,NA,NA,146.02,NA,158.56,NA,NA,NA,159.4,168.365,NA,193.635,NA,NA,NA,201.03,NA
W37A/PHB47,NA,67.12,82.855,NA,112.645,NA,66.95,57.985,NA,NA,109.165,NA,114.43,120.71,NA,NA,NA,NA,153.25,154.085,NA,NA,131.4,NA,NA,163.7939937,NA,190.5521957,128.9,NA
WF9/H95,NA,56.325,71.89,NA,81.15,NA,153.805,81.895,NA,NA,122.2,NA,138.89,130.695,NA,NA,NA,NA,162.46,182.175,NA,NA,140.285,NA,NA,160.61800165,NA,183.97371685,NA,NA
WF9/MO17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.51,NA,NA,NA,NA,NA,NA
Z029E0002/PHZ51,NA,NA,NA,NA,NA,NA,122.7,NA,NA,129.115,NA,NA,159.245,123.295,137.63,NA,NA,NA,NA,148.88,NA,NA,NA,162.165,NA,NA,161.86,153.5496276,NA,181.455
Z031E0012/PHZ51,NA,NA,NA,NA,NA,NA,123.28,NA,NA,141.385,NA,NA,163.585,158.72,132.215,NA,NA,NA,NA,167.79,NA,NA,NA,168.66,NA,NA,203.91,181.6848335,NA,225.04
Z031E0556/PHZ51,NA,NA,NA,NA,NA,NA,140.5,NA,NA,NA,NA,NA,NA,152.54,NA,NA,NA,NA,NA,159.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z032E0034/PHZ51,NA,NA,NA,NA,NA,NA,133.065,NA,NA,150.46,NA,NA,124.135,159.995,169.325,NA,NA,NA,NA,134.745,NA,NA,NA,159.68,NA,NA,186.915,194.08527385,NA,213.57
Z032E0081/PHZ51,NA,NA,NA,NA,NA,NA,148.05,NA,NA,NA,NA,NA,105.825,146.175,NA,NA,NA,NA,NA,150.62,NA,NA,NA,NA,NA,NA,NA,227.4662663,NA,NA
Z033E0001/PHZ51,NA,NA,NA,NA,NA,NA,113.62,NA,NA,NA,NA,NA,107.01,191.12,NA,NA,NA,NA,NA,146.765,NA,NA,NA,162.145,NA,NA,NA,186.08267625,NA,180.845
Z034E0042/3IIH6,NA,NA,NA,NA,NA,NA,92.48,NA,NA,78.87,NA,NA,114.535,160.59,136.115,NA,NA,NA,NA,147.825,NA,NA,NA,149.945,NA,NA,160.38,125.18449575,NA,157.005
Z034E0042/PHZ51,NA,NA,NA,NA,NA,NA,130.69,NA,NA,125.76,NA,NA,92.59,137.06,130.52,NA,NA,NA,NA,166.455,NA,NA,NA,165.325,NA,NA,165.715,182.02413655,NA,218.855
Z034E0064/PHZ51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z035E0047/PHZ51,NA,NA,NA,NA,NA,NA,147.63,NA,NA,134.225,NA,NA,126.155,167.08,168.315,NA,NA,NA,NA,166.12,NA,NA,NA,175.41,NA,NA,196.65,217.60041,NA,225.53
Z035E0060/PHZ51,NA,NA,NA,NA,NA,NA,127.565,NA,NA,NA,NA,NA,NA,124.97,NA,NA,NA,NA,NA,169.73,NA,NA,NA,NA,NA,NA,NA,169.2523415,NA,NA
Z036E0057/PHZ51,NA,NA,NA,NA,NA,NA,120.575,NA,NA,NA,NA,NA,152.59,144.005,NA,NA,NA,NA,NA,167.68,NA,NA,NA,NA,NA,NA,NA,149.1285203,NA,NA
Z037E0012/3IIH6,NA,NA,NA,NA,NA,NA,147.195,NA,NA,150.145,NA,NA,144.185,172.3,150.495,NA,NA,NA,NA,196.99,NA,NA,NA,212.62,NA,NA,194.635,189.220926,NA,219.03
Z037E0054/PHZ51,NA,NA,NA,NA,NA,NA,135.99,NA,NA,NA,NA,NA,146.73,81.21,NA,NA,NA,NA,NA,162.81,NA,NA,NA,121.41,NA,NA,NA,185.17585965,NA,NA
Z038E0057/3IIH6,NA,NA,NA,NA,NA,NA,145.195,NA,NA,131.635,NA,NA,176.15,139.685,145.125,NA,NA,NA,NA,177.985,NA,NA,NA,208.41,NA,NA,195.245,229.4640076,NA,239.02
Z038E0057/PHZ51,NA,NA,NA,NA,NA,NA,134.87,NA,NA,125.535,NA,NA,113.29,153.07,131.07,NA,NA,NA,NA,164.35,NA,NA,NA,181.1,NA,NA,210.635,214.09038715,NA,244.455
