env_code,pop_code,ril_code,Prd_trait_mean,Prd_trait_kPara,Obs_trait,Line_mean
ARH1,1,6F629/3IIH6,106.18,175.974,103.66,167.974166666667
ARH2,1,6F629/3IIH6,155.142,159.238,149.55,160.325833333333
ILH1,1,6F629/3IIH6,191.47,NA,173.79,156.285833333333
MIH1,1,6F629/3IIH6,171.969,150.627,180.71,155.1325
NYH1,1,6F629/3IIH6,135.652,169.777,145.28,161.0375
NYH2,1,6F629/3IIH6,180.074,143.772,203.095,151.401666666667
OHH1,1,6F629/3IIH6,170.616,158.396,155.42,159.3475
ARH1,1,A632/3IIH6,84.307,159.183,75.725,160.561363636364
ARH2,1,A632/3IIH6,130.357,145.662,141.515,154.580454545455
IAH1,1,A632/3IIH6,181.934,153.634,171.09,151.891818181818
IAH2,1,A632/3IIH6,150.557,171.018,114.535,157.033181818182
IAH3,1,A632/3IIH6,204.287,143.549,214.95,147.904545454545
IAH4,1,A632/3IIH6,169.269,139.167,172.13,151.797272727273
ILH1,1,A632/3IIH6,163.074,NA,183.625,150.752272727273
INH1,1,A632/3IIH6,182.713,131.435,180.57,151.03
MIH1,1,A632/3IIH6,155.051,152.397,115.035,156.987727272727
NYH1,1,A632/3IIH6,111.099,161.355,128.175,155.793181818182
NYH2,1,A632/3IIH6,165.044,144.566,169.015,152.080454545455
OHH1,1,A632/3IIH6,143.281,151.533,175.535,151.487727272727
ARH1,1,A634/3IIH6,89.993,150.727,85.97,144.413537811538
ARH2,1,A634/3IIH6,117.705,137.248,165.415,138.302383965385
DEH1,1,A634/3IIH6,149.258,137.618,115.97,142.105845503846
IAH1,1,A634/3IIH6,157.195,122.661,151.14,139.400460888462
IAH2,1,A634/3IIH6,136.185,135.739,108.44,142.685076273077
IAH3,1,A634/3IIH6,168.139,119.917,194.385,136.073922426923
IAH4,1,A634/3IIH6,148.075,138.295,160.465,138.683153196154
ILH1,1,A634/3IIH6,142.496,NA,188.22,136.548153196154
INH1,1,A634/3IIH6,159.851,143.893,143.415,139.994691657692
MIH1,1,A634/3IIH6,136.571,138.811,141.555,140.137768580769
NYH1,1,A634/3IIH6,110.735,134.611,115.11,142.17199935
NYH2,1,A634/3IIH6,144.884,136.964,163.055,138.483922426923
OHH1,1,A634/3IIH6,136.935,138.916,88.935,144.185460888462
WIH1,1,A634/3IIH6,161.399,135.316,141.27099155,140.159615384615
ARH1,1,A635/3IIH6,92.223,154.972,115.845,159.075021473333
ARH2,1,A635/3IIH6,138.168,150.255,148.425,156.903021473333
DEH1,1,A635/3IIH6,164.982,156.721,134.64,157.822021473333
IAH1,1,A635/3IIH6,173.492,158.099,167.31,155.644021473333
IAH2,1,A635/3IIH6,151.639,167.853,129.355,158.174354806667
IAH3,1,A635/3IIH6,191.621,152.521,191.84,154.00868814
IAH4,1,A635/3IIH6,164.085,146.088,181.44,154.702021473333
ILH1,1,A635/3IIH6,159.996,NA,193.055,153.92768814
INH1,1,A635/3IIH6,173.317,142.73,181.62,154.690021473333
MIH1,1,A635/3IIH6,153.279,152.921,149.77,156.813354806667
MOH1,1,A635/3IIH6,148.476,163.665,89.765,160.81368814
NYH1,1,A635/3IIH6,124.222,161.329,141.455,157.36768814
NYH2,1,A635/3IIH6,161.842,150.378,171.755,155.34768814
OHH1,1,A635/3IIH6,149.011,158.82,151.575,156.693021473333
WIH1,1,A635/3IIH6,174.699,153.321,179.2811754,154.845943113333
WIH2,1,A635/3IIH6,168.553,147.637,174.8391467,155.14207836
ARH1,1,A679/3IIH6,80.863,175.999,72.065,170.0845380375
ARH2,1,A679/3IIH6,136.088,168.174,155.23,164.8867255375
DEH1,1,A679/3IIH6,178.132,161.99,175.24,163.6361005375
IAH1,1,A679/3IIH6,195.971,152.004,184.88,163.0336005375
IAH2,1,A679/3IIH6,155.657,157.969,165.53,164.2429755375
IAH3,1,A679/3IIH6,228.5,149.829,221.265,160.7595380375
IAH4,1,A679/3IIH6,180.783,162.039,199.285,162.1332880375
ILH1,1,A679/3IIH6,177.049,NA,173.44,163.7486005375
INH1,1,A679/3IIH6,194.947,158.209,215.09,161.1454755375
MIH1,1,A679/3IIH6,159.627,162.99,186.985,162.9020380375
MOH1,1,A679/3IIH6,143.923,171.592,154.69,164.9204755375
NYH1,1,A679/3IIH6,116.505,166.563,124.595,166.8014130375
NYH2,1,A679/3IIH6,176.593,163.248,187.13,162.8929755375
OHH1,1,A679/3IIH6,159.914,172.935,77.37,169.7529755375
TXH2,1,A679/3IIH6,123.023,166.244,125.565,166.7407880375
WIH1,1,A679/3IIH6,198.589,159.981,200.8581124,162.0349685125
WIH2,1,A679/3IIH6,189.801,165.147,174.1994962,163.701132025
ARH1,1,A680/3IIH6,127.246,173.863,65.42,167.16
ARH2,1,A680/3IIH6,147.68,106.443,171.32,140.685
NYH1,1,A680/3IIH6,125.374,182.865,141.01,148.2625
NYH2,1,A680/3IIH6,224.809,129.636,176.04,139.505
OHH1,1,A680/3IIH6,168.995,141.747,180.27,138.4475
ARH1,1,B104/3IIH6,75.037,164.344,76.385,188.657142857143
ARH2,1,B104/3IIH6,171.692,142.294,115.785,183.028571428571
IAH2,1,B104/3IIH6,187.475,201.485,213.775,169.03
ILH1,1,B104/3IIH6,218.891,NA,227.685,167.042857142857
MIH1,1,B104/3IIH6,198.191,142.768,199.805,171.025714285714
NYH1,1,B104/3IIH6,130.841,214.938,150.675,178.044285714286
NYH2,1,B104/3IIH6,228.032,134.118,203.935,170.435714285714
OHH1,1,B104/3IIH6,185.72,186.217,208.94,169.720714285714
ARH1,1,B109/3IIH6,143.344,174.788,70.255,182.569090909091
ARH2,1,B109/3IIH6,154.847,157.671,141.395,176.101818181818
IAH1,1,B109/3IIH6,195.989,190.959,209.61,169.900454545455
IAH2,1,B109/3IIH6,167.85,203.217,165.7,173.892272727273
IAH3,1,B109/3IIH6,228.126,184.283,211.805,169.700909090909
IAH4,1,B109/3IIH6,187.661,147.796,190.575,171.630909090909
ILH1,1,B109/3IIH6,184.463,NA,177.155,172.850909090909
INH1,1,B109/3IIH6,199.81,134.54,199.315,170.836363636364
MIH1,1,B109/3IIH6,171.835,164.905,168.675,173.621818181818
NYH1,1,B109/3IIH6,123.75,187.97,191.095,171.583636363636
NYH2,1,B109/3IIH6,186.552,163.118,161.27,174.295
OHH1,1,B109/3IIH6,164.008,185.478,191.665,171.531818181818
ARH1,1,B110/3IIH6,115.938,196.493,80.77,200.360006056667
ARH2,1,B110/3IIH6,166.088,189.237,132.675,196.899672723333
DEH1,1,B110/3IIH6,207.248,198.824,166.475,194.64633939
IAH1,1,B110/3IIH6,221.952,207.231,223.365,190.853672723333
IAH2,1,B110/3IIH6,180.384,212.208,201.09,192.338672723333
IAH3,1,B110/3IIH6,258.611,199.046,245.805,189.357672723333
IAH4,1,B110/3IIH6,207.135,176.379,230.07,190.406672723333
ILH1,1,B110/3IIH6,204.231,NA,189.94,193.082006056667
INH1,1,B110/3IIH6,221.231,165.217,251.27,188.99333939
MIH1,1,B110/3IIH6,189.193,192.274,155.04,195.408672723333
MOH1,1,B110/3IIH6,167.455,171.198,193.77,192.826672723333
NYH1,1,B110/3IIH6,134.369,211.452,173.165,194.20033939
NYH2,1,B110/3IIH6,204.258,187.053,197.14,192.602006056667
OHH1,1,B110/3IIH6,177.733,203.135,212.3,191.59133939
WIH1,1,B110/3IIH6,223.917,192.997,244.5823453,189.439183036667
WIH2,1,B110/3IIH6,217.963,183.112,188.71274555,193.16382302
ARH1,1,B119/3IIH6,99.488,168.775,138.575,170.413
ARH2,1,B119/3IIH6,172.241,175.827,130.045,172.119
MIH1,1,B119/3IIH6,171.435,154.436,203.45,157.438
NYH1,1,B119/3IIH6,153.494,197.173,151.11,167.906
NYH2,1,B119/3IIH6,189.529,155.355,189.055,160.317
OHH1,1,B119/3IIH6,174.738,167.93,178.405,162.447
ARH1,1,B14A/H95,91.739,151.782,79.685,155.161710604167
ARH2,1,B14A/H95,142.167,142.565,156.795,151.9487939375
COH1,1,B14A/H95,100.208,159.41,84.7425,154.9509814375
DEH1,1,B14A/H95,182.707,164.78,93.31,154.594002270833
GAH1,1,B14A/H95,119.629,153.019,84.45,154.9631689375
GAH2,1,B14A/H95,124.936,145.064,164.285,151.636710604167
IAH1,1,B14A/H95,192.175,169.689,193.965,150.4000439375
IAH2,1,B14A/H95,158.951,180.359,155.23,152.014002270833
IAH3,1,B14A/H95,215.164,155.288,246.005,148.231710604167
IAH4,1,B14A/H95,182.26,142.82,166.685,151.536710604167
ILH1,1,B14A/H95,176.521,NA,178.93,151.026502270833
INH1,1,B14A/H95,194.015,133.601,197.835,150.2387939375
MIH1,1,B14A/H95,163.853,152.479,147.02,152.356085604167
MNH1,1,B14A/H95,148.63,142.837,141.99,152.5656689375
MOH1,1,B14A/H95,147.852,131.228,171.04,151.355252270833
NCH1,1,B14A/H95,131.351,140.107,146.3,152.386085604167
OHH1,1,B14A/H95,156.914,168.278,169.655,151.412960604167
ONH1,1,B14A/H95,187.353,NA,193.575,150.4162939375
ONH2,1,B14A/H95,57.888,NA,59.855,155.987960604167
TXH1-Dry,1,B14A/H95,162.587,NA,186.57,150.7081689375
TXH1-Early,1,B14A/H95,172.649,NA,200.56,150.125252270833
TXH1-Late,1,B14A/H95,81.915,NA,72.85,155.446502270833
TXH2,1,B14A/H95,128.318,155.82,164.295,151.6362939375
WIH1,1,B14A/H95,195.317,157.042,200.8986999,150.111139775
WIH2,1,B14A/H95,189.81,145.658,147.0398546,152.355258329167
ARH1,1,B14A/MO17,102.841,156.712,76.915,161.276677242857
ARH2,1,B14A/MO17,156.282,150.694,131.555,159.325248671429
COH1,1,B14A/MO17,111.397,164.007,82.445,161.079177242857
DEH1,1,B14A/MO17,194.371,165.959,142.295,158.941677242857
GAH1,1,B14A/MO17,128.114,154.894,140.74,158.997212957143
GAH2,1,B14A/MO17,138.939,152.274,144.385,158.867034385714
IAH1,1,B14A/MO17,206.973,172.46,206.575,156.645962957143
IAH2,1,B14A/MO17,173.355,188.237,139.3,159.048641528571
IAH3,1,B14A/MO17,233.237,161.615,253.16,154.982212957143
IAH4,1,B14A/MO17,196.786,148.572,173.455,157.8288201
ILH1,1,B14A/MO17,191.396,NA,176.735,157.711677242857
INH1,1,B14A/MO17,209.644,140.834,201.65,156.821855814286
MIH1,1,B14A/MO17,177.461,157.402,155.315,158.476677242857
MNH1,1,B14A/MO17,160.113,144.604,192.27,157.156855814286
MOH1,1,B14A/MO17,161.43,139.467,168.285,158.013462957143
NCH1,1,B14A/MO17,143.463,144.456,166.2,158.087927242857
NEH3,1,B14A/MO17,103.546,152.36,114.45,159.936141528571
NEH4,1,B14A/MO17,25.24,157.506,44.79,162.423998671429
NYH1,1,B14A/MO17,137.056,179.379,143.145,158.9113201
NYH2,1,B14A/MO17,192.319,154.91,168.38,158.0100701
OHH1,1,B14A/MO17,170.214,171.494,182.33,157.511855814286
ONH1,1,B14A/MO17,201.683,NA,210.43,156.508284385714
ONH2,1,B14A/MO17,65.577,NA,78.43,161.2225701
TXH1-Dry,1,B14A/MO17,176.543,NA,190.55,157.218284385714
TXH1-Early,1,B14A/MO17,187.17,NA,204.52,156.719355814286
TXH1-Late,1,B14A/MO17,89.946,NA,95.06,160.628641528571
TXH2,1,B14A/MO17,143.242,163.259,119.83,159.743998671429
WIH1,1,B14A/MO17,208.563,160.443,234.6510469,155.643246996429
WIH2,1,B14A/MO17,197.56,144.473,254.8159159,154.923073103571
ARH1,1,B37/MO17,83.353,124.31,141.925,134.270555555556
ARH2,1,B37/MO17,147.777,132.483,118.735,136.847222222222
GAH1,1,B37/MO17,126.907,132.761,98.975,139.042777777778
NCH1,1,B37/MO17,132.94,114.347,160.32,132.226666666667
NYH1,1,B37/MO17,133.439,134.509,102.13,138.692222222222
OHH1,1,B37/MO17,155.278,91.059,161.29,132.118888888889
TXH1-Dry,1,B37/MO17,155.937,NA,180.19,130.018888888889
TXH1-Early,1,B37/MO17,159.016,NA,193.085,128.586111111111
TXH1-Late,1,B37/MO17,88.771,NA,99.885,138.941666666667
TXH2,1,B37/MO17,138.613,129.775,93.825,139.615
ARH1,1,B73/3IIH6,87.803,153.411,76.51,170.282857142857
ARH2,1,B73/3IIH6,152.563,129.266,126.945,164.678968253968
IAH1,1,B73/3IIH6,216.626,181.808,207.81,155.693968253968
IAH2,1,B73/3IIH6,164.661,175.15,219.47,154.398412698413
ILH1,1,B73/3IIH6,197.802,NA,174.46,159.399523809524
MIH1,1,B73/3IIH6,174.925,137.102,185.145,158.212301587302
NYH1,1,B73/3IIH6,123.707,188.12,142.82,162.915079365079
NYH2,1,B73/3IIH6,191.758,126.627,205.205,155.983412698413
OHH1,1,B73/3IIH6,172.079,183.547,140.155,163.21119047619
TXH2,1,B73/3IIH6,134.009,155.661,130.535714285714,164.28
ARH1,1,B73/PHN82,112.882,167.362,96.45,175.139012755357
ARH2,1,B73/PHN82,170.203,159.569,144.725,173.4149056125
COH1,1,B73/PHN82,122.802,180.879,93.0375,175.260887755357
DEH1,1,B73/PHN82,208.419,183.53,192.03,171.725441326786
GAH1,1,B73/PHN82,140.742,167.575,149.05,173.260441326786
GAH2,1,B73/PHN82,151.676,162.625,163.545,172.742762755357
IAH1,1,B73/PHN82,224.659,208.83,211.05,171.0461556125
IAH2,1,B73/PHN82,186.547,210.44,195.875,171.588119898214
IAH3,1,B73/PHN82,250.442,187.989,279.185,168.612762755357
IAH4,1,B73/PHN82,212.105,156.966,202.8725,171.338209183929
ILH1,1,B73/PHN82,208.171,NA,175.17,172.327584183929
INH1,1,B73/PHN82,225.224,145.495,234.35,170.214012755357
MIH1,1,B73/PHN82,192.211,171.592,178.005,172.226334183929
MNH1,1,B73/PHN82,174.583,153.234,199.405,171.462048469643
MOH1,1,B73/PHN82,175.23,141.356,194.8,171.626512755357
NCH1,1,B73/PHN82,157.263,152.458,166.195,172.648119898214
NEH3,1,B73/PHN82,115.918,162.811,110.64,174.632227041071
NEH4,1,B73/PHN82,32.886,167.254,50.245,176.789191326786
NYH1,1,B73/PHN82,149.866,207.224,157.985,172.941334183929
NYH2,1,B73/PHN82,212.325,171.839,107.62,174.740084183929
OHH1,1,B73/PHN82,185.433,199.656,184.485,171.9949056125
ONH1,1,B73/PHN82,215.794,NA,261.24,169.2536556125
ONH2,1,B73/PHN82,75.78,NA,81.545,175.671334183929
TXH1-Dry,1,B73/PHN82,191.789,NA,201.98,171.370084183929
TXH1-Early,1,B73/PHN82,203.621,NA,205.335,171.250262755357
TXH1-Late,1,B73/PHN82,102.02,NA,90.565,175.349191326786
TXH2,1,B73/PHN82,153.636,177.235,202.375,171.355977041071
WIH1,1,B73/PHN82,223.813,178.997,271.85010865,168.874723160714
WIH2,1,B73/PHN82,218.876,159.225,198.7322485,171.486075308929
ARH1,1,B73/PHZ51,96.594,146.056,101.97,148.948848047222
ARH2,1,B73/PHZ51,145.962,140.687,138.585,147.592736936111
COH1,1,B73/PHZ51,106.498,155.016,82.9025,149.655051750926
DEH1,1,B73/PHZ51,177.894,154.574,177.015,146.169403602778
GAH1,1,B73/PHZ51,121.134,145.788,139.23,147.568848047222
GAH2,1,B73/PHZ51,129.956,141.823,162.0525,146.723570269444
IAH1,1,B73/PHZ51,191.045,164.557,195.69,145.477736936111
IAH2,1,B73/PHZ51,160.632,173.457,156.505,146.929033232407
IAH3,1,B73/PHZ51,213.111,153.412,241.9675,143.76375545463
IAH4,1,B73/PHZ51,180.994,138.219,184.89,145.877736936111
ILH1,1,B73/PHZ51,179.05,NA,139.695,147.551625825
INH1,1,B73/PHZ51,193.206,131.694,193.88,145.544773973148
MIH1,1,B73/PHZ51,163.919,147.228,176.98,146.170699899074
MNH1,1,B73/PHZ51,150.568,137.88,158.205,146.866070269444
MOH1,1,B73/PHZ51,151.857,134.178,134.58,147.741070269444
NCH1,1,B73/PHZ51,135.685,137.415,139.87,147.545144343519
NEH3,1,B73/PHZ51,100.237,143.89,102.98,148.911440639815
NEH4,1,B73/PHZ51,23.695,146.925,63.49,150.374033232407
NYH1,1,B73/PHZ51,130.489,174.836,110.005,148.65125545463
OHH1,1,B73/PHZ51,160.106,168.04,136.93,147.654033232407
ONH1,1,B73/PHZ51,186.246,NA,200.69,145.292551750926
ONH2,1,B73/PHZ51,67.026,NA,72.165,150.052736936111
TXH1-Dry,1,B73/PHZ51,164.834,NA,167.02,146.539588787963
TXH1-Early,1,B73/PHZ51,174.179,NA,182.405,145.969773973148
TXH1-Late,1,B73/PHZ51,90.041,NA,71.875,150.063477676852
TXH2,1,B73/PHZ51,135.481,155.219,100.075,149.019033232407
WIH1,1,B73/PHZ51,193.357,152.8,208.882300925,144.989133198148
WIH2,1,B73/PHZ51,186.511,139.658,183.05409635,145.945733367593
ARH1,1,B73/TX6252,85.726,118.537,113.765,140.616153846154
COH1,1,B73/TX6252,96.609,141.608,105.02,141.288846153846
DEH1,1,B73/TX6252,168.26,145.916,159.58,137.091923076923
GAH1,1,B73/TX6252,119.955,138.122,60.065,144.746923076923
IAH1,1,B73/TX6252,180.396,186.947,179.335,135.572307692308
IAH2,1,B73/TX6252,148.391,182.845,179.51,135.558846153846
IAH3,1,B73/TX6252,207.693,165.612,195.41,134.335769230769
IAH4,1,B73/TX6252,169.625,84.83,177.88,135.684230769231
ONH1,1,B73/TX6252,179.037,NA,157.8,137.228846153846
ONH2,1,B73/TX6252,63.198,NA,61.39,144.645
TXH1-Dry,1,B73/TX6252,155.59,NA,148.975,137.907692307692
TXH1-Early,1,B73/TX6252,161.503,NA,189.43,134.795769230769
TXH1-Late,1,B73/TX6252,84.934,NA,70.14,143.971923076923
TXH2,1,B73/TX6252,124.174,138.692,143.475,138.330769230769
ARH1,1,B84/3IIH6,96.823,172.23,137.79,174.223333333333
ARH2,1,B84/3IIH6,153.665,150.56,184.08,169.08
IAH1,1,B84/3IIH6,189.367,152.781,215.745,165.561666666667
IAH2,1,B84/3IIH6,173.742,181.78,130.55,175.027777777778
IAH3,1,B84/3IIH6,213.935,158.192,216.39,165.49
ILH1,1,B84/3IIH6,178.904,NA,209.655,166.238333333333
MIH1,1,B84/3IIH6,175.251,167.28,149.215,172.953888888889
NYH1,1,B84/3IIH6,148.624,176.228,128.895,175.211666666667
NYH2,1,B84/3IIH6,182.808,158.374,184.32,169.053333333333
OHH1,1,B84/3IIH6,170.554,171.156,149.16,172.96
ARH1,1,BSSSC0_001/3IIH6,51.82,141.609,85.42,149.25
ARH2,1,BSSSC0_001/3IIH6,124.194,130.82,118.35,145.957
IAH1,1,BSSSC0_001/3IIH6,175.109,147.727,169.885,140.8035
IAH2,1,BSSSC0_001/3IIH6,139.207,154.591,146.625,143.1295
IAH3,1,BSSSC0_001/3IIH6,202.487,138.005,202.985,137.4935
IAH4,1,BSSSC0_001/3IIH6,164.298,120.335,153.11,142.481
ILH1,1,BSSSC0_001/3IIH6,156.449,NA,172.53,140.539
MIH1,1,BSSSC0_001/3IIH6,144.026,132.352,147.315,143.0605
NYH1,1,BSSSC0_001/3IIH6,114.228,164.575,72.1,150.582
NYH2,1,BSSSC0_001/3IIH6,158.677,128.169,158.165,141.9755
OHH1,1,BSSSC0_001/3IIH6,137.164,147.008,151.435,142.6485
ARH1,1,BSSSC0_002/3IIH6,77.678,141.042,79.795,146.278653003333
ARH2,1,BSSSC0_002/3IIH6,120.877,133.371,127.6,143.091653003333
DEH1,1,BSSSC0_002/3IIH6,149.287,142.92,158.865,141.00731967
IAH1,1,BSSSC0_002/3IIH6,159.812,148.236,180.09,139.59231967
IAH2,1,BSSSC0_002/3IIH6,136.28,165.88,111.955,144.134653003333
IAH3,1,BSSSC0_002/3IIH6,182.122,144.533,191.615,138.823986336667
IAH4,1,BSSSC0_002/3IIH6,154.829,133.843,129.285,142.97931967
ILH1,1,BSSSC0_002/3IIH6,148.869,NA,153.01,141.397653003333
INH1,1,BSSSC0_002/3IIH6,163.671,124.256,162.49,140.765653003333
MIH1,1,BSSSC0_002/3IIH6,137.203,137.584,151.835,141.475986336667
MOH1,1,BSSSC0_002/3IIH6,129.153,135.877,98.6,145.024986336667
NYH1,1,BSSSC0_002/3IIH6,102.63,155.428,128.275,143.046653003333
NYH2,1,BSSSC0_002/3IIH6,149.104,135.754,154.815,141.27731967
OHH1,1,BSSSC0_002/3IIH6,133.785,153.314,129.835,142.942653003333
WIH1,1,BSSSC0_002/3IIH6,166.358,143.688,152.29773375,141.44513742
WIH2,1,BSSSC0_002/3IIH6,156.796,130.353,163.6120613,140.690848916667
ARH1,1,BSSSC0_012/3IIH6,62.684,169.266,184.48,168.802931983333
ARH2,1,BSSSC0_012/3IIH6,155.867,177.168,137.46,171.93759865
DEH1,1,BSSSC0_012/3IIH6,175.375,164.285,181.935,168.97259865
IAH1,1,BSSSC0_012/3IIH6,184.703,150.693,188.175,168.55659865
IAH2,1,BSSSC0_012/3IIH6,168.334,174.029,104.65,174.124931983333
IAH3,1,BSSSC0_012/3IIH6,198.945,151.816,213.33,166.87959865
IAH4,1,BSSSC0_012/3IIH6,175.43,166.243,211.64,166.992265316667
ILH1,1,BSSSC0_012/3IIH6,172.668,NA,210.29,167.082265316667
INH1,1,BSSSC0_012/3IIH6,185.061,168.724,196.635,167.99259865
MIH1,1,BSSSC0_012/3IIH6,168.963,171.397,133.78,172.182931983333
MOH1,1,BSSSC0_012/3IIH6,160.012,185.849,133.545,172.19859865
NYH1,1,BSSSC0_012/3IIH6,148.624,168.875,118.29,173.21559865
NYH2,1,BSSSC0_012/3IIH6,175.714,169.168,172.23,169.61959865
OHH1,1,BSSSC0_012/3IIH6,164.467,164.556,145.355,171.411265316667
WIH1,1,BSSSC0_012/3IIH6,185.061,162.352,204.11649285,167.49383246
WIH2,1,BSSSC0_012/3IIH6,181.666,170.098,180.6124869,169.06076619
ARH1,1,BSSSC0_015/3IIH6,88.517,166.709,61.84,168.061180023333
ARH2,1,BSSSC0_015/3IIH6,134.798,158.571,124.48,163.885180023333
DEH1,1,BSSSC0_015/3IIH6,172.919,164.319,159.29,161.564513356667
IAH1,1,BSSSC0_015/3IIH6,188.621,170.715,183.665,159.939513356667
IAH2,1,BSSSC0_015/3IIH6,150.725,176.648,159.03,161.58184669
IAH3,1,BSSSC0_015/3IIH6,215.96,160.368,226.565,157.079513356667
IAH4,1,BSSSC0_015/3IIH6,175.657,151.282,180.295,160.164180023333
ILH1,1,BSSSC0_015/3IIH6,171.86,NA,157.735,161.668180023333
INH1,1,BSSSC0_015/3IIH6,189.177,143.137,199.71,158.86984669
MIH1,1,BSSSC0_015/3IIH6,155.482,158.906,164.3,161.230513356667
MOH1,1,BSSSC0_015/3IIH6,138.924,148.991,154.57,161.879180023333
NYH1,1,BSSSC0_015/3IIH6,111.927,177.87,126.1,163.777180023333
NYH2,1,BSSSC0_015/3IIH6,172.395,158.229,157.34,161.694513356667
OHH1,1,BSSSC0_015/3IIH6,148.238,169.058,170.41,160.823180023333
WIH1,1,BSSSC0_015/3IIH6,194.289,163.385,173.97295945,160.585649393333
WIH2,1,BSSSC0_015/3IIH6,181.888,151.888,183.4547409,159.95353063
ARH1,1,BSSSC0_017/3IIH6,51.603,130.58,112.305,137.763307266667
ARH2,1,BSSSC0_017/3IIH6,118.387,129.001,116.32,137.4956406
DEH1,1,BSSSC0_017/3IIH6,146.852,137.819,91.31,139.162973933333
IAH1,1,BSSSC0_017/3IIH6,153.948,139.074,149.67,135.272307266667
IAH2,1,BSSSC0_017/3IIH6,129.742,144.521,127.555,136.7466406
IAH3,1,BSSSC0_017/3IIH6,167.085,129.608,192.23,132.434973933333
IAH4,1,BSSSC0_017/3IIH6,145.91,125.806,142.325,135.761973933333
ILH1,1,BSSSC0_017/3IIH6,139.104,NA,186.87,132.792307266667
INH1,1,BSSSC0_017/3IIH6,155.361,121.064,151.625,135.141973933333
MIH1,1,BSSSC0_017/3IIH6,136.041,134.804,83.655,139.673307266667
MOH1,1,BSSSC0_017/3IIH6,124.154,129.809,104.725,138.2686406
NYH1,1,BSSSC0_017/3IIH6,109.625,147.689,88.8,139.330307266667
NYH2,1,BSSSC0_017/3IIH6,140.235,126.299,175.465,133.5526406
OHH1,1,BSSSC0_017/3IIH6,127.503,137.507,143.4,135.690307266667
WIH1,1,BSSSC0_017/3IIH6,153.294,131.25,176.79843445,133.46374497
WIH2,1,BSSSC0_017/3IIH6,150.865,127.307,135.70117455,136.203562296667
ARH1,1,BSSSC0_020/3IIH6,59.459,149.3,84.095,144.847119282143
ARH2,1,BSSSC0_020/3IIH6,116.777,144.341,125.21,141.910333567857
DEH1,1,BSSSC0_020/3IIH6,149.45,141.331,129.685,141.590690710714
IAH1,1,BSSSC0_020/3IIH6,160.233,131.742,165.67,139.020333567857
IAH2,1,BSSSC0_020/3IIH6,131.592,141.717,132.625,141.380690710714
IAH3,1,BSSSC0_020/3IIH6,183.681,130.983,188.62,137.381047853571
IAH4,1,BSSSC0_020/3IIH6,152.013,141.113,141.655,140.735690710714
ILH1,1,BSSSC0_020/3IIH6,147.442,NA,143.8,140.582476425
INH1,1,BSSSC0_020/3IIH6,162.683,136.144,161.52,139.316762139286
MIH1,1,BSSSC0_020/3IIH6,135.45,141.359,135.175,141.198547853571
NYH1,1,BSSSC0_020/3IIH6,103.612,147.256,98.69,143.804619282143
NYH2,1,BSSSC0_020/3IIH6,146.104,138.203,166.53,138.958904996429
OHH1,1,BSSSC0_020/3IIH6,133.338,146.697,96.03,143.994619282143
WIH1,1,BSSSC0_020/3IIH6,162.982,138.024,170.32288885,138.687984364286
WIH2,1,BSSSC0_020/3IIH6,154.402,136.157,172.3267811,138.544849203571
ARH1,1,BSSSC0_024/3IIH6,82.479,154.112,88.325,153.760279093333
ARH2,1,BSSSC0_024/3IIH6,127.166,147.725,142.815,150.127612426667
DEH1,1,BSSSC0_024/3IIH6,159.887,150.554,126.83,151.193279093333
IAH1,1,BSSSC0_024/3IIH6,169.912,145.407,168.285,148.429612426667
IAH2,1,BSSSC0_024/3IIH6,143.615,158.267,120.725,151.600279093333
IAH3,1,BSSSC0_024/3IIH6,194.67,143.404,186.545,147.212279093333
IAH4,1,BSSSC0_024/3IIH6,161.993,147.656,143.795,150.062279093333
ILH1,1,BSSSC0_024/3IIH6,155.969,NA,168.315,148.427612426667
INH1,1,BSSSC0_024/3IIH6,168.122,136.773,198.13,146.43994576
MIH1,1,BSSSC0_024/3IIH6,145.385,147.913,149.175,149.703612426667
MOH1,1,BSSSC0_024/3IIH6,135.391,154.316,117.04,151.84594576
NYH1,1,BSSSC0_024/3IIH6,115.555,156.959,109.535,152.346279093333
NYH2,1,BSSSC0_024/3IIH6,157.231,147.078,156.08,149.243279093333
OHH1,1,BSSSC0_024/3IIH6,138.909,147.107,167.63,148.473279093333
WIH1,1,BSSSC0_024/3IIH6,172.813,147.097,171.2291196,148.233337786667
WIH2,1,BSSSC0_024/3IIH6,163.735,143.209,180.2750668,147.63027464
ARH1,1,BSSSC0_026/3IIH6,74.222,165.995,92.695,171.49069555
ARH2,1,BSSSC0_026/3IIH6,139.812,159.385,137.115,168.529362216667
DEH1,1,BSSSC0_026/3IIH6,178.571,168.16,153.8,167.417028883333
IAH1,1,BSSSC0_026/3IIH6,192.512,173.029,193.4,164.777028883333
IAH2,1,BSSSC0_026/3IIH6,157.486,185.109,145.745,167.954028883333
IAH3,1,BSSSC0_026/3IIH6,216.146,162.125,241.155,161.593362216667
IAH4,1,BSSSC0_026/3IIH6,181.398,154.949,173.245,166.12069555
ILH1,1,BSSSC0_026/3IIH6,174.393,NA,195.465,164.639362216667
INH1,1,BSSSC0_026/3IIH6,194.473,146.236,197.175,164.525362216667
MIH1,1,BSSSC0_026/3IIH6,163.294,164.389,132.56,168.833028883333
