env_code,2FACC/3IIH6,6F629/3IIH6,A632/3IIH6,A634/3IIH6,A635/3IIH6,A679/3IIH6,A680/3IIH6,B104/3IIH6,B109/3IIH6,B110/3IIH6,B119/3IIH6,B14A/H95,B14A/MO17,B37/MO17,B73/3IIH6,B73/PHN82,B73/PHZ51,B73/TX6252,B84/3IIH6,BSSSC0_001/3IIH6,BSSSC0_002/3IIH6,BSSSC0_005/3IIH6,BSSSC0_008/3IIH6,BSSSC0_012/3IIH6,BSSSC0_015/3IIH6,BSSSC0_017/3IIH6,BSSSC0_020/3IIH6,BSSSC0_024/3IIH6,BSSSC0_026/3IIH6,BSSSC0_029/3IIH6,BSSSC0_038/3IIH6,BSSSC0_054/3IIH6,BSSSC0_057/3IIH6,BSSSC0_060/3IIH6,CG102/3IIH6,CG106/3IIH6,CG44/CGR01,CG60/LH162,CGR03/CG108,CO258/3IIH6,DKFBHJ/3IIH6,F42/H95,F42/MO17,F42/OH43,FBLA/3IIH6,FR19/3IIH6,GEMN-0268/3IIH6,H122W/3IIH6,H84/3IIH6,H91/3IIH6,I159/3IIH6,ILL.HY/3IIH6,LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195,LH145/3IIH6,LH149/3IIH6,LH195/3IIH6,LH195/LH123HT,LH195/LH185,LH195/LH210,LH195/LH82,LH195/PHJ65,LH195/PHM49,LH195/PHN37,LH195/PHN47,LH195/PHN82,LH195/PHP60,LH195/PHR03,LH195/PHW30,LH195/PHW53,LH195/PHZ51,LH195/Q381,LH198/3IIH6,LH198/PHZ51,LH205/3IIH6,LH209/3IIH6,LH212HT/LH195,LH216/LH195,LH220HT/3IIH6,LH74/PHN82,N192/3IIH6,N209/3IIH6,N217/3IIH6,N218/3IIH6,N28HT/3IIH6,OS420/3IIH6,PB80/PHZ51,PHB09/3IIH6,PHB47/3IIH6,PHB47/PHZ51,PHBB3/3IIH6,PHBW8/3IIH6,PHG29/PHG47,PHG80/3IIH6,PHG80/PHZ51,PHN11_OH43_0001/PHB47,PHN11_PHW65_0323/LH195,PHP02/PHB47,PHP38/LH123HT,PHP38/LH210,PHP38/PHJ65,PHP38/PHM49,PHP38/PHN47,PHP38/PHN82,PHP38/PHP60,PHP38/PHR03,PHP38/PHW30,PHP38/PHW53,PHP38/Q381,PHP85/3IIH6,PHT69/3IIH6,PHV37/3IIH6,PHW52/LH185,PHW52/LH210,PHW52/PHJ65,PHW52/PHN47,PHW52/PHN82,PHW52/PHP60,PHW52/PHR03,PHW52/PHW30,PHW52/PHW53,PHW52/PHZ51,PHW52/Q381,SD101/3IIH6,TX714/PHZ51,TX740/LH195,TX770/LH195,W10004_0008/3IIH6,W10004_0045/3IIH6,W10004_0062/3IIH6,W10004_0072/3IIH6,W10004_0121/3IIH6,W10004_0140/3IIH6,W10004_0148/3IIH6,W10004_0208/3IIH6,W10004_0212/3IIH6,W10004_0225/3IIH6,W10004_0258/3IIH6,W10004_0292/3IIH6,W10005_0107/PHB47,PHN11_PHG47_0251/PHB47,B14A/OH43,B37/H95,B73/MO17,B73/PHM49,CG118/CGR01,CG120/3IIH6,CG120/LH162,CG120/LH185,CG120/PHK05,CG120/PHR25,CG120/PHZ51,CG123/S8324,CG124/CG120,CG124/LH145,CG124/PHHV4,CG124/PHRE1,CG124/S8324,CG60/LH185,CG60/LH82,CGR01/LH82,ICI 441/LH123HT,ICI 441/LH185,ICI 441/LH38,ICI 441/LH51,ICI 441/LH82,ICI 441/PHG29,ICI 441/PHG47,ICI 441/PHG83,ICI 441/PHK56,ICI 441/PHN82,ICI 441/PHZ51,ICI 441/Q381,LH145/LH162,LH145/PHR25,LH185/LH145,LH185/PHRE1,LH185/S8324,LH195/CGR01,LH195/LH38,LH195/LH51,LH195/PHG29,LH195/PHG47,LH195/PHG83,LH195/PHK56,LH198/CGR01,LH198/LH123HT,LH198/LH185,LH198/LH38,LH198/LH51,LH198/LH82,LH198/PHG29,LH198/PHG47,LH198/PHG83,LH198/PHK56,LH198/PHN37,LH198/PHN82,LH198/Q381,LH74/PHM49,LH82/LH145,LH82/PHB47,LH82/S8324,PHB47/LH123HT,PHB47/LH162,PHB47/LH185,PHB47/LH38,PHB47/LH51,PHB47/LH82,PHB47/PHG29,PHB47/PHG47,PHB47/PHG83,PHB47/PHK05,PHB47/PHK56,PHB47/PHN82,PHB47/PHR25,PHB47/Q381,PHG29/CG120,PHG29/LH145,PHG29/PHB47,PHG29/PHHV4,PHG29/PHRE1,PHG29/S8324,PHG47/CG120,PHG47/LH145,PHG47/PHB47,PHG47/PHHV4,PHG47/PHRE1,PHG47/S8324,PHHV4/3IIH6,PHHV4/LH162,PHHV4/LH185,PHHV4/PHK05,PHHV4/PHK56,PHHV4/PHR25,PHHV4/PHZ51,PHJ40/LH82,PHJ89/CG120,PHJ89/LH145,PHJ89/PHHV4,PHJ89/PHRE1,PHJ89/S8324,PHK05/PHRE1,PHK56/PHRE1,PHN66/LH123HT,PHN66/LH185,PHN66/LH38,PHN66/LH51,PHN66/LH82,PHN66/PHG29,PHN66/PHG47,PHN66/PHG83,PHN66/PHK56,PHN66/PHN82,PHN66/PHZ51,PHN66/Q381,PHN82/LH145,PHN82/PHB47,PHN82/PHHV4,PHN82/PHRE1,PHN82/S8324,PHRE1/PHR25,PHW52/LH123HT,PHW52/LH38,PHW52/LH51,PHW52/LH82,PHW52/PHG29,PHW52/PHG47,PHW52/PHG83,PHW52/PHK56,PHW52/PHM49,PHW52/PHN37,PHZ51/LH145,S8324/3IIH6,S8324/LH162,S8324/PHK05,S8324/PHK56,S8324/PHR25,S8324/PHZ51,VA35/LH195,W10005_0147/PHB47,W10008_0069/PHB47,W37A/PHB47,WF9/H95,B97/PHB47,B37/OH43,BGEM-0005-N/LH195,BGEM-0063-N/LH195,BGEM-0089-N/LH195,BGEM-0124-N/LH195,BGEM-0151-N/LH195,BGEM-0182-N/LH195,BGEM-0202-N/LH195,BGEM-0203-N/LH195,BGEM-0206-N/LH195,BGEM-0207-N/LH195,BGEM-0211-N/LH195,BGEM-0227-N/LH195,BGEM-0235-N/LH195,BGEM-0239-N/LH195,BGEM-0246-N/LH195,BGEM-0256-N/LH195,BGEM-0259-N/LH195,GEMN-0269/3IIH6,MO17/PHZ51,Z029E0002/PHZ51,Z031E0012/PHZ51,Z031E0556/PHZ51,Z032E0034/PHZ51,Z032E0081/PHZ51,Z033E0001/PHZ51,Z034E0042/3IIH6,Z034E0042/PHZ51,Z035E0047/PHZ51,Z035E0060/PHZ51,Z036E0057/PHZ51,Z037E0012/3IIH6,Z037E0054/PHZ51,Z038E0057/3IIH6,Z038E0057/PHZ51,MBNIL B004/PHZ51,MBNIL B015/3IIH6,MBNIL B015/PHZ51,MBNIL B040/3IIH6,MBNIL B040/PHZ51,MBNIL B043/3IIH6,MBNIL B043/PHZ51,MBNIL B044/PHZ51,MBNIL B049/PHZ51,MBNIL B055/LH185,MBNIL B055/PHZ51,MBNIL B057/PHZ51,MBNIL B065/3IIH6,MBNIL B065/PHZ51,MBNIL B078/3IIH6,MBNIL B078/PHZ51,MBNIL B102/PHZ51,MBNIL B107/3IIH6,MBNIL B107/PHZ51,MBNIL B111/3IIH6,MBNIL B111/PHZ51,MBNIL B122/3IIH6,MBNIL B122/PHZ51,MBNIL B123/PHZ51,MBNIL B136/PHZ51,MBNIL B154/3IIH6,MBNIL B154/PHZ51,MBNIL B169/PHZ51,MBNIL B175/3IIH6,MBNIL B175/LH185,MBNIL B175/PHZ51,MBNIL B189/3IIH6,MBNIL B189/LH185,MBNIL B189/PHZ51,LH132/LH51,PHG39/PHM49,WF9/MO17,MBNIL B004/LH185,MBNIL B015/LH185,MBNIL B055/3IIH6,MBNIL B057/3IIH6,MBNIL B102/3IIH6,MBNIL B102/LH185,MBNIL B123/3IIH6,MBNIL B144/3IIH6,MBNIL B144/LH185,AH83/3IIH6,B111/3IIH6,MS222/3IIH6,TR 9-1-1-6/3IIH6
ARH1,31.869,0.371,20.377,2.644,119.841,84.394,276.075,3.708,1358.462,539.811,88.663,87.26,190.554,562.665,50.524,82.408,88.916,495.436,379.672,229.272,0.153,438.092,14.956,4018.381,281.646,1004.048,110.574,0.013,64.954,94.52,10.071,363.738,316.343,51.364,325.513,2.465,880.46,306.272,2929.906,85.165,59.107,538.474,1659.035,81.11,446.954,672.761,243.422,88.881,633.939,11.517,49.476,370.176,2380.493,170.714,235.606,0.66,466.85,6.999,879.073,81.593,95.617,0.002,595.421,15.472,481.563,1729.791,645.554,320.359,190.028,472.578,6.038,0.551,615.376,1467.942,1478.177,59.35,6.242,191.217,607.976,0.991,0.256,6.337,111.956,129.452,265.608,48.943,16.807,102.076,1635.9,1635.26,39.823,21.234,11.085,113.144,437.3,5.48,22.277,44.551,14.462,277.82,667.775,340.415,279.888,264.245,117.922,137.104,629.339,546.421,380.665,1290.884,385.164,1196.384,90.127,32.641,1183.345,5.731,51.043,291.037,7.306,788.694,316.872,209.252,23.738,0.438,665.952,1192.224,23.36,5.916,206.364,258.028,127.496,41.135,4.422,873.084,575.766,745.952,22.64,219.093,1814.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARH2,NA,67.503,104.859,1889.053,104.695,264.596,307.25,2485.923,179.514,987.329,1300.408,319.593,462.355,274.844,711.917,438.298,70.343,NA,805.392,25.268,29.095,NA,NA,215.543,120.669,0.071,38.408,208.489,6.194,NA,23.858,3129.242,333.519,NA,1085.943,227.279,892.47,3537.24,1046.057,521.316,47.536,33.217,211.046,345.793,14.277,1.137,376.605,359.396,148.323,NA,1895.817,238.128,NA,334.896,3.349,450.777,1632.663,112.045,964.227,376.201,377.738,254.523,25.203,2038.051,1495.011,486.948,493.396,711.232,0.119,91.643,173.221,44.207,899.886,248.29,1459.943,1133.32,312.668,2453.307,78.346,1348.465,31.84,1089.403,175.687,734.796,124.71,1.701,149.265,0.355,58.797,205.745,24.313,83.942,371.589,35.196,1214.911,241.504,1224.084,190.474,234.922,283.59,161.97,13.978,828.111,1595.247,34.561,16.242,469.744,946.507,60.875,1.277,64.114,83.103,705.509,1855.02,13.971,116.895,104.706,131.877,0.869,1040.012,723.042,433.844,1153.453,482.734,NA,NA,49.673,4486.486,59.586,0.379,211.317,325.261,NA,1214.334,476.629,519.932,5.051,1042.272,10.057,146.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.594,370.224,NA,NA,532.199,369.178,32.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.108,220.403,78.723,NA,NA,NA,12.089,NA,NA,NA,201.788,NA,NA,NA,NA,NA,3215.167,0.126,NA,NA,1082.948,528.246,NA,8.372,NA,NA,88.374,NA,541.693,NA,NA,NA,NA,512.344,250.791,NA,8.204,NA,NA,NA,1510.213,NA,NA,NA,NA,NA,NA,NA,NA,102.262,NA,7.771,394.395,NA,NA,36.991,NA,NA,NA,871.332,69.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.093,NA,NA,NA,33.601,NA,NA,NA,NA,376.213,1110.83,NA,NA,3315.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.097,79.319,0.228,148.761,11.255,181.018,0.046,116.965,5.125,2.959,19.958,167.892,10.307,460.542,87.823,61.88,0.186,126.337,7.138,231.343,42.897,4.349,96.268,235.796,323.002,308.111,46.083,153.352,427.468,546.923,718.95,14.341,22.475,2.374,291.067,0.16,62.132,24.045,219.937,77.447,303.169,1.299,14.604,105.584,45.374,366.967,173.833,22.116,70.372,225.25,656.988,382.348,2.817,573.44,75.617,237.866,1.657,69.945,160.445,27.42,7.588,168.52,16.502,32.322,1.327,360.41,80.444,63.661,1.433,5.746,91.012,42.219,0,3.699,19.045,27.009,39.604,159.683,45.814,86.371,33.139,470.008,9.745,496.631,25.445,181.547,326.215,0.836,215.935,614.308,122.757,20.55,337.263,41.005,13.708,0.261,10.179,59.857,73.096,5.859,231.768,4.148,532.428,5.027,760.781,108.262,55.733,357.571,19.012,35.646,18.047,348.027,225.195,4.532,5.38,1.531,135.383,143.756,9.833,233.394,89.587,0.19,133.781,383.037,19.146,566.291,3.941,282.666,34.849,0.642,105.962,142.106,913.537,42.448,57.003,175.584,210.415,3.526,108.731,548.261,184.774,0.067,1986.041,142.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEH1,NA,NA,NA,885.552,707.313,13.426,NA,NA,NA,1537.43,NA,6421.784,2905.714,NA,NA,232.452,58.176,52.499,NA,NA,49.514,NA,NA,68.948,240.677,2516.848,431.4,851.817,568.609,NA,NA,233.938,NA,NA,2.649,NA,1444.792,NA,2653.759,NA,3.047,NA,5.998,NA,76.922,1778.731,1107.734,NA,92.339,NA,51.727,NA,22.682,NA,140.674,NA,10.691,65.186,NA,595.506,NA,NA,18.245,NA,140.006,NA,NA,NA,NA,781.286,3.08,140.131,9.412,5.436,79.727,109.568,3565.744,1041.871,NA,83.095,NA,1083.327,NA,2558.23,2220.79,0.018,3.121,221.657,0.001,NA,434.159,543.064,10.674,NA,82.191,0.04,251.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.182,248.404,884.02,253.78,NA,NA,NA,703.547,NA,NA,NA,NA,615.51,81.722,NA,NA,932.813,NA,410.144,387.269,NA,NA,NA,NA,NA,137.756,90.148,128.742,NA,NA,0.241,82.116,2708.555,299.721,1234.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.576,778.96,291.972,307.917,841.007,697.014,53.917,554.668,4.472,254.704,99.237,63.142,58.308,NA,NA,NA,NA,NA,NA,25.227,2146.777,180.696,1002.593,79.096,409.109,NA,723.505,425.396,190.643,686.176,98.062,2.899,1304.046,9.225,88.291,1270.248,56.284,40.068,163.074,NA,NA,NA,588.797,NA,0.59,194.756,75.135,303.25,46.756,105.427,287.37,NA,228.18,97.721,NA,59.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.592,1206.188,1.891,385.897,23.523,17.352,46.063,54.784,208.238,89.573,3.707,113.998,NA,NA,NA,NA,NA,NA,3737.166,101.176,1060.594,28.491,137.007,220.141,194.937,163.805,793.138,368.999,NA,NA,NA,NA,NA,NA,NA,139.626,51.65,3.168,410.783,352.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAH1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152.968,177.22,858.737,NA,65.812,214.242,3323.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6134.82,3741.319,3725.582,NA,NA,69.151,1767.208,1775.888,NA,NA,1125.217,NA,NA,NA,NA,NA,74.66,NA,NA,NA,620.113,48.358,1524.047,355.37,474.826,803.613,638.476,1484.094,6281.488,5241.238,2149.254,1909.552,560.066,1927.633,13.247,NA,8.707,NA,NA,102.749,3255.894,NA,1432.425,NA,NA,NA,NA,NA,NA,120.215,NA,NA,217.486,NA,NA,654.718,NA,1.585,1009.908,777.696,4715.774,29.14,16.575,1097.596,29.383,2269.396,13.541,3498.429,743.471,1.846,149.019,2737.061,NA,NA,NA,102.594,109.454,176.319,1511.265,37.011,301.961,303.213,270.994,484.226,3863.411,2633.921,NA,157.93,487.143,4085.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2969.946,110.09,30.49,116.435,66.151,22.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876.666,NA,NA,NA,NA,NA,NA,NA,NA,1862.027,NA,NA,1079.826,850.079,39.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAH2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150.327,308.78,NA,NA,538.26,1443.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.811,788.909,2645.699,NA,NA,NA,505.814,NA,NA,NA,1.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.033,NA,NA,NA,17.82,NA,NA,NA,NA,NA,NA,NA,NA,144.441,NA,NA,275.473,NA,NA,403.907,NA,NA,1648.706,207.49,1101.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.78,24.105,621.461,348.732,134.029,381.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.527,NA,NA,NA,NA,NA,NA,NA,NA,34.676,297.285,1.977,545.317,1864.777,37.634,0,235.567,220.49,1.793,78.628,13.347,371.161,430.251,6.954,371.341,280.334,668.625,107.208,0.078,47.094,943.329,382.109,62.423,55.798,666.432,1.83,4.785,0,8.355,976.34,133.043,95.949,646.715,315.707,52.846,135.059,49.847,478.291,268.934,710.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAH1,NA,NA,84.103,14.345,8.069,89.82,NA,NA,81.921,2.525,NA,51.262,39.901,NA,169.346,151.975,12.441,0.348,583.263,19.868,282.259,NA,NA,38.798,40.44,2.071,9.299,2.48,1.073,NA,NA,14.116,NA,NA,0.924,NA,1957.212,45.078,372.439,8.074,31.154,NA,188.789,NA,3.182,305.136,264.868,NA,0.668,NA,40.335,0.164,14.248,419.896,270.301,NA,234.076,8.512,17.396,107.52,18.251,142.283,16.838,93.776,0.886,26.824,9.148,1.959,363.194,72.046,41.406,16.758,318.948,160.41,44.913,477.121,1143.445,331.651,322.41,88.076,NA,2.34,NA,0.131,125.413,64.675,882.732,120.353,24.09,98.952,281.91,42.859,141.726,135.121,319.881,11.326,46.664,439.349,95.619,9.132,65.442,70.615,0.066,10.723,0.995,181.026,234.717,7.438,42.53,53.613,287.18,428.146,701.462,3.969,40.717,141.019,NA,15.922,29.486,621.559,185.78,606.093,NA,NA,135.329,3.692,23.444,12.63,NA,NA,NA,NA,NA,0.557,31.571,12.624,300.795,NA,31.5,243.146,289.512,NA,5.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.054,372.12,179.89,375.998,137.45,169.933,5.829,44.805,353.02,69.465,197.894,128.142,NA,NA,NA,NA,NA,NA,173.4,358.448,160.073,43.891,18.509,208.085,NA,153.523,5.483,2.912,75.26,95.705,21.526,280.963,115.387,4.14,663.908,261.441,0.368,NA,NA,NA,NA,26.876,NA,210.892,87.029,12.183,58.345,229.054,182.217,2.017,NA,42.39,510.858,NA,462.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.896,9.247,89.387,238.634,2.787,311.474,70.805,44.277,250.308,4.097,528.997,75.055,NA,NA,NA,NA,NA,NA,188.673,126.437,28.751,62.159,33.049,69.742,38.84,137.974,NA,246.667,NA,NA,NA,NA,NA,NA,NA,194.9,NA,NA,NA,NA,NA,NA,12.434,95.848,222.918,36.761,19.995,4.477,38.022,590.676,NA,NA,449.96,90.508,96.87,34.702,109.034,65.958,1018.436,40.728,26.67,0.733,141.469,NA,0.752,NA,NA,149.26,140.362,12.017,NA,NA,8.518,NA,218.618,37.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
