"line_code","env_code","Yield"
"PHN11_OH43_0001/PHB47","OHH1",164.44
"PHN11_OH43_0001/PHB47","DEH1",143.23
"PHN11_OH43_0001/PHB47","IAH1",136.45
"PHN11_OH43_0001/PHB47","MOH1",117.64
"PHN11_OH43_0001/PHB47","IAH2",128.44
"PHN11_OH43_0001/PHB47","TXH1-Early",147.34
"PHN11_OH43_0001/PHB47","IAH4",145.32
"PHN11_OH43_0001/PHB47","TXH1-Late",86
"PHN11_OH43_0001/PHB47","IAH1",155.44
"PHN11_OH43_0001/PHB47","IAH4",142.58
"PHN11_OH43_0001/PHB47","IAH2",98
"PHN11_OH43_0001/PHB47","ONH1",183.28
"PHN11_OH43_0001/PHB47","OHH1",152.32
"PHN11_OH43_0001/PHB47","TXH2",101.24
"PHN11_OH43_0001/PHB47","MIH1",154.68
"PHN11_OH43_0001/PHB47","TXH1-Late",92.74
"PHN11_OH43_0001/PHB47","TXH2",135.13
"PHN11_OH43_0001/PHB47","MIH1",203.36
"PHN11_OH43_0001/PHB47","ARH2",146.6
"PHN11_OH43_0001/PHB47","ARH2",168.08
"PHN11_OH43_0001/PHB47","ARH1",74.39
"PHN11_OH43_0001/PHB47","ARH1",126.25
"PHN11_OH43_0001/PHB47","COH1",NA
"PHN11_OH43_0001/PHB47","COH1",NA
"PHN11_OH43_0001/PHB47","COH1",NA
"PHN11_OH43_0001/PHB47","COH1",NA
"PHN11_OH43_0001/PHB47","DEH1",NA
"PHN11_OH43_0001/PHB47","MNH1",NA
"PHN11_OH43_0001/PHB47","MNH1",NA
"PHN11_OH43_0001/PHB47","NYH1",NA
"PHN11_OH43_0001/PHB47","NYH1",NA
"PHN11_OH43_0001/PHB47","ONH1",NA
"PHN11_OH43_0001/PHB47","ONH2",NA
"PHN11_OH43_0001/PHB47","ONH2",NA
"PHN11_OH43_0001/PHB47","WIH1",NA
"PHN11_OH43_0001/PHB47","WIH1",NA
"PHN11_OH43_0001/PHB47","WIH2",NA
"PHN11_OH43_0001/PHB47","WIH2",NA
"PHN11_PHG47_0251/PHB47","SCH1",NA
"PHN11_PHG47_0251/PHB47","GAH2",108.46
"PHN11_PHG47_0251/PHB47","SCH1",NA
"PHN11_PHG47_0251/PHB47","GAH2",118.63
"PHN11_PHG47_0251/PHB47","GAH1",100.32
"PHN11_PHG47_0251/PHB47","GAH1",96.89
"PHN11_PHG47_0251/PHB47","DEH1",173.1
"PHN11_PHG47_0251/PHB47","COH1",89.63
"PHN11_PHG47_0251/PHB47","TXH1-Late",81.03
"PHN11_PHG47_0251/PHB47","DEH1",166.59
"PHN11_PHG47_0251/PHB47","COH1",79.79
"PHN11_PHG47_0251/PHB47","ILH1",185.12
"PHN11_PHG47_0251/PHB47","COH1",115.53
"PHN11_PHG47_0251/PHB47","TXH1-Early",114.92
"PHN11_PHG47_0251/PHB47","INH1",151.66
"PHN11_PHG47_0251/PHB47","MOH1",126.29
"PHN11_PHG47_0251/PHB47","MOH1",102.25
"PHN11_PHG47_0251/PHB47","INH1",185.94
"PHN11_PHG47_0251/PHB47","COH1",109.68
"PHN11_PHG47_0251/PHB47","ILH1",160.86
"PHN11_PHG47_0251/PHB47","TXH1-Dry",111.78
"PHN11_PHG47_0251/PHB47","ONH2",65.82
"PHN11_PHG47_0251/PHB47","IAH3",161.2
"PHN11_PHG47_0251/PHB47","TXH1-Late",72.2
"PHN11_PHG47_0251/PHB47","IAH1",169.47
"PHN11_PHG47_0251/PHB47","TXH1-Dry",136.12
"PHN11_PHG47_0251/PHB47","TXH2",133.27
"PHN11_PHG47_0251/PHB47","IAH3",179.22
"PHN11_PHG47_0251/PHB47","IAH2",130.96
"PHN11_PHG47_0251/PHB47","ONH2",69.47
"PHN11_PHG47_0251/PHB47","TXH1-Early",147.08
"PHN11_PHG47_0251/PHB47","IAH1",146
"PHN11_PHG47_0251/PHB47","WIH1",188.3159087
"PHN11_PHG47_0251/PHB47","IAH4",187.2
"PHN11_PHG47_0251/PHB47","ONH1",186.04
"PHN11_PHG47_0251/PHB47","IAH2",142.03
"PHN11_PHG47_0251/PHB47","IAH4",160.76
"PHN11_PHG47_0251/PHB47","OHH1",154.43
"PHN11_PHG47_0251/PHB47","MIH1",181.03
"PHN11_PHG47_0251/PHB47","TXH2",176.58
"PHN11_PHG47_0251/PHB47","ONH1",170.64
"PHN11_PHG47_0251/PHB47","WIH2",201.7455976
"PHN11_PHG47_0251/PHB47","WIH2",160.9534134
"PHN11_PHG47_0251/PHB47","WIH1",195.5124472
"PHN11_PHG47_0251/PHB47","MNH1",53.27
"PHN11_PHG47_0251/PHB47","MNH1",130.27
"PHN11_PHG47_0251/PHB47","ARH2",116.27
"PHN11_PHG47_0251/PHB47","MIH1",184.38
"PHN11_PHG47_0251/PHB47","OHH1",162.98
"PHN11_PHG47_0251/PHB47","ARH1",NA
"PHN11_PHG47_0251/PHB47","ARH1",NA
"PHN11_PHG47_0251/PHB47","ARH2",NA
"PHN11_PHG47_0251/PHB47","NCH1",NA
"PHN11_PHG47_0251/PHB47","NCH1",NA
"PHN11_PHG47_0251/PHB47","NYH1",NA
"PHN11_PHG47_0251/PHB47","NYH1",NA
"PHN11_PHG47_0251/PHB47","NYH2",NA
"PHN11_PHG47_0251/PHB47","NYH2",NA
"PHN66/LH82","NEH4",63.3
"PHN66/LH82","NEH4",65.51
"PHN66/LH82","NEH3",89.12
"PHN66/LH82","NEH3",165.64
"PHN66/LH82","OHH1",143.4
"PHN66/LH82","COH1",95.99
"PHN66/LH82","DEH1",172.8
"PHN66/LH82","COH1",112.53
"PHN66/LH82","DEH1",165.16
"PHN66/LH82","COH1",96.71
"PHN66/LH82","ILH1",174.43
"PHN66/LH82","IAH2",136.67
"PHN66/LH82","ILH1",142.93
"PHN66/LH82","INH1",191.35
"PHN66/LH82","MOH1",156.76
"PHN66/LH82","MOH1",125.97
"PHN66/LH82","COH1",111.41
"PHN66/LH82","INH1",178.46
"PHN66/LH82","IAH1",183.52
"PHN66/LH82","IAH3",170.54
"PHN66/LH82","IAH3",231.75
"PHN66/LH82","IAH4",165.34
"PHN66/LH82","IAH2",136.48
"PHN66/LH82","NYH3",190.74
"PHN66/LH82","NYH3",147.07
"PHN66/LH82","OHH1",160.57
"PHN66/LH82","IAH4",203.91
"PHN66/LH82","WIH1",196.1240211
"PHN66/LH82","IAH1",186.95
"PHN66/LH82","WIH2",201.1209687
"PHN66/LH82","WIH1",214.5939231
"PHN66/LH82","WIH2",169.4940254
"PHN66/PHZ51","NEH4",48.27
"PHN66/PHZ51","NEH4",46.17
"PHN66/PHZ51","NEH3",120.73
"PHN66/PHZ51","NEH3",78.35
"PHN66/PHZ51","ILH1",184.79
"PHN66/PHZ51","COH1",75.12
"PHN66/PHZ51","COH1",91.92
"PHN66/PHZ51","DEH1",164.69
"PHN66/PHZ51","COH1",104.4
"PHN66/PHZ51","DEH1",182.84
"PHN66/PHZ51","COH1",129.74
"PHN66/PHZ51","IAH1",154.92
"PHN66/PHZ51","MOH1",119.47
"PHN66/PHZ51","MOH1",115
"PHN66/PHZ51","NYH3",134.25
"PHN66/PHZ51","INH1",220.76
"PHN66/PHZ51","ILH1",177.88
"PHN66/PHZ51","IAH2",153.18
"PHN66/PHZ51","INH1",208.87
"PHN66/PHZ51","NYH3",183.06
"PHN66/PHZ51","IAH1",168.85
"PHN66/PHZ51","IAH3",218.56
"PHN66/PHZ51","IAH4",168.72
"PHN66/PHZ51","WIH2",164.6419374
"PHN66/PHZ51","WIH2",149.1276416
"PHN66/PHZ51","IAH2",137.93
"PHN66/PHZ51","WIH1",219.6230059
"PHN66/PHZ51","WIH1",176.1848521
"PHN66/PHZ51","IAH3",217.78
"PHN66/PHZ51","IAH4",195.03
"PHN66/PHZ51","OHH1",193.14
"PHN66/PHZ51","OHH1",189.72
"PHN82/PHB47","COH1",124.13
"PHN82/PHB47","NYH2",170
"PHN82/PHB47","NYH1",146.48
"PHN82/PHB47","COH1",117.86
"PHN82/PHB47","COH1",88.69
"PHN82/PHB47","COH1",135.66
"PHN82/PHB47","IAH2",186.84
"PHN82/PHB47","IAH4",206.57
"PHN82/PHB47","IAH2",196.38
"PHN82/PHB47","NYH2",166.38
"PHN82/PHB47","NYH1",153.39
"PHN82/PHB47","ONH1",181.27
"PHN82/PHB47","ONH2",93.91
"PHN82/PHB47","ONH2",78.12
"PHN82/PHB47","WIH1",239.7770795
"PHN82/PHB47","ONH1",200.87
"PHN82/PHB47","WIH2",210.9666568
"PHN82/PHB47","WIH1",218.1069586
"PHN82/PHB47","MIH1",220.15
"PHN82/PHB47","IAH4",216.27
"PHN82/PHB47","WIH2",201.5029932
"PHN82/PHB47","MIH1",197
"PHN82/PHB47","MNH1",211.66
"PHN82/PHB47","MNH1",176.07
"PHP02/PHB47","GAH1",11.75
"PHP02/PHB47","NEH4",39.69
"PHP02/PHB47","SCH1",NA
"PHP02/PHB47","NCH1",120.25
"PHP02/PHB47","GAH1",100.82
"PHP02/PHB47","NEH4",34.37
"PHP02/PHB47","SCH1",NA
"PHP02/PHB47","NEH3",151.63
"PHP02/PHB47","NEH3",51.16
"PHP02/PHB47","NCH1",95.1
"PHP02/PHB47","GAH2",126.14
"PHP02/PHB47","DEH1",178.25
"PHP02/PHB47","TXH1-Late",79.83
"PHP02/PHB47","NYH1",183.71
"PHP02/PHB47","WIH1",175.3560304
"PHP02/PHB47","COH1",125.33
"PHP02/PHB47","DEH1",210.2
"PHP02/PHB47","ILH1",189.74
"PHP02/PHB47","COH1",108.72
"PHP02/PHB47","ILH1",143.91
"PHP02/PHB47","COH1",117.53
"PHP02/PHB47","COH1",101.58
"PHP02/PHB47","TXH1-Dry",151.76
"PHP02/PHB47","INH1",215.68
"PHP02/PHB47","IAH3",204.49
"PHP02/PHB47","IAH3",182.11
"PHP02/PHB47","MOH1",163.87
"PHP02/PHB47","MOH1",142.94
"PHP02/PHB47","TXH1-Dry",142.21
"PHP02/PHB47","NYH2",140.08
"PHP02/PHB47","TXH1-Early",159.2
"PHP02/PHB47","IAH4",147.56
"PHP02/PHB47","INH1",207.43
"PHP02/PHB47","NYH2",218.65
"PHP02/PHB47","WIH1",217.9272857
"PHP02/PHB47","NYH1",169.58
"PHP02/PHB47","TXH2",55.86
"PHP02/PHB47","MNH1",159.07
"PHP02/PHB47","IAH1",191.19
"PHP02/PHB47","IAH1",177.82
"PHP02/PHB47","IAH2",139.41
"PHP02/PHB47","ONH2",82.45
"PHP02/PHB47","ONH2",67.41
"PHP02/PHB47","IAH2",158.18
"PHP02/PHB47","ARH2",205.42
"PHP02/PHB47","ARH2",154.28
"PHP02/PHB47","TXH1-Early",152.9
"PHP02/PHB47","WIH2",187.9766475
"PHP02/PHB47","IAH4",181.84
"PHP02/PHB47","MNH1",133.49
"PHP02/PHB47","TXH2",121.34
"PHP02/PHB47","ONH1",205.47
"PHP02/PHB47","WIH2",178.2331395
"PHP02/PHB47","ONH1",157.44
"PHP02/PHB47","ARH1",102.33
"PHP02/PHB47","OHH1",176.59
"PHP02/PHB47","MIH1",207.53
"PHP02/PHB47","MIH1",184.72
"PHP02/PHB47","OHH1",180.34
"PHP02/PHB47","ARH1",100
"PHP02/PHB47","GAH2",56.45
"TX714/PHZ51","OHH1",44.52
"TX714/PHZ51","NCH1",192.16
"TX714/PHZ51","NCH1",140.35
"TX714/PHZ51","GAH1",142.9
"TX714/PHZ51","NYH1",126.96
"TX714/PHZ51","GAH1",131.48
"TX714/PHZ51","NYH1",125.51
"TX714/PHZ51","TXH1-Late",95.76
"TX714/PHZ51","ARH2",144.97
"TX714/PHZ51","WIH2",189.570355
"TX714/PHZ51","TXH1-Dry",163.21
"TX714/PHZ51","TXH1-Dry",159.91
"TX714/PHZ51","ARH1",136.88
"TX714/PHZ51","TXH1-Early",159.23
"TX714/PHZ51","WIH1",233.9770017
"TX714/PHZ51","WIH2",156.9229501
"TX714/PHZ51","TXH1-Early",169.47
"TX714/PHZ51","TXH1-Late",96.64
"TX714/PHZ51","WIH1",204.8574446
"TX714/PHZ51","TXH2",122.67
"TX714/PHZ51","TXH2",118.55
"TX714/PHZ51","ARH2",98.12
"TX714/PHZ51","OHH1",178.61
"TX714/PHZ51","ARH1",59.57
"TX714/PHZ51","DEH1",NA
"TX714/PHZ51","DEH1",NA
"TX714/PHZ51","IAH1",NA
"TX714/PHZ51","IAH1",NA
"TX714/PHZ51","IAH2",NA
"TX714/PHZ51","IAH2",NA
"TX714/PHZ51","IAH3",NA
"TX714/PHZ51","IAH3",NA
"TX714/PHZ51","IAH4",NA
"TX714/PHZ51","IAH4",NA
"TX714/PHZ51","ILH1",NA
"TX714/PHZ51","ILH1",NA
"TX714/PHZ51","INH1",NA
"TX714/PHZ51","INH1",NA
"TX714/PHZ51","MIH1",NA
"TX714/PHZ51","MIH1",NA
"TX714/PHZ51","NYH2",NA
"TX714/PHZ51","NYH2",NA
"TX714/PHZ51","NYH2",NA
"TX714/PHZ51","NYH2",NA
"TX714/PHZ51","ONH1",NA
"TX714/PHZ51","ONH1",NA
"TX714/PHZ51","ONH2",NA
"TX714/PHZ51","ONH2",NA
"TX740/LH195","NCH1",160.59
"TX740/LH195","NCH1",150.55
"TX740/LH195","GAH1",138.32
"TX740/LH195","GAH1",185.98
"TX740/LH195","IAH3",186.99
"TX740/LH195","IAH3",232.54
"TX740/LH195","COH1",61.5
"TX740/LH195","ARH1",154.61
"TX740/LH195","COH1",66.41
"TX740/LH195","DEH1",149.66
"TX740/LH195","IAH1",200.82
"TX740/LH195","DEH1",168.5
"TX740/LH195","IAH2",183.41
"TX740/LH195","TXH2",219.61
"TX740/LH195","IAH1",225.74
"TX740/LH195","TXH2",153.32
"TX740/LH195","IAH4",194.42
"TX740/LH195","ONH2",61.73
"TX740/LH195","ONH2",61.28
"TX740/LH195","IAH4",226.91
"TX740/LH195","IAH2",193.97
"TX740/LH195","ARH1",124.27
"TX740/LH195","COH1",NA
"TX740/LH195","COH1",NA
"TX740/LH195","ONH1",NA
"TX740/LH195","ONH1",NA
"TX740/LH195","SCH1",NA
"TX740/LH195","SCH1",NA
"TX770/LH195","NCH1",147.73
"TX770/LH195","NCH1",201.32
"TX770/LH195","GAH1",168.19
"TX770/LH195","TXH1-Late",68.94
"TX770/LH195","IAH3",280.81
"TX770/LH195","TXH1-Early",208.55
"TX770/LH195","TXH1-Dry",169.78
"TX770/LH195","IAH1",206.91
"TX770/LH195","TXH2",151.99
"TX770/LH195","TXH1-Late",80.97
"TX770/LH195","IAH1",244.44
"TX770/LH195","GAH1",243.06
"TX770/LH195","TXH1-Early",191.21
"TX770/LH195","TXH1-Dry",192.28
"TX770/LH195","IAH3",264.14
"TX770/LH195","IAH2",135.16
"TX770/LH195","IAH4",194.44
"TX770/LH195","IAH2",151.08
"TX770/LH195","ARH1",47.73
"TX770/LH195","TXH2",171.42
"TX770/LH195","ARH1",92.85
"TX770/LH195","COH1",NA
"TX770/LH195","COH1",NA
"TX770/LH195","COH1",NA
"TX770/LH195","COH1",NA
"TX770/LH195","COH1",NA
"TX770/LH195","DEH1",NA
"TX770/LH195","DEH1",NA
"TX770/LH195","IAH4",NA
"TX770/LH195","ONH1",NA
"TX770/LH195","ONH1",NA
"TX770/LH195","ONH2",NA
"TX770/LH195","ONH2",NA
"TX770/LH195","SCH1",NA
"TX770/LH195","SCH1",NA
"W10005_0107/PHB47","WIH2",68.43301775
"W10005_0107/PHB47","GAH1",45.74
"W10005_0107/PHB47","GAH1",70.67
"W10005_0107/PHB47","NCH1",120.68
"W10005_0107/PHB47","GAH2",47.57
"W10005_0107/PHB47","GAH2",148.62
"W10005_0107/PHB47","NCH1",94.33
"W10005_0107/PHB47","OHH1",104.91
"W10005_0107/PHB47","SCH1",NA
"W10005_0107/PHB47","SCH1",NA
"W10005_0107/PHB47","COH1",104.63
"W10005_0107/PHB47","TXH1-Dry",155.5
"W10005_0107/PHB47","COH1",101.63
"W10005_0107/PHB47","TXH1-Late",99.35
"W10005_0107/PHB47","DEH1",140.33
"W10005_0107/PHB47","TXH1-Early",162.81
"W10005_0107/PHB47","NYH1",151.95
"W10005_0107/PHB47","TXH1-Dry",148.41
"W10005_0107/PHB47","COH1",65.62
"W10005_0107/PHB47","MOH1",145.77
"W10005_0107/PHB47","TXH1-Early",131.51
"W10005_0107/PHB47","COH1",106.78
"W10005_0107/PHB47","ILH1",175.76
"W10005_0107/PHB47","DEH1",168.2
"W10005_0107/PHB47","MOH1",113.26
"W10005_0107/PHB47","INH1",209.63
"W10005_0107/PHB47","ILH1",165.2
"W10005_0107/PHB47","IAH3",211.56
"W10005_0107/PHB47","INH1",181.45
"W10005_0107/PHB47","WIH1",188.8036281
"W10005_0107/PHB47","IAH4",147.18
"W10005_0107/PHB47","NYH2",143.52
"W10005_0107/PHB47","IAH3",194.45
"W10005_0107/PHB47","NYH1",91.85
"W10005_0107/PHB47","WIH2",161.1425427
"W10005_0107/PHB47","NYH2",148.43
"W10005_0107/PHB47","ONH2",60.03
"W10005_0107/PHB47","IAH1",182.49
"W10005_0107/PHB47","IAH1",156.22
"W10005_0107/PHB47","ONH2",69.87
"W10005_0107/PHB47","ONH1",195.67
"W10005_0107/PHB47","TXH1-Late",87.17
"W10005_0107/PHB47","WIH1",153.3386982
"W10005_0107/PHB47","IAH2",150.02
"W10005_0107/PHB47","IAH2",153.63
"W10005_0107/PHB47","IAH4",147.14
"W10005_0107/PHB47","ONH1",134.93
"W10005_0107/PHB47","TXH2",146.56
"W10005_0107/PHB47","TXH2",155.83
"W10005_0107/PHB47","ARH1",96.96
"W10005_0107/PHB47","MNH1",127.53
"W10005_0107/PHB47","ARH2",133.8
"W10005_0107/PHB47","MIH1",180.42
"W10005_0107/PHB47","ARH2",128.56
"W10005_0107/PHB47","ARH1",169.79
"W10005_0107/PHB47","MIH1",180.45
"W10005_0107/PHB47","OHH1",146.37
"W10005_0107/PHB47","MNH1",157.25
"W10005_0147/PHB47","GAH2",98.33
"W10005_0147/PHB47","GAH2",120.3
"W10005_0147/PHB47","COH1",127.26
"W10005_0147/PHB47","ILH1",219.41
"W10005_0147/PHB47","COH1",125.42
"W10005_0147/PHB47","DEH1",160.18
"W10005_0147/PHB47","COH1",139.27
"W10005_0147/PHB47","COH1",121.29
"W10005_0147/PHB47","DEH1",172.7
"W10005_0147/PHB47","NYH3",134.35
"W10005_0147/PHB47","INH1",160.3
"W10005_0147/PHB47","ILH1",168.97
"W10005_0147/PHB47","INH1",187.38
"W10005_0147/PHB47","OHH1",123.8
"W10005_0147/PHB47","NYH3",166.56
"W10005_0147/PHB47","ONH2",71.53
"W10005_0147/PHB47","ONH2",79.56
"W10005_0147/PHB47","ONH1",192.28
"W10005_0147/PHB47","ONH1",127.32
"W10005_0147/PHB47","OHH1",164.09
"W10008_0069/PHB47","GAH2",120.49
"W10008_0069/PHB47","GAH2",117.5
"W10008_0069/PHB47","COH1",49.16
"W10008_0069/PHB47","COH1",139.6
"W10008_0069/PHB47","COH1",126.02
"W10008_0069/PHB47","DEH1",148.89
"W10008_0069/PHB47","COH1",83.57
"W10008_0069/PHB47","NYH3",170.64
"W10008_0069/PHB47","DEH1",187.84
"W10008_0069/PHB47","ILH1",179.2
"W10008_0069/PHB47","INH1",193.89
"W10008_0069/PHB47","INH1",208.17
"W10008_0069/PHB47","NYH3",146.48
"W10008_0069/PHB47","ONH2",49.77
"W10008_0069/PHB47","ONH2",77.84
"W10008_0069/PHB47","ILH1",139.6
"W10008_0069/PHB47","ONH1",199.73
"W10008_0069/PHB47","ONH1",187.54
"W10008_0069/PHB47","OHH1",174.01
"W10008_0069/PHB47","OHH1",118.03
"W37A/PHB47","SCH1",NA
"W37A/PHB47","SCH1",NA
"W37A/PHB47","GAH2",83.73
"W37A/PHB47","GAH1",67.22
"W37A/PHB47","GAH2",50.17
"W37A/PHB47","TXH1-Late",79.59
"W37A/PHB47","GAH1",48.75
"W37A/PHB47","WIH1",178.154224
"W37A/PHB47","COH1",128.47
"W37A/PHB47","MOH1",126.48
"W37A/PHB47","COH1",136.72
"W37A/PHB47","DEH1",117.32
"W37A/PHB47","COH1",89.65
"W37A/PHB47","DEH1",145.48
"W37A/PHB47","TXH1-Dry",158.49
"W37A/PHB47","TXH1-Early",156.3
"W37A/PHB47","INH1",128.9
"W37A/PHB47","MOH1",114.94
"W37A/PHB47","TXH1-Early",151.87
"W37A/PHB47","COH1",95.74
"W37A/PHB47","WIH2",196.8979451
"W37A/PHB47","TXH1-Late",86.12
"W37A/PHB47","ONH2",59.53
"W37A/PHB47","MNH1",107.58
"W37A/PHB47","TXH1-Dry",148.01
"W37A/PHB47","ONH2",74.71
"W37A/PHB47","WIH2",130.6900423
"W37A/PHB47","WIH1",202.9501674
"W37A/PHB47","TXH2",114.44
"W37A/PHB47","TXH2",103.89
"W37A/PHB47","MNH1",121.28
"W37A/PHB47","ARH1",NA
"W37A/PHB47","ARH1",NA
"W37A/PHB47","ARH2",NA
"W37A/PHB47","ARH2",NA
"W37A/PHB47","IAH1",NA
"W37A/PHB47","IAH1",NA
"W37A/PHB47","IAH2",NA
"W37A/PHB47","IAH2",NA
"W37A/PHB47","IAH3",NA
"W37A/PHB47","IAH3",NA
"W37A/PHB47","IAH4",NA
"W37A/PHB47","IAH4",NA
"W37A/PHB47","ILH1",NA
"W37A/PHB47","ILH1",NA
"W37A/PHB47","MIH1",NA
"W37A/PHB47","MIH1",NA
"W37A/PHB47","NYH1",NA
"W37A/PHB47","NYH1",NA
"W37A/PHB47","NYH2",NA
"W37A/PHB47","OHH1",NA
"W37A/PHB47","OHH1",NA
"W37A/PHB47","ONH1",NA
"W37A/PHB47","ONH1",NA
"BGEM-0040-N/LH195","TXH1-Early",182.48
"BGEM-0040-N/LH195","TXH1-Early",164.86
"BGEM-0256-N/LH195","MNH1",56.55
"BGEM-0256-N/LH195","GAH2",124.49
"BGEM-0256-N/LH195","GAH2",122.89
"BGEM-0256-N/LH195","TXH1-Early",167.84
"BGEM-0256-N/LH195","IAH4",165.43
"BGEM-0256-N/LH195","MNH1",143.29
"BGEM-0256-N/LH195","IAH2",149.79
"BGEM-0256-N/LH195","MOH1",126.86
"BGEM-0256-N/LH195","IAH2",176.43
"BGEM-0256-N/LH195","WIH1",145.417694
"BGEM-0256-N/LH195","MOH1",93.15
"BGEM-0256-N/LH195","WIH1",122.9732308
"BGEM-0256-N/LH195","IAH3",218.09
"BGEM-0256-N/LH195","IAH4",166.85
"BGEM-0256-N/LH195","TXH1-Early",175.84
"BGEM-0256-N/LH195","IAH1",170.43
"BGEM-0256-N/LH195","IAH3",202.56
"BGEM-0256-N/LH195","IAH1",185.41
"BGEM-0256-N/LH195","NCH1",NA
"BGEM-0256-N/LH195","NCH1",NA
"BGEM-0259-N/LH195","NCH1",131.64
"BGEM-0259-N/LH195","MNH1",159.37
"BGEM-0259-N/LH195","GAH2",128.97
"BGEM-0259-N/LH195","IAH1",136.79
"BGEM-0259-N/LH195","GAH2",138.11
"BGEM-0259-N/LH195","WIH1",191.9390744
"BGEM-0259-N/LH195","IAH3",205.26
"BGEM-0259-N/LH195","IAH1",NA
"BGEM-0259-N/LH195","MOH1",97.65
"BGEM-0259-N/LH195","WIH1",171.3616357
"BGEM-0259-N/LH195","MOH1",138.18
"BGEM-0259-N/LH195","IAH2",NA
"BGEM-0259-N/LH195","IAH3",180.08
"BGEM-0259-N/LH195","TXH1-Early",186.51
"BGEM-0259-N/LH195","IAH2",159.79
"BGEM-0259-N/LH195","IAH4",181.08
"BGEM-0259-N/LH195","TXH1-Early",150.71
"BGEM-0259-N/LH195","IAH4",161.66
"BGEM-0259-N/LH195","MNH1",129.32
"BGEM-0259-N/LH195","NCH1",NA
"BGEM-0235-N/LH195","NCH1",150.44
"BGEM-0235-N/LH195","GAH2",104.22
"BGEM-0235-N/LH195","GAH2",160.22
"BGEM-0235-N/LH195","MOH1",146.57
"BGEM-0235-N/LH195","MOH1",141.34
"BGEM-0235-N/LH195","MNH1",147.8
"BGEM-0235-N/LH195","IAH3",250.77
"BGEM-0235-N/LH195","WIH1",218.1054522
"BGEM-0235-N/LH195","WIH1",197.2028952
"BGEM-0235-N/LH195","IAH3",235.18
"BGEM-0235-N/LH195","TXH1-Early",207.64
"BGEM-0235-N/LH195","IAH2",220.4
"BGEM-0235-N/LH195","IAH1",216.9
"BGEM-0235-N/LH195","IAH1",237.57
"BGEM-0235-N/LH195","TXH1-Early",174.28
"BGEM-0235-N/LH195","IAH2",182.67
"BGEM-0235-N/LH195","IAH4",204.16
"BGEM-0235-N/LH195","IAH4",207.99
"BGEM-0235-N/LH195","MNH1",155.15
"BGEM-0235-N/LH195","NCH1",NA
"BGEM-0005-N/LH195","GAH2",59.37
"BGEM-0005-N/LH195","IAH1",154.57
"BGEM-0005-N/LH195","WIH1",105.3885545
"BGEM-0005-N/LH195","IAH1",141.91
"BGEM-0005-N/LH195","IAH3",143.34
"BGEM-0005-N/LH195","GAH2",105.68
"BGEM-0005-N/LH195","WIH1",162.8038681
"BGEM-0005-N/LH195","MOH1",101.72
"BGEM-0005-N/LH195","IAH3",195.37
"BGEM-0005-N/LH195","MOH1",123.98
"BGEM-0005-N/LH195","IAH4",167.47
"BGEM-0005-N/LH195","IAH4",166.49
"BGEM-0005-N/LH195","TXH1-Early",176.81
"BGEM-0005-N/LH195","TXH1-Early",179.04
"BGEM-0005-N/LH195","MNH1",139.75
"BGEM-0005-N/LH195","MNH1",126.24
"BGEM-0005-N/LH195","IAH2",NA
"BGEM-0005-N/LH195","IAH2",NA
"BGEM-0005-N/LH195","NCH1",NA
"BGEM-0005-N/LH195","NCH1",NA
"BGEM-0063-N/LH195","NCH1",138.3
"BGEM-0063-N/LH195","GAH2",137.82
"BGEM-0063-N/LH195","NCH1",116.59
"BGEM-0063-N/LH195","GAH2",153.13
"BGEM-0063-N/LH195","WIH1",183.8751352
"BGEM-0063-N/LH195","IAH3",236.8
"BGEM-0063-N/LH195","WIH1",217.8281183
"BGEM-0063-N/LH195","MNH1",170.57
"BGEM-0063-N/LH195","TXH1-Early",182.98
"BGEM-0063-N/LH195","MOH1",158.05
"BGEM-0063-N/LH195","MOH1",126.45
"BGEM-0063-N/LH195","IAH3",242.88
"BGEM-0063-N/LH195","IAH1",207.82
"BGEM-0063-N/LH195","IAH4",199.31
"BGEM-0063-N/LH195","TXH1-Early",185.41
"BGEM-0063-N/LH195","IAH1",221.55
"BGEM-0063-N/LH195","IAH2",176.37
"BGEM-0063-N/LH195","IAH4",161.13
"BGEM-0063-N/LH195","IAH2",124.2
"BGEM-0063-N/LH195","MNH1",202.82
"BGEM-0089-N/LH195","NCH1",142.37
"BGEM-0089-N/LH195","IAH3",173.63
"BGEM-0089-N/LH195","NCH1",125.92
"BGEM-0089-N/LH195","IAH1",136.94
"BGEM-0089-N/LH195","GAH2",127.98
"BGEM-0089-N/LH195","WIH1",147.0775131
"BGEM-0089-N/LH195","GAH2",120.24
"BGEM-0089-N/LH195","IAH1",155.35
"BGEM-0089-N/LH195","TXH1-Early",130.74
"BGEM-0089-N/LH195","WIH1",171.3762806
"BGEM-0089-N/LH195","IAH3",168.01
"BGEM-0089-N/LH195","MOH1",98.7
"BGEM-0089-N/LH195","TXH1-Early",135.07
"BGEM-0089-N/LH195","IAH4",177.45
"BGEM-0089-N/LH195","MOH1",122.82
"BGEM-0089-N/LH195","IAH4",175.16
"BGEM-0089-N/LH195","MNH1",99.47
"BGEM-0089-N/LH195","IAH2",137.11
"BGEM-0089-N/LH195","IAH2",223.84
"BGEM-0089-N/LH195","MNH1",131.53
"BGEM-0124-N/LH195","MNH1",32.06
"BGEM-0124-N/LH195","MNH1",28.95
"BGEM-0124-N/LH195","IAH3",154.35
