"line_code","env_code","Yield"
"LH195/PHK56","NEH4",65
"LH195/PHK56","NEH4",58.42
"LH195/PHK56","NEH3",135.01
"LH195/PHK56","IAH3",191.44
"LH195/PHK56","COH1",91.52
"LH195/PHK56","COH1",72.26
"LH195/PHK56","IAH3",247.45
"LH195/PHK56","NYH3",152.51
"LH195/PHK56","COH1",92.82
"LH195/PHK56","DEH1",182.13
"LH195/PHK56","DEH1",178.22
"LH195/PHK56","INH1",211.61
"LH195/PHK56","COH1",88.03
"LH195/PHK56","ILH1",211.54
"LH195/PHK56","NYH3",198.56
"LH195/PHK56","ILH1",192.39
"LH195/PHK56","MOH1",184.88
"LH195/PHK56","MOH1",183.43
"LH195/PHK56","INH1",222.5
"LH195/PHK56","WIH1",229.3753846
"LH195/PHK56","WIH2",202.9374472
"LH195/PHK56","WIH1",221.5229189
"LH195/PHK56","IAH4",242.54
"LH195/PHK56","IAH4",227.61
"LH195/PHK56","WIH2",202.4212747
"LH195/PHK56","IAH2",167.4
"LH195/PHK56","IAH2",148.86
"LH195/PHK56","IAH1",237.88
"LH195/PHK56","IAH1",225.36
"LH195/PHK56","OHH1",189.41
"LH195/PHK56","OHH1",183.87
"LH195/PHM49","NCH1",128.92
"LH195/PHM49","GAH1",120.96
"LH195/PHM49","NCH1",93.63
"LH195/PHM49","SCH1",NA
"LH195/PHM49","TXH1-Dry",177.83
"LH195/PHM49","SCH1",NA
"LH195/PHM49","TXH1-Dry",187.22
"LH195/PHM49","ARH2",111.74
"LH195/PHM49","ARH1",79.56
"LH195/PHM49","GAH1",174.05
"LH195/PHM49","TXH1-Early",181.78
"LH195/PHM49","TXH1-Early",187.5
"LH195/PHM49","IAH3",218.8
"LH195/PHM49","TXH2",155.53
"LH195/PHM49","IAH1",219.1
"LH195/PHM49","IAH1",199.54
"LH195/PHM49","IAH3",228.81
"LH195/PHM49","TXH2",145.2
"LH195/PHM49","TXH1-Late",90.07
"LH195/PHM49","ARH1",91.45
"LH195/PHM49","TXH1-Late",84.79
"LH195/PHM49","ARH2",141.59
"LH195/PHN37","NCH1",166.14
"LH195/PHN37","NCH1",164.37
"LH195/PHN37","NYH1",112.23
"LH195/PHN37","SCH1",NA
"LH195/PHN37","GAH1",172.19
"LH195/PHN37","WIH1",162.2195757
"LH195/PHN37","GAH1",160.26
"LH195/PHN37","ILH1",191.46
"LH195/PHN37","ILH1",168.99
"LH195/PHN37","COH1",105.72
"LH195/PHN37","COH1",130.02
"LH195/PHN37","IAH3",185.15
"LH195/PHN37","COH1",79.99
"LH195/PHN37","DEH1",191.85
"LH195/PHN37","OHH1",157.11
"LH195/PHN37","COH1",131.54
"LH195/PHN37","DEH1",202.12
"LH195/PHN37","DEH1",175.34
"LH195/PHN37","DEH1",169.43
"LH195/PHN37","COH1",133.39
"LH195/PHN37","COH1",119.27
"LH195/PHN37","MOH1",210.28
"LH195/PHN37","MOH1",193.98
"LH195/PHN37","MOH1",164.24
"LH195/PHN37","MOH1",160.89
"LH195/PHN37","TXH1-Early",159.4
"LH195/PHN37","INH1",236.49
"LH195/PHN37","INH1",203.9
"LH195/PHN37","TXH1-Dry",175.57
"LH195/PHN37","COH1",96.82
"LH195/PHN37","TXH1-Late",107.67
"LH195/PHN37","INH1",238.93
"LH195/PHN37","ILH1",162.49
"LH195/PHN37","ILH1",127.52
"LH195/PHN37","INH1",208.37
"LH195/PHN37","IAH1",174.25
"LH195/PHN37","COH1",111.97
"LH195/PHN37","IAH2",103.38
"LH195/PHN37","WIH2",209.2707692
"LH195/PHN37","ONH2",70.27
"LH195/PHN37","NYH3",204.07
"LH195/PHN37","NYH3",179.79
"LH195/PHN37","IAH4",194.79
"LH195/PHN37","ONH2",75.02
"LH195/PHN37","WIH1",207.5602367
"LH195/PHN37","OHH1",200.88
"LH195/PHN37","NYH1",159.72
"LH195/PHN37","TXH1-Late",109.61
"LH195/PHN37","IAH3",242.3
"LH195/PHN37","IAH1",213.5
"LH195/PHN37","TXH1-Dry",184.76
"LH195/PHN37","IAH1",218.28
"LH195/PHN37","WIH2",205.6846762
"LH195/PHN37","TXH1-Early",195.27
"LH195/PHN37","TXH2",129.4
"LH195/PHN37","IAH1",212.81
"LH195/PHN37","WIH2",205.8153931
"LH195/PHN37","IAH3",199.62
"LH195/PHN37","IAH3",187.64
"LH195/PHN37","IAH2",180.55
"LH195/PHN37","IAH2",131.72
"LH195/PHN37","IAH4",196.12
"LH195/PHN37","IAH2",179.38
"LH195/PHN37","IAH4",120.8
"LH195/PHN37","WIH1",233.6956509
"LH195/PHN37","ONH1",200.94
"LH195/PHN37","WIH2",192.8114962
"LH195/PHN37","IAH4",136.05
"LH195/PHN37","ONH1",210.05
"LH195/PHN37","TXH2",197.21
"LH195/PHN37","ARH2",159.08
"LH195/PHN37","MIH1",205.03
"LH195/PHN37","WIH1",243.2948014
"LH195/PHN37","MNH1",146.43
"LH195/PHN37","ARH1",130.66
"LH195/PHN37","MNH1",172.93
"LH195/PHN37","ARH2",148.57
"LH195/PHN37","OHH1",202.73
"LH195/PHN37","MIH1",172.59
"LH195/PHN37","OHH1",199.75
"LH195/PHN37","ARH1",51.21
"LH195/PHN47","NCH1",179.31
"LH195/PHN47","NCH1",119.15
"LH195/PHN47","SCH1",NA
"LH195/PHN47","GAH1",179.16
"LH195/PHN47","SCH1",NA
"LH195/PHN47","GAH1",202.79
"LH195/PHN47","TXH1-Dry",190.12
"LH195/PHN47","IAH3",232.23
"LH195/PHN47","IAH3",229.01
"LH195/PHN47","IAH1",197.89
"LH195/PHN47","TXH1-Dry",194.16
"LH195/PHN47","TXH2",177.59
"LH195/PHN47","TXH2",176.99
"LH195/PHN47","IAH1",232.31
"LH195/PHN47","TXH1-Early",216.62
"LH195/PHN47","ARH1",166.92
"LH195/PHN47","ARH2",129.96
"LH195/PHN47","ARH2",116.42
"LH195/PHN47","TXH1-Early",204.96
"LH195/PHN47","ARH1",100.35
"LH195/PHN47","TXH1-Late",151.64
"LH195/PHN47","TXH1-Late",123.18
"LH195/PHN82","NCH1",163.39
"LH195/PHN82","NCH1",164.45
"LH195/PHN82","NEH3",153.44
"LH195/PHN82","NEH3",21.37
"LH195/PHN82","NEH4",62.39
"LH195/PHN82","NEH4",53.28
"LH195/PHN82","SCH1",NA
"LH195/PHN82","MOH1",98.57
"LH195/PHN82","WIH1",165.9455072
"LH195/PHN82","SCH1",NA
"LH195/PHN82","ILH1",167.01
"LH195/PHN82","ILH1",171.95
"LH195/PHN82","GAH1",220.24
"LH195/PHN82","TXH1-Early",194.18
"LH195/PHN82","DEH1",180.48
"LH195/PHN82","IAH3",216.99
"LH195/PHN82","NYH3",192.34
"LH195/PHN82","GAH1",214.1
"LH195/PHN82","TXH1-Dry",188.68
"LH195/PHN82","COH1",97.58
"LH195/PHN82","IAH1",203.29
"LH195/PHN82","DEH1",180.98
"LH195/PHN82","COH1",94.14
"LH195/PHN82","INH1",225.45
"LH195/PHN82","MOH1",188.71
"LH195/PHN82","IAH1",175.42
"LH195/PHN82","COH1",100.05
"LH195/PHN82","INH1",200.81
"LH195/PHN82","COH1",84.97
"LH195/PHN82","TXH1-Dry",187.42
"LH195/PHN82","NYH3",171.15
"LH195/PHN82","IAH4",196.04
"LH195/PHN82","IAH3",208.58
"LH195/PHN82","IAH3",261.64
"LH195/PHN82","IAH3",228.72
"LH195/PHN82","WIH2",202.970754
"LH195/PHN82","OHH1",156.91
"LH195/PHN82","IAH2",202.28
"LH195/PHN82","WIH1",242.5056467
"LH195/PHN82","IAH1",213.77
"LH195/PHN82","TXH1-Early",191.46
"LH195/PHN82","TXH2",156.32
"LH195/PHN82","ARH2",99.97
"LH195/PHN82","IAH1",227.06
"LH195/PHN82","ARH1",77.67
"LH195/PHN82","TXH1-Late",120.45
"LH195/PHN82","TXH2",159.66
"LH195/PHN82","ARH1",95.93
"LH195/PHN82","IAH2",180.93
"LH195/PHN82","WIH2",178.8477261
"LH195/PHN82","TXH1-Late",96.35
"LH195/PHN82","IAH4",218.38
"LH195/PHN82","ARH2",139.26
"LH195/PHN82","OHH1",187.38
"LH195/PHP60","NCH1",145.58
"LH195/PHP60","NCH1",144.33
"LH195/PHP60","SCH1",NA
"LH195/PHP60","GAH1",182.84
"LH195/PHP60","SCH1",NA
"LH195/PHP60","TXH1-Dry",214.78
"LH195/PHP60","IAH3",248.77
"LH195/PHP60","TXH1-Early",201.09
"LH195/PHP60","IAH1",207.31
"LH195/PHP60","GAH1",212.66
"LH195/PHP60","IAH3",276.54
"LH195/PHP60","ARH1",41.73
"LH195/PHP60","IAH1",240.47
"LH195/PHP60","TXH1-Dry",206.35
"LH195/PHP60","TXH1-Early",205.64
"LH195/PHP60","TXH1-Late",94.38
"LH195/PHP60","TXH1-Late",73.36
"LH195/PHP60","TXH2",145.6
"LH195/PHP60","ARH2",145.12
"LH195/PHP60","TXH2",139.86
"LH195/PHP60","ARH1",36.7
"LH195/PHP60","ARH2",123.66
"LH195/PHR03","NCH1",129.4
"LH195/PHR03","NCH1",206.97
"LH195/PHR03","SCH1",NA
"LH195/PHR03","GAH1",171.63
"LH195/PHR03","SCH1",NA
"LH195/PHR03","TXH1-Dry",215.02
"LH195/PHR03","TXH2",171.46
"LH195/PHR03","GAH1",213.56
"LH195/PHR03","TXH1-Dry",190.87
"LH195/PHR03","TXH1-Late",113.59
"LH195/PHR03","IAH3",272.08
"LH195/PHR03","IAH1",230.6
"LH195/PHR03","TXH1-Early",211.64
"LH195/PHR03","TXH1-Late",97.19
"LH195/PHR03","TXH1-Early",224.94
"LH195/PHR03","IAH1",234.17
"LH195/PHR03","ARH2",141.1
"LH195/PHR03","IAH3",260.99
"LH195/PHR03","TXH2",158.5
"LH195/PHR03","ARH1",126.74
"LH195/PHR03","ARH2",160.43
"LH195/PHR03","ARH1",38.31
"LH195/PHW30","GAH1",142.49
"LH195/PHW30","NCH1",150.08
"LH195/PHW30","NCH1",146.04
"LH195/PHW30","SCH1",NA
"LH195/PHW30","TXH1-Dry",141.65
"LH195/PHW30","SCH1",NA
"LH195/PHW30","ARH2",126.95
"LH195/PHW30","TXH1-Dry",167.92
"LH195/PHW30","GAH1",205.89
"LH195/PHW30","ARH2",135.55
"LH195/PHW30","IAH3",265.53
"LH195/PHW30","IAH3",247.85
"LH195/PHW30","TXH1-Early",180.23
"LH195/PHW30","TXH2",136.99
"LH195/PHW30","IAH1",214.38
"LH195/PHW30","IAH1",226.72
"LH195/PHW30","TXH2",194.42
"LH195/PHW30","TXH1-Late",88.4
"LH195/PHW30","TXH1-Late",82.81
"LH195/PHW30","ARH1",48.02
"LH195/PHW30","ARH1",98.6
"LH195/PHW30","TXH1-Early",177.68
"LH195/PHW53","NCH1",132.12
"LH195/PHW53","GAH1",149.61
"LH195/PHW53","NCH1",106.97
"LH195/PHW53","GAH1",140.63
"LH195/PHW53","SCH1",NA
"LH195/PHW53","SCH1",NA
"LH195/PHW53","ARH2",121.82
"LH195/PHW53","TXH1-Dry",177.37
"LH195/PHW53","TXH1-Early",176.17
"LH195/PHW53","TXH1-Late",94.42
"LH195/PHW53","ARH2",157.54
"LH195/PHW53","TXH1-Early",202.97
"LH195/PHW53","IAH3",173.11
"LH195/PHW53","TXH2",152.58
"LH195/PHW53","IAH3",199.54
"LH195/PHW53","TXH1-Dry",186.79
"LH195/PHW53","IAH1",207.18
"LH195/PHW53","IAH1",193.09
"LH195/PHW53","TXH1-Late",100.97
"LH195/PHW53","TXH2",115.07
"LH195/PHW53","ARH1",133.74
"LH195/PHW53","ARH1",30.38
"LH195/Q381","NEH4",38.75
"LH195/Q381","NCH1",127.96
"LH195/Q381","NCH1",113.41
"LH195/Q381","NEH3",175.45
"LH195/Q381","NEH3",46.6
"LH195/Q381","NEH4",61.04
"LH195/Q381","SCH1",NA
"LH195/Q381","GAH1",119.82
"LH195/Q381","SCH1",NA
"LH195/Q381","GAH1",131.8
"LH195/Q381","ILH1",142.13
"LH195/Q381","IAH3",186.34
"LH195/Q381","TXH1-Dry",144.07
"LH195/Q381","IAH4",184.93
"LH195/Q381","WIH1",161.3038884
"LH195/Q381","COH1",79.29
"LH195/Q381","COH1",82.15
"LH195/Q381","NYH3",163.69
"LH195/Q381","IAH3",201.99
"LH195/Q381","DEH1",169.68
"LH195/Q381","TXH1-Dry",126.83
"LH195/Q381","IAH3",189.84
"LH195/Q381","IAH1",184.11
"LH195/Q381","WIH1",184.1093711
"LH195/Q381","ILH1",183.37
"LH195/Q381","DEH1",178.45
"LH195/Q381","TXH1-Early",143.2
"LH195/Q381","IAH1",189.91
"LH195/Q381","COH1",101.26
"LH195/Q381","MOH1",191.18
"LH195/Q381","MOH1",162.09
"LH195/Q381","IAH1",160.78
"LH195/Q381","OHH1",154.38
"LH195/Q381","IAH3",206.13
"LH195/Q381","INH1",195.74
"LH195/Q381","NYH3",237.18
"LH195/Q381","WIH2",179.826847
"LH195/Q381","IAH1",177.38
"LH195/Q381","IAH4",161.22
"LH195/Q381","INH1",201.94
"LH195/Q381","TXH2",99.66
"LH195/Q381","TXH1-Early",151.57
"LH195/Q381","ARH2",131.95
"LH195/Q381","TXH2",102.97
"LH195/Q381","WIH2",193.2023077
"LH195/Q381","IAH2",173.71
"LH195/Q381","IAH2",161.27
"LH195/Q381","ARH2",123.44
"LH195/Q381","TXH1-Late",79.62
"LH195/Q381","TXH1-Late",87.98
"LH195/Q381","OHH1",179.8
"LH195/Q381","ARH1",48.23
"LH195/Q381","ARH1",137.67
"LH195/Q381","COH1",NA
"LH198/3IIH6","OHH1",NA
"LH198/3IIH6","NYH1",112.75
"LH198/3IIH6","NYH2",173.85
"LH198/3IIH6","ILH1",173.5
"LH198/3IIH6","DEH1",205.29
"LH198/3IIH6","NYH2",186.38
"LH198/3IIH6","ILH1",152.55
"LH198/3IIH6","MOH1",152.19
"LH198/3IIH6","IAH1",179.55
"LH198/3IIH6","ARH2",160.17
"LH198/3IIH6","WIH1",188.8196957
"LH198/3IIH6","IAH3",211.7
"LH198/3IIH6","WIH1",190.8790296
"LH198/3IIH6","INH1",229.28
"LH198/3IIH6","INH1",226.93
"LH198/3IIH6","ARH2",130.03
"LH198/3IIH6","DEH1",190.33
"LH198/3IIH6","WIH2",175.7326154
"LH198/3IIH6","NYH1",114.46
"LH198/3IIH6","IAH3",218.86
"LH198/3IIH6","IAH1",210.69
"LH198/3IIH6","MOH1",155.39
"LH198/3IIH6","IAH2",190.67
"LH198/3IIH6","IAH4",187.05
"LH198/3IIH6","OHH1",187.56
"LH198/3IIH6","IAH2",175.58
"LH198/3IIH6","WIH2",198.4925731
"LH198/3IIH6","IAH4",207.24
"LH198/3IIH6","MIH1",145.74
"LH198/3IIH6","ARH1",63.63
"LH198/3IIH6","MIH1",178.02
"LH198/3IIH6","ARH1",142.45
"LH198/3IIH6","DEH1",NA
"LH198/3IIH6","DEH1",NA
"LH198/3IIH6","ILH1",NA
"LH198/3IIH6","ILH1",NA
"LH198/3IIH6","INH1",NA
"LH198/3IIH6","INH1",NA
"LH198/3IIH6","MIH1",NA
"LH198/3IIH6","MIH1",NA
"LH198/3IIH6","MOH1",NA
"LH198/3IIH6","MOH1",NA
"LH198/3IIH6","NYH1",NA
"LH198/3IIH6","NYH2",NA
"LH198/3IIH6","NYH2",NA
"LH198/3IIH6","OHH1",NA
"LH198/3IIH6","OHH1",NA
"LH198/3IIH6","WIH1",NA
"LH198/3IIH6","WIH1",NA
"LH198/3IIH6","WIH2",NA
"LH198/3IIH6","WIH2",NA
"LH198/LH123HT","OHH1",32.32
"LH198/LH123HT","NEH4",47.22
"LH198/LH123HT","NEH3",100.03
"LH198/LH123HT","NEH3",95.12
"LH198/LH123HT","NEH4",46.1
"LH198/LH123HT","ILH1",165.83
"LH198/LH123HT","COH1",71.74
"LH198/LH123HT","COH1",84.29
"LH198/LH123HT","ILH1",129.72
"LH198/LH123HT","COH1",99.93
"LH198/LH123HT","COH1",84.51
"LH198/LH123HT","IAH1",174.52
"LH198/LH123HT","NYH3",113.8
"LH198/LH123HT","INH1",226.19
"LH198/LH123HT","DEH1",215.23
"LH198/LH123HT","DEH1",186.47
"LH198/LH123HT","IAH3",243.66
"LH198/LH123HT","MOH1",184.39
"LH198/LH123HT","MOH1",129.88
"LH198/LH123HT","IAH3",184.57
"LH198/LH123HT","INH1",222.05
"LH198/LH123HT","NYH3",152.17
"LH198/LH123HT","IAH2",155.93
"LH198/LH123HT","WIH2",187.6884345
"LH198/LH123HT","WIH2",171.0429611
"LH198/LH123HT","IAH4",199.82
"LH198/LH123HT","WIH1",161.738049
"LH198/LH123HT","IAH1",178.32
"LH198/LH123HT","IAH2",174.69
"LH198/LH123HT","IAH4",200.89
"LH198/LH123HT","WIH1",186.8413694
"LH198/LH123HT","OHH1",173.6
"LH198/LH185","NEH3",165.31
"LH198/LH185","OHH1",143.7
"LH198/LH185","OHH1",75.12
"LH198/LH185","COH1",82.62
"LH198/LH185","NEH4",55.27
"LH198/LH185","NEH4",38.72
"LH198/LH185","NEH3",33.19
"LH198/LH185","DEH1",248.1
"LH198/LH185","COH1",165.57
"LH198/LH185","COH1",129.32
"LH198/LH185","DEH1",229.39
"LH198/LH185","MOH1",188.55
"LH198/LH185","MOH1",159.55
"LH198/LH185","ILH1",188.32
"LH198/LH185","COH1",131.64
"LH198/LH185","INH1",236.47
"LH198/LH185","IAH3",201.66
"LH198/LH185","IAH3",270.33
"LH198/LH185","INH1",194.04
"LH198/LH185","ILH1",134.46
"LH198/LH185","NYH3",205.02
"LH198/LH185","IAH4",194.25
"LH198/LH185","NYH3",223.86
"LH198/LH185","IAH1",250.79
"LH198/LH185","IAH2",179.02
"LH198/LH185","WIH1",268.3079087
"LH198/LH185","IAH2",238.74
"LH198/LH185","IAH1",225.18
"LH198/LH185","IAH4",274.73
"LH198/LH185","WIH2",250.9762975
"LH198/LH185","WIH1",243.4549755
"LH198/LH185","WIH2",268.7812342
"LH198/LH38","OHH1",26.11
"LH198/LH38","NEH4",30.97
"LH198/LH38","NEH3",107.35
"LH198/LH38","NEH3",124.02
"LH198/LH38","NEH4",59.57
"LH198/LH38","COH1",128.99
"LH198/LH38","INH1",214.1
"LH198/LH38","COH1",103.96
"LH198/LH38","DEH1",215.45
"LH198/LH38","DEH1",189.79
"LH198/LH38","COH1",93.47
"LH198/LH38","WIH1",201.5984784
"LH198/LH38","MOH1",161.57
"LH198/LH38","MOH1",121.68
"LH198/LH38","COH1",108.12
"LH198/LH38","ILH1",168.77
"LH198/LH38","IAH3",212.39
"LH198/LH38","IAH4",190.61
"LH198/LH38","INH1",233.82
"LH198/LH38","WIH2",216.2310634
"LH198/LH38","NYH3",134.66
"LH198/LH38","ILH1",187.11
"LH198/LH38","IAH2",154.81
"LH198/LH38","NYH3",170.48
"LH198/LH38","IAH1",190.28
"LH198/LH38","WIH2",184.5040321
"LH198/LH38","IAH3",257.85
"LH198/LH38","IAH1",224.38
"LH198/LH38","WIH1",220.5668115
"LH198/LH38","IAH4",216.35
"LH198/LH38","IAH2",197.85
"LH198/LH38","OHH1",187.79
"LH198/LH51","NEH4",32.9
"LH198/LH51","NEH3",54.93
"LH198/LH51","NEH4",42.47
"LH198/LH51","NEH3",128.63
"LH198/LH51","COH1",83.75
"LH198/LH51","ILH1",193.82
"LH198/LH51","WIH1",176.9443821
"LH198/LH51","COH1",109.13
"LH198/LH51","COH1",104.97
"LH198/LH51","COH1",88.83
"LH198/LH51","MOH1",223.72
"LH198/LH51","DEH1",219.54
"LH198/LH51","IAH4",184.77
"LH198/LH51","DEH1",232.77
"LH198/LH51","MOH1",185.89
"LH198/LH51","INH1",219.09
"LH198/LH51","ILH1",217.1
"LH198/LH51","NYH3",210.67
"LH198/LH51","INH1",210.04
"LH198/LH51","OHH1",150.71
"LH198/LH51","IAH1",207.43
"LH198/LH51","NYH3",173.87
"LH198/LH51","IAH3",216.02
"LH198/LH51","IAH1",202.57
"LH198/LH51","WIH1",222.6705824
"LH198/LH51","IAH3",215.09
"LH198/LH51","IAH4",197.71
"LH198/LH51","IAH2",174.56
"LH198/LH51","WIH2",247.3567303
"LH198/LH51","IAH2",173.76
"LH198/LH51","WIH2",227.3713669
"LH198/LH51","OHH1",192.64
"LH198/LH82","OHH1",35.49
"LH198/LH82","NEH4",53.02
"LH198/LH82","NEH4",56.05
"LH198/LH82","NEH3",108.71
"LH198/LH82","NEH3",49.24
"LH198/LH82","COH1",117.85
"LH198/LH82","ILH1",166.57
"LH198/LH82","COH1",97.39
"LH198/LH82","INH1",192.68
"LH198/LH82","DEH1",197.26
"LH198/LH82","COH1",175.33
"LH198/LH82","COH1",108.87
"LH198/LH82","MOH1",171.9
"LH198/LH82","MOH1",65.36
"LH198/LH82","ILH1",234.69
"LH198/LH82","INH1",217.6
"LH198/LH82","WIH1",202.8504142
"LH198/LH82","DEH1",190.96
"LH198/LH82","NYH3",217.09
"LH198/LH82","IAH4",199.02
"LH198/LH82","IAH3",243.3
"LH198/LH82","NYH3",203.32
"LH198/LH82","WIH2",196.3714793
"LH198/LH82","WIH2",220.1231107
"LH198/LH82","IAH3",185.53
"LH198/LH82","IAH2",194.51
"LH198/LH82","IAH1",190.78
"LH198/LH82","IAH4",188.69
"LH198/LH82","IAH2",183.34
"LH198/LH82","IAH1",225.07
"LH198/LH82","OHH1",183.08
"LH198/LH82","WIH1",203.9849391
"LH198/PHG29","NEH4",26.23
"LH198/PHG29","NEH3",82.54
"LH198/PHG29","NEH4",69.09
"LH198/PHG29","NEH3",195.22
"LH198/PHG29","COH1",151.79
"LH198/PHG29","WIH1",200.7341741
"LH198/PHG29","DEH1",180.61
"LH198/PHG29","COH1",117
"LH198/PHG29","IAH4",224.13
"LH198/PHG29","DEH1",211.74
"LH198/PHG29","ILH1",190.89
"LH198/PHG29","ILH1",173.5
"LH198/PHG29","MOH1",139.22
"LH198/PHG29","COH1",116.94
"LH198/PHG29","MOH1",162.8
"LH198/PHG29","INH1",211.21
"LH198/PHG29","COH1",142.21
"LH198/PHG29","IAH1",213.11
"LH198/PHG29","INH1",202.15
"LH198/PHG29","IAH1",189.22
"LH198/PHG29","NYH3",168.96
"LH198/PHG29","NYH3",152.3
"LH198/PHG29","IAH3",222.47
"LH198/PHG29","IAH3",213.03
"LH198/PHG29","IAH4",203.69
"LH198/PHG29","IAH2",183.36
"LH198/PHG29","IAH2",136.6
"LH198/PHG29","WIH1",225.6085309
"LH198/PHG29","WIH2",192.3592595
"LH198/PHG29","WIH2",202.3804362
"LH198/PHG29","OHH1",197.84
"LH198/PHG29","OHH1",199.05
"LH198/PHG47","NEH3",28.59
"LH198/PHG47","NEH4",24.83
"LH198/PHG47","NEH4",64.92
"LH198/PHG47","NEH3",135.3
"LH198/PHG47","COH1",86.85
"LH198/PHG47","IAH3",207.63
"LH198/PHG47","COH1",116.89
"LH198/PHG47","ILH1",218.96
"LH198/PHG47","COH1",115.86
"LH198/PHG47","DEH1",179.94
"LH198/PHG47","COH1",167.32
"LH198/PHG47","MOH1",225.98
"LH198/PHG47","MOH1",214.24
"LH198/PHG47","DEH1",128.94
"LH198/PHG47","INH1",207.72
"LH198/PHG47","INH1",203.47
"LH198/PHG47","ILH1",177.56
"LH198/PHG47","NYH3",237.69
"LH198/PHG47","IAH3",201.16
"LH198/PHG47","IAH1",185.57
"LH198/PHG47","NYH3",186.43
"LH198/PHG47","IAH1",177.86
"LH198/PHG47","IAH4",178.68
"LH198/PHG47","IAH2",170.23
"LH198/PHG47","WIH2",211.8981606
"LH198/PHG47","WIH2",207.1269966
"LH198/PHG47","IAH2",167.17
"LH198/PHG47","WIH1",220.1912308
"LH198/PHG47","IAH4",198.64
"LH198/PHG47","WIH1",214.5006974
"LH198/PHG47","OHH1",196.23
"LH198/PHG47","OHH1",192.4
"LH198/PHG83","OHH1",NA
"LH198/PHG83","NEH3",44.96
"LH198/PHG83","NEH4",37.95
"LH198/PHG83","NEH3",50.8
"LH198/PHG83","NEH4",45.78
"LH198/PHG83","IAH3",116.31
"LH198/PHG83","IAH3",122.46
"LH198/PHG83","IAH1",137.97
"LH198/PHG83","WIH1",122.7486188
"LH198/PHG83","COH1",60.76
"LH198/PHG83","NYH3",75.34
"LH198/PHG83","ILH1",186.64
"LH198/PHG83","DEH1",116.29
"LH198/PHG83","COH1",61.47
"LH198/PHG83","COH1",53.21
"LH198/PHG83","INH1",123.26
"LH198/PHG83","MOH1",93.84
"LH198/PHG83","MOH1",51.13
"LH198/PHG83","IAH4",137.48
"LH198/PHG83","INH1",127.35
"LH198/PHG83","DEH1",116.86
"LH198/PHG83","IAH4",128.2
"LH198/PHG83","COH1",59.95
"LH198/PHG83","IAH2",143.69
"LH198/PHG83","WIH1",136.3019112
"LH198/PHG83","NYH3",101.84
"LH198/PHG83","ILH1",176.22
"LH198/PHG83","IAH1",141.13
"LH198/PHG83","IAH2",116.8
"LH198/PHG83","WIH2",132.7326391
"LH198/PHG83","WIH2",134.0850811
"LH198/PHG83","OHH1",111.52
"LH198/PHK56","NEH4",54.72
"LH198/PHK56","NYH3",146.86
"LH198/PHK56","NEH3",100.72
"LH198/PHK56","NEH4",52.72
"LH198/PHK56","NEH3",166.58
"LH198/PHK56","MOH1",153.28
"LH198/PHK56","ILH1",166.51
"LH198/PHK56","DEH1",202.88
"LH198/PHK56","COH1",134.78
"LH198/PHK56","WIH1",232.7718462
"LH198/PHK56","COH1",109.04
"LH198/PHK56","COH1",89.65
"LH198/PHK56","INH1",204.51
"LH198/PHK56","DEH1",194.23
"LH198/PHK56","MOH1",180.79
"LH198/PHK56","INH1",239.52
"LH198/PHK56","IAH3",203.36
"LH198/PHK56","COH1",154.24
"LH198/PHK56","ILH1",141.72
"LH198/PHK56","OHH1",170.64
"LH198/PHK56","WIH1",230.4503254
"LH198/PHK56","NYH3",152.32
"LH198/PHK56","IAH1",210.47
"LH198/PHK56","IAH3",222.17
"LH198/PHK56","IAH4",227.71
"LH198/PHK56","WIH2",228.752011
"LH198/PHK56","WIH2",211.7356433
"LH198/PHK56","IAH2",211.13
"LH198/PHK56","IAH2",208.89
"LH198/PHK56","IAH1",234.44
"LH198/PHK56","IAH4",231.97
"LH198/PHK56","OHH1",219.19
"LH198/PHN37","NEH4",32.8
"LH198/PHN37","NEH4",51.06
"LH198/PHN37","NEH3",153.17
"LH198/PHN37","NCH1",118.75
"LH198/PHN37","NEH3",98.43
"LH198/PHN37","NCH1",139.64
"LH198/PHN37","GAH1",122.57
"LH198/PHN37","ILH1",181.97
"LH198/PHN37","COH1",144.34
"LH198/PHN37","GAH1",105.61
"LH198/PHN37","DEH1",227.5
"LH198/PHN37","DEH1",215.47
"LH198/PHN37","WIH1",208.6848867
"LH198/PHN37","INH1",198.42
"LH198/PHN37","COH1",95.26
"LH198/PHN37","INH1",221.29
"LH198/PHN37","COH1",97.11
"LH198/PHN37","TXH1-Late",75.65
"LH198/PHN37","MOH1",201.6
"LH198/PHN37","TXH1-Early",165.71
"LH198/PHN37","MOH1",164.69
"LH198/PHN37","COH1",104.89
"LH198/PHN37","ILH1",194.51
"LH198/PHN37","NYH3",192.63
"LH198/PHN37","IAH3",190.91
"LH198/PHN37","NYH3",177.58
"LH198/PHN37","IAH2",122.57
"LH198/PHN37","TXH1-Dry",156.05
"LH198/PHN37","TXH1-Late",116.54
"LH198/PHN37","WIH1",200.6965156
"LH198/PHN37","TXH1-Early",157.45
"LH198/PHN37","IAH1",179.31
"LH198/PHN37","IAH4",199.97
"LH198/PHN37","IAH4",171.42
"LH198/PHN37","IAH1",167.04
"LH198/PHN37","IAH4",165.51
"LH198/PHN37","IAH2",154.62
"LH198/PHN37","TXH1-Dry",156.02
"LH198/PHN37","WIH2",254.1413686
"LH198/PHN37","IAH3",205.1
